Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
1.06        0.1944        0        1        2896312.7441    1.1835       100    212.2124    0.702    89.6338    0.338       408.4155      28.4647    0
1.56        0.1956        0        1        2887230.4688    1.1863       100    206.1715    -3.54    89.0139    0.958       408.4111      28.4647    0
2.08        0.1972        0        1        2880743.6523    1.1889       100    205.9048    -2.273    88.8708    1.109       408.4118      28.4647    0
2.6        0.1994        0        1        2874012.4512    1.1912       100    205.0574    -12.37    88.8742    1.082       408.4898      28.4647    0
3.12        0.2021        0        1        2867263.6719    1.1947       100    86.1139    -137.388    89.4827    0.073       408.6269      28.4647    0
3.64        0.2053        0        1        2860502.4414    1.1978       100    54.1712    -169.531    88.0727    0.972       408.5251      28.4647    0
4.16        0.209        0        1        2853753.1738    1.2012       100    116.957    -106.685    89.6602    -0.888       408.3424      28.4648    0
4.68        0.2132        0        1        2846989.7461    1.2055       100    215.1627    -8.45    87.8985    0.858       408.1998      28.4648    0
5.2        0.218        0        1        2840249.7559    1.2069       100    218.3195    -5.433    86.5878    2.242       408.1235      28.4648    0
6.12        0.2279        0        1        2828842.5293    1.2111       100    219.1929    -5.36    85.8622    3.35       407.8517      28.465    0
6.7        0.235        0        1        2821300.0488    1.2159       100    220.6923    -6.837    84.4126    5.362       407.8703      28.465    0
7.3        0.243        0        1        2813519.2871    1.2192       100    220.8122    188.97    84.9104    5.04       408.0255      28.4649    0
7.9        0.2519        0        1        2805728.0273    1.2228       100    220.4325    177.832    86.0175    3.938       408.1248      28.4649    0
8.5        0.2615        0        1        2797948.7305    1.2264       100    219.8825    17.835    86.57    3.418       408.1674      28.4649    0
9.08        0.2716        0        1        2790420.6543    1.2287       100    219.4108    0.904    86.7331    3.248       408.1992      28.4649    0
9.66        0.2824        0        1        2782911.8652    1.2323       100    219.09    203.26    86.8236    3.168       408.247      28.4649    0
10.24        0.294        0.01        1        2775386.9629    1.2358       100    218.9226    186.231    86.966    3.001       408.3116      28.4649    0
10.82        0.3064        0.01        1        2767861.3281    1.2392       100    218.7678    184.306    87.1429    2.817       408.3846      28.4649    0
11.4        0.3195        0.01        1        2760343.75    1.2425       100    218.5529    185.074    87.308    2.655       408.4597      28.4649    0
11.98        0.3335        0.01        1        2752829.834    1.2467       100    218.2823    189.041    87.441    2.526       408.539      28.4649    0
12.56        0.3483        0.01        1        2745300.5371    1.25       100    218.041    192.682    87.5532    2.416       408.6229      28.4649    0
13.14        0.3639        0.01        1        2737775.8789    1.2543       100    217.8473    193.8    87.6535    2.318       408.7141      28.4649    0.0001
13.72        0.3803        0.01        1        2730252.6855    1.2584       100    217.6576    194.407    87.7469    2.227       408.8119      28.4649    0.0001
14.3        0.3976        0.01        1        2722718.2617    1.263       100    217.4333    196.34    87.8308    2.145       408.9178      28.4649    0.0001
14.88        0.4158        0.01        1        2715183.3496    1.2672       100    217.1809    199.173    87.9081    2.07       409.0297      28.4649    0.0001
15.46        0.4349        0.01        1        2707657.959    1.2706       100    216.9578    203.636    87.9788    2.002       409.1484      28.4649    0.0001
16.04        0.4548        0.01        1        2700132.3242    1.2751       100    216.7447    206.217    88.0436    1.94       409.275      28.4649    0.0001
16.62        0.4757        0.01        1        2692591.3086    1.2791       100    216.5467    207.613    88.1025    1.882       409.4101      28.4649    0.0001
17.2        0.4975        0.01        1        2685066.6504    1.2826       100    216.2981    210.113    88.1571    1.83       409.5529      28.465    0.0001
17.78        0.5202        0.01        1        2677536.8652    1.2871       100    216.0624    213.986    88.2086    1.78       409.7032      28.465    0.0001
18.36        0.5439        0.01        1        2670023.6816    1.2902       100    215.8333    212.546    88.2549    1.735       409.8619      28.465    0.0001
18.94        0.5685        0.02        1        2662505.3711    1.2935       100    215.5943    210.669    88.2986    1.691       410.0314      28.465    0.0001
19.52        0.5941        0.02        1        2654979.9805    1.2982       100    215.3464    209.257    88.3407    1.649       410.2109      28.465    0.0001
20.1        0.6207        0.02        1        2647455.0781    1.3019       100    215.1096    208.735    88.3817    1.61       410.3993      28.465    0.0001
20.68        0.6483        0.02        1        2639946.5332    1.3064       100    214.8758    -144.721    88.421    1.574       410.5988      28.465    0.0001
21.26        0.6769        0.02        1        2632414.5508    1.3117       100    214.6023    -117.388    88.4572    1.54       410.8106      28.465    0.0001
21.84        0.7065        0.02        1        2624878.1738    1.3161       100    214.3058    -109.105    88.4903    1.507       411.0301      28.465    0.0001
22.42        0.7372        0.02        1        2617361.3281    1.3197       100    214.0512    -137.955    88.521    1.476       411.2601      28.465    0.0001
23        0.7689        0.02        1        2609846.4355    1.3252       100    213.7699    211.63    88.5509    1.445       411.5052      28.465    0.0001
23.58        0.8017        0.02        1        2602317.627    1.3284       100    213.4724    -145.721    88.5805    1.416       411.7613      28.465    0.0001
24.16        0.8356        0.02        1        2594792.4805    1.3335       100    213.1898    -139.926    88.6102    1.388       412.0298      28.465    0.0001
24.74        0.8706        0.02        1        2587270.0195    1.3385       100    212.8996    206.722    88.6366    1.362       412.3119      28.465    0.0002
25.32        0.9068        0.02        1        2579729.248    1.3446       100    212.5857    -147.108    88.6622    1.337       412.6123      28.4651    0.0002
25.9        0.9441        0.02        1        2572180.1758    1.3498       100    212.2691    -44.682    88.6887    1.31       412.9201      28.4651    0.0002
26.52        0.9852        0.03        1        2564660.6445    1.3545       100    211.956    -60.713    88.7125    1.286       413.2656      28.4651    0.0002
27.24        1.0346        0.03        1        2556613.7695    1.3602       100    211.6553    126.685    88.7373    1.194       413.5257      28.4651    0.0002
27.96        1.0859        0.03        1        2547288.3301    1.3644       100    216.3212    131.239    88.6811    0.456       413.7032      28.4651    0.0002
