Time     Altitude  Dwnrg Dst    Stage     Mass           TWR      AZ(cmd)     HOR AOA      Pitch   Vert AOA       Orbvel		   Incl       Ecctr
144.28       66.754     0      2    632371.1716    1.0515    114.3447    0    20.5548    0       1925.8404      36.7215    0.9476
145.16       67.3431     0      2    631467.2852    1.053    114.3793    0    20.3768    0       1931.8364      36.7382    0.9471
146.02       67.9158     0      2    630203.3691    1.0551    114.413    0    20.2044    0       1937.681      36.7544    0.9467
146.88       68.4855     0      2    628945.0684    1.0572    114.4464    0    20.0331    0       1943.6232      36.7705    0.9462
147.76       69.0655     0      2    627678.833    1.0594    114.4798    0    19.8634    0       1949.6454      36.7873    0.9458
148.62       69.6295     0      2    626387.6343    1.0615    114.5145    0    19.6996    0       1955.6605      36.8033    0.9453
149.48       70.1902     0      2    625127.8687    1.0637    114.5472    0    19.5205    0       1961.7857      36.816    0.9448
150.34       70.7476     0      2    623866.0278    1.0658    114.5748    0    19.3369    0       1967.9447      36.8294    0.9444
151.18       71.2888     0      2    622604.126    1.068    114.6038    0    19.1563    0       1974.1441      36.8434    0.9439
152.04       71.8397     0      2    621341.98    1.0702    114.6336    0    18.9765    0       1980.4021      36.8571    0.9434
152.9       72.3873     0      2    620078.3691    1.0723    114.6629    0    18.7975    0       1986.6551      36.8705    0.9429
153.76       72.9317     0      2    618820.6787    1.0745    114.6918    0    18.6195    0       1992.9958      36.8839    0.9424
154.62       73.4727     0      2    617556.5186    1.0767    114.7208    0    18.4427    0       1999.3615      36.8973    0.9419
155.48       74.0105     0      2    616294.6777    1.0789    114.7497    0    18.2672    0       2005.7727      36.9107    0.9414
156.34       74.545     0      2    615031.4331    1.0811    114.7786    0    18.0928    0       2012.2218      36.924    0.9409
157.2       75.0763     0      2    613770.0806    1.0834    114.8073    0    17.9197    0       2018.6973      36.9372    0.9404
158.06       75.6043     0      2    612509.2163    1.0856    114.836    0    17.7476    0       2025.2073      36.9504    0.9399
158.92       76.1291     0      2    611248.9624    1.0878    114.8646    0    17.5767    0       2031.804      36.9636    0.9394
159.78       76.6507     0      2    609982.9712    1.0901    114.8933    0    17.4072    0       2038.3926      36.9767    0.9389
160.64       77.1691     0      2    608723.2666    1.0923    114.9218    0    17.2386    0       2045.026      36.9898    0.9384
161.5       77.6842     0      2    607463.3179    1.0946    114.9502    0    17.0711    0       2051.7095      37.0028    0.9379
162.36       78.1961     0      2    606201.1719    1.0969    114.9785    0    16.9048    0       2058.4377      37.0158    0.9373
163.22       78.7048     0      2    604937.561    1.0992    115.0069    0    16.7397    0       2065.2196      37.0288    0.9368
164.08       79.2104     0      2    603674.4385    1.1015    115.0351    0    16.5756    0       2072.0089      37.0416    0.9363
164.94       79.7127     0      2    602413.7573    1.1038    115.0633    0    16.4126    0       2078.867      37.0545    0.9357
165.8       80.2119     0      2    601149.7192    1.1061    115.0914    0    16.2507    0       2085.7317      37.0673    0.9352
166.66       80.7078     0      2    599890.0757    1.1084    115.1194    0    16.0897    0       2092.6404      37.08    0.9347
167.52       81.2006     0      2    598630.127    1.1108    115.1473    0    15.9299    0       2099.6141      37.0927    0.9341
168.38       81.6903     0      2    597364.9902    1.1131    115.1752    0    15.7712    0       2106.6149      37.1053    0.9336
169.24       82.1767     0      2    596104.6143    1.1155    115.203    0    15.6135    0       2113.6348      37.1179    0.933
170.1       82.66     0      2    594843.689    1.1178    115.2307    0    15.4568    0       2120.7239      37.1304    0.9324
170.96       83.1402     0      2    593580.6885    1.1202    115.2584    0    15.3013    0       2127.8228      37.1429    0.9319
171.82       83.6172     0      2    592320.8618    1.1226    115.2859    0    15.1466    0       2135.0092      37.1553    0.9313
172.68       84.0911     0      2    591054.5654    1.125    115.3135    0    14.9933    0       2142.2002      37.1677    0.9307
173.54       84.5618     0      2    589792.8467    1.1274    115.341    0    14.8408    0       2149.4226      37.18    0.9302
174.4       85.0294     0      2    588532.8369    1.1298    115.3683    0    14.6893    0       2156.6896      37.1923    0.9296
175.26       85.4939     0      2    587271.1182    1.1322    115.3957    0    14.5389    0       2163.9977      37.2045    0.929
176.12       85.9553     0      2    586009.7046    1.1347    115.4229    0    14.3895    0       2171.331      37.2167    0.9284
176.98       86.4135     0      2    584749.2065    1.1371    115.4501    0    14.2411    0       2178.7161      37.2288    0.9278
177.84       86.8687     0      2    583487.5488    1.1396    115.4772    0    14.0937    0       2186.1735      37.241    0.9272
178.7       87.3207     0      2    582221.3135    1.1421    115.5043    0    13.9475    0       2193.6345      37.253    0.9267
179.56       87.7696     0      2    580959.5947    1.1445    115.5313    0    13.8022    0       2201.1255      37.265    0.9261
180.42       88.2155     0      2    579699.646    1.147    115.5582    0    13.6578    0       2208.6664      37.2769    0.9254
181.28       88.6583     0      2    578436.8286    1.1495    115.5851    0    13.5145    0       2216.2505      37.2889    0.9248
182.14       89.0979     0      2    577175.4761    1.1521    115.6119    0    13.3722    0       2223.841      37.3007    0.9242
183       89.5346     0      2    575915.7715    1.1546    115.6387    0    13.2307    0       2231.5107      37.3125    0.9236
183.86       89.9681     0      2    574652.2217    1.1571    115.6654    0    13.0904    0       2239.2196      37.3243    0.923
184.72       90.3986     0      2    573388.0615    1.1597    115.6921    0    12.9511    0       2246.9207      37.336    0.9224
185.58       90.826     0      2    572130.5542    1.1622    115.7186    0    12.8126    0       2254.6901      37.3477    0.9217
186.44       91.2503     0      2    570868.4082    1.1648    115.7451    0    12.6752    0       2262.4971      37.3593    0.9211
187.3       91.6717     0      2    569606.2012    1.1674    115.7716    0    12.5387    0       2270.3436      37.3709    0.9205
188.16       92.0899     0      2    568343.1396    1.17    115.798    0    12.4033    0       2278.2503      37.3825    0.9198
189.02       92.5052     0      2    567079.4678    1.1726    115.8244    0    12.2689    0       2286.1384      37.394    0.9192
189.88       92.9174     0      2    565820.9839    1.1752    115.8506    0    12.1352    0       2294.1306      37.4055    0.9185
190.74       93.3266     0      2    564554.8096    1.1778    115.8769    0    12.0028    0       2302.1099      37.4169    0.9179
191.6       93.7327     0      2    563295.166    1.1804    115.9031    0    11.8711    0       2310.143      37.4282    0.9172
192.46       94.1359     0      2    562033.3252    1.1831    115.9293    0    11.7404    0       2318.2199      37.4396    0.9165
193.32       94.536     0      2    560770.2026    1.1858    115.9554    0    11.6106    0       2326.3341      37.4509    0.9159
194.18       94.9332     0      2    559508.667    1.1884    115.9814    0    11.4818    0       2334.4705      37.4621    0.9152
195.04       95.3273     0      2    558247.4365    1.1911    116.0074    0    11.3539    0       2342.6718      37.4734    0.9145
195.9       95.7185     0      2    556983.7646    1.1938    116.0333    0    11.2271    0       2350.8765      37.4845    0.9138
196.76       96.1067     0      2    555723.877    1.1965    116.0592    0    11.101    0       2359.1362      37.4956    0.9131
197.62       96.4919     0      2    554461.9751    1.1992    116.0851    0    10.9759    0       2367.4225      37.5067    0.9124
198.48       96.8741     0      2    553201.9043    1.202    116.1108    0    10.8516    0       2375.7564      37.5178    0.9117
199.34       97.2533     0      2    551939.8193    1.2047    116.1366    0    10.7283    0       2384.1278      37.5288    0.911
200.2       97.6296     0      2    550677.7954    1.2075    116.1623    0    10.606    0       2392.5354      37.5398    0.9103
201.06       98.003     0      2    549416.0767    1.2103    116.1879    0    10.4845    0       2400.9807      37.5507    0.9096
201.92       98.3734     0      2    548154.4189    1.213    116.2136    0    10.364    0       2409.4831      37.5616    0.9089
202.78       98.7408     0      2    546890.625    1.2158    116.2392    0    10.2444    0       2417.9899      37.5725    0.9082
203.64       99.1053     0      2    545630.9204    1.2187    116.2647    0    10.1256    0       2426.564      37.5833    0.9075
204.5       99.4669     0      2    544366.8823    1.2215    116.2902    0    10.0078    0       2435.1563      37.5941    0.9067
205.36       99.8256     0      2    543106.3232    1.2243    116.3156    0    9.8908    0       2443.7887      37.6048    0.906
206.22       100.1813     0      2    541843.75    1.2272    116.341    0    9.7747    0       2452.4718      37.6155    0.9053
207.08       100.5341     0      2    540580.8105    1.23    116.3664    0    9.6595    0       2461.1986      37.6262    0.9045
207.94       100.884     0      2    539317.3218    1.2329    116.3917    0    9.5452    0       2469.9469      37.6369    0.9038
208.8       101.2311     0      2    538055.1758    1.2358    116.417    0    9.4318    0       2478.7142      37.6474    0.903
209.66       101.5752     0      2    536795.4712    1.2387    116.4422    0    9.319    0       2487.5368      37.658    0.9022
210.52       101.9164     0      2    535533.5693    1.2416    116.4674    0    9.2073    0       2496.3971      37.6685    0.9015
211.38       102.2548     0      2    534271.7285    1.2446    116.4926    0    9.0964    0       2505.2913      37.679    0.9007
212.24       102.5903     0      2    533010.6812    1.2475    116.5177    0    8.9863    0       2514.2172      37.6895    0.8999
213.1       102.9229     0      2    531748.7793    1.2505    116.5427    0    8.877    0       2523.2202      37.6999    0.8991
213.96       103.2526     0      2    530484.314    1.2535    116.5678    0    8.7688    0       2532.195      37.7103    0.8984
214.82       103.5795     0      2    529226.3184    1.2564    116.5928    0    8.6611    0       2541.2784      37.7207    0.8976
215.68       103.9035     0      2    527959.9609    1.2594    116.6178    0    8.5546    0       2550.3617      37.731    0.8968
216.54       104.2247     0      2    526698.3032    1.2625    116.6428    0    8.4487    0       2559.4745      37.7413    0.896
217.4       104.5431     0      2    525438.2935    1.2655    116.6676    0    8.3436    0       2568.6313      37.7515    0.8951
218.26       104.8586     0      2    524176.5747    1.2685    116.6925    0    8.2393    0       2577.8287      37.7617    0.8943
219.12       105.1713     0      2    522915.1001    1.2716    116.7173    0    8.1359    0       2587.0489      37.7719    0.8935
219.98       105.4812     0      2    521654.6021    1.2747    116.7421    0    8.0332    0       2596.3215      37.782    0.8927
220.84       105.7882     0      2    520393.0054    1.2778    116.7669    0    7.9314    0       2605.6694      37.7922    0.8919
221.7       106.0925     0      2    519126.77    1.2809    116.7917    0    7.8306    0       2614.9879      37.8022    0.891
222.56       106.394     0      2    517869.2017    1.284    116.8164    0    7.7303    0       2624.3755      37.8123    0.8902
223.42       106.6926     0      2    516606.9946    1.2871    116.841    0    7.6309    0       2633.8104      37.8223    0.8893
224.28       106.9885     0      2    515342.7734    1.2903    116.8657    0    7.5323    0       2643.2912      37.8323    0.8885
225.14       107.2816     0      2    514079.895    1.2934    116.8903    0    7.4346    0       2652.7948      37.8423    0.8876
226       107.572     0      2    512817.749    1.2966    116.9149    0    7.3376    0       2662.3353      37.8522    0.8867
226.86       107.8596     0      2    511555.542    1.2998    116.9395    0    7.2413    0       2671.9115      37.8621    0.8859
227.72       108.1444     0      2    510293.4875    1.303    116.964    0    7.1459    0       2681.5239      37.872    0.885
228.58       108.4264     0      2    509031.7078    1.3063    116.9885    0    7.0511    0       2691.1745      37.8818    0.8841
229.44       108.7057     0      2    507770.1416    1.3095    117.013    0    6.9572    0       2700.8595      37.8916    0.8832
230.3       108.9823     0      2    506509.6436    1.3128    117.0374    0    6.864    0       2710.5793      37.9014    0.8823
231.16       109.2562     0      2    505248.7488    1.3161    117.0618    0    6.7715    0       2720.332      37.9111    0.8814
232.02       109.5273     0      2    503987.6709    1.3194    117.0862    0    6.6797    0       2730.1733      37.9209    0.8805
232.88       109.7957     0      2    502722.3511    1.3227    117.1106    0    6.589    0       2739.9981      37.9305    0.8796
233.74       110.0614     0      2    501462.4939    1.326    117.1349    0    6.4988    0       2749.8963      37.9402    0.8787
234.6       110.3243     0      2    500198.4558    1.3293    117.1593    0    6.4094    0       2759.7926      37.9498    0.8778
235.46       110.5846     0      2    498940.4297    1.3327    117.1835    0    6.3206    0       2769.7472      37.9594    0.8768
236.32       110.8422     0      2    497678.4363    1.3361    117.2078    0    6.2326    0       2779.7436      37.969    0.8759
237.18       111.0971     0      2    496416.4734    1.3395    117.232    0    6.1454    0       2789.7776      37.9785    0.8749
238.04       111.3494     0      2    495154.5105    1.3429    117.2563    0    6.0589    0       2799.8691      37.988    0.874
238.9       111.5989     0      2    493891.1743    1.3463    117.2805    0    5.9732    0       2809.9634      37.9975    0.873
239.76       111.8458     0      2    492631.5002    1.3498    117.3046    0    5.888    0       2820.1348      38.007    0.8721
240.62       112.0901     0      2    491367.3706    1.3532    117.3288    0    5.8038    0       2830.3142      38.0164    0.8711
241.48       112.3317     0      2    490107.3303    1.3567    117.3529    0    5.7201    0       2840.5434      38.0258    0.8701
242.34       112.5707     0      2    488845.2148    1.3602    117.377    0    5.6372    0       2850.8144      38.0351    0.8691
243.2       112.807     0      2    487582.489    1.3637    117.4011    0    5.555    0       2861.1341      38.0445    0.8681
244.06       113.0407     0      2    486319.7937    1.3673    117.4252    0    5.4735    0       2871.4815      38.0538    0.8671
244.92       113.2718     0      2    485057.9224    1.3708    117.4493    0    5.3927    0       2881.8681      38.0631    0.8661
245.78       113.5003     0      2    483796.0205    1.3744    117.4733    0    5.3125    0       2892.2765      38.0724    0.8651
246.64       113.7262     0      2    482536.3464    1.378    117.4973    0    5.233    0       2902.7443      38.0816    0.8641
247.5       113.9495     0      2    481274.2004    1.3816    117.5213    0    5.1543    0       2913.2663      38.0908    0.8631
248.36       114.1702     0      2    480009.2163    1.3853    117.5453    0    5.0763    0       2923.8193      38.1    0.8621
249.22       114.3883     0      2    478747.7417    1.3889    117.5693    0    4.9989    0       2934.3931      38.1092    0.861
250.08       114.6039     0      2    477486.2366    1.3926    117.5932    0    4.9222    0       2945.0355      38.1183    0.86
250.94       114.8169     0      2    476222.8088    1.3963    117.6171    0    4.8462    0       2955.6795      38.1274    0.8589
251.8       115.0273     0      2    474962.7686    1.4    117.641    0    4.7707    0       2966.383      38.1365    0.8579
252.66       115.2352     0      2    473700.8972    1.4037    117.6649    0    4.696    0       2977.1123      38.1456    0.8568
253.52       115.4406     0      2    472440.979    1.4074    117.6888    0    4.6218    0       2987.9135      38.1546    0.8557
254.38       115.6434     0      2    471175.8423    1.4112    117.7127    0    4.5485    0       2998.7439      38.1636    0.8546
255.24       115.8437     0      2    469914.5508    1.415    117.7365    0    4.4758    0       3009.5975      38.1726    0.8535
256.1       116.0414     0      2    468653.3203    1.4188    117.7603    0    4.4036    0       3020.502      38.1816    0.8524
256.96       116.2367     0      2    467391.4185    1.4227    117.7841    0    4.3322    0       3031.4469      38.1905    0.8513
257.82       116.4295     0      2    466129.5166    1.4265    117.808    0    4.2613    0       3042.4515      38.1994    0.8502
258.68       116.6198     0      2    464865.387    1.4304    117.8318    0    4.1913    0       3053.4599      38.2083    0.8491
259.54       116.8076     0      2    463605.7129    1.4343    117.8555    0    4.1216    0       3064.5256      38.2172    0.848
260.4       116.9929     0      2    462343.8416    1.4382    117.8793    0    4.0527    0       3075.6337      38.226    0.8468
261.26       117.1757     0      2    461081.9702    1.4421    117.903    0    3.9844    0       3086.7813      38.2348    0.8457
262.12       117.3561     0      2    459820.4956    1.4461    117.9268    0    3.9167    0       3097.9534      38.2436    0.8445
262.98       117.5341     0      2    458559.906    1.4501    117.9505    0    3.8496    0       3109.2044      38.2524    0.8434
263.84       117.7095     0      2    457296.2952    1.4541    117.9742    0    3.7833    0       3120.4572      38.2611    0.8422
264.7       117.8826     0      2    456036.6516    1.4581    117.9979    0    3.7173    0       3131.7744      38.2698    0.841
265.56       118.0532     0      2    454774.5972    1.4621    118.0216    0    3.6522    0       3143.1436      38.2786    0.8399
266.42       118.2215     0      2    453510.7727    1.4662    118.0453    0    3.5876    0       3154.5509      38.2872    0.8387
267.28       118.3873     0      2    452247.6807    1.4703    118.069    0    3.5237    0       3165.9982      38.2959    0.8375
268.14       118.5507     0      2    450986.2671    1.4744    118.0927    0    3.4603    0       3177.4477      38.3045    0.8363
269       118.7117     0      2    449726.5625    1.4785    118.1163    0    3.3974    0       3188.9911      38.3132    0.835
269.86       118.8704     0      2    448463.0432    1.4827    118.14    0    3.3353    0       3200.5573      38.3217    0.8338
270.72       119.0267     0      2    447201.1414    1.4869    118.1636    0    3.2737    0       3212.1832      38.3303    0.8326
271.58       119.1806     0      2    445937.1338    1.4911    118.1873    0    3.2128    0       3223.8327      38.3389    0.8313
272.44       119.3321     0      2    444675.5371    1.4953    118.2109    0    3.1524    0       3235.5199      38.3474    0.8301
273.3       119.4813     0      2    443415.0391    1.4996    118.2345    0    3.0925    0       3247.2506      38.3559    0.8288
274.16       119.6282     0      2    442153.0151    1.5039    118.2581    0    3.0332    0       3259.0476      38.3644    0.8276
275.02       119.7728     0      2    440890.1367    1.5082    118.2817    0    2.9746    0       3270.8515      38.3729    0.8263
275.88       119.915     0      2    439629.8218    1.5125    118.3053    0    2.9164    0       3282.6965      38.3813    0.825
276.74       120.0549     0      2    438370.1477    1.5168    118.3288    0    2.8588    0       3294.6273      38.3897    0.8237
277.6       120.1925     0      2    437106.0181    1.5212    118.3524    0    2.8019    0       3306.5813      38.3981    0.8224
278.46       120.3279     0      2    435844.1162    1.5256    118.376    0    2.7455    0       3318.5786      38.4065    0.8211
279.32       120.4609     0      2    434582.2144    1.5301    118.3996    0    2.6897    0       3330.6225      38.4149    0.8198
280.18       120.5917     0      2    433319.7021    1.5345    118.4232    0    2.6344    0       3342.7237      38.4232    0.8184
281.04       120.7202     0      2    432057.1899    1.539    118.4467    0    2.5798    0       3354.8127      38.4315    0.8171
281.9       120.8464     0      2    430798.5535    1.5435    118.4703    0    2.5254    0       3366.9868      38.4398    0.8157
282.76       120.9705     0      2    429536.8958    1.548    118.4938    0    2.4718    0       3379.2462      38.4482    0.8144
283.62       121.0923     0      2    428270.5688    1.5526    118.5174    0    2.4189    0       3391.5074      38.4564    0.813
284.48       121.2118     0      2    427008.9417    1.5572    118.541    0    2.3664    0       3403.8064      38.4647    0.8116
285.34       121.3292     0      2    425748.6572    1.5618    118.5645    0    2.3143    0       3416.1494      38.4729    0.8103
286.2       121.4443     0      2    424487.793    1.5664    118.588    0    2.2628    0       3428.5334      38.4811    0.8089
287.06       121.5573     0      2    423226.3184    1.5711    118.6115    0    2.2119    0       3441.018      38.4893    0.8074
287.92       121.668     0      2    421961.4258    1.5758    118.6351    0    2.1617    0       3453.4628      38.4974    0.806
288.78       121.7766     0      2    420703.6438    1.5805    118.6586    0    2.1117    0       3466.0413      38.5056    0.8046
289.64       121.8831     0      2    419437.2864    1.5853    118.6822    0    2.0625    0       3478.6055      38.5137    0.8032
290.5       121.9874     0      2    418177.5818    1.5901    118.7057    0    2.0137    0       3491.2404      38.5219    0.8017
291.36       122.0895     0      2    416914.3372    1.5949    118.7292    0    1.9655    0       3503.9145      38.53    0.8003
292.22       122.1895     0      2    415653.9307    1.5997    118.7528    0    1.9177    0       3516.6085      38.538    0.7988
293.08       122.2874     0      2    414393.2495    1.6046    118.7763    0    1.8704    0       3529.3949      38.5461    0.7973
293.94       122.3832     0      2    413130.0659    1.6095    118.7998    0    1.8237    0       3542.2099      38.5541    0.7958
294.8       122.4768     0      2    411868.1641    1.6144    118.8234    0    1.7776    0       3555.072      38.5622    0.7943
295.66       122.5684     0      2    410606.2622    1.6194    118.8469    0    1.7319    0       3567.9653      38.5702    0.7928
296.52       122.6579     0      2    409346.344    1.6244    118.8704    0    1.6866    0       3580.9228      38.5782    0.7913
297.38       122.7453     0      2    408084.198    1.6294    118.8939    0    1.642    0       3593.9366      38.5861    0.7898
298.24       122.8307     0      2    406820.343    1.6345    118.9175    0    1.5979    0       3607.014      38.5941    0.7882
299.1       122.9141     0      2    405557.8613    1.6396    118.941    0    1.5543    0       3620.0761      38.602    0.7867
299.96       122.9954     0      2    404298.4924    1.6447    118.9645    0    1.511    0       3633.2726      38.61    0.7851
300.82       123.0746     0      2    403032.7454    1.6498    118.9881    0    1.4685    0       3646.4474      38.6179    0.7835
301.68       123.1519     0      2    401773.0103    1.655    119.0116    0    1.4263    0       3659.6949      38.6258    0.7819
302.54       123.2272     0      2    400511.1389    1.6602    119.0352    0    1.3846    0       3672.9806      38.6336    0.7803
303.4       123.3004     0      2    399250.7935    1.6655    119.0587    0    1.3433    0       3686.3269      38.6415    0.7787
304.26       123.3717     0      2    397987.915    1.6707    119.0823    0    1.3027    0       3699.7357      38.6494    0.7771
305.12       123.4411     0      2    396725.0061    1.6761    119.1058    0    1.2625    0       3713.2025      38.6572    0.7755
305.98       123.5084     0      2    395461.853    1.6814    119.1294    0    1.2228    0       3726.6759      38.665    0.7738
306.84       123.5739     0      2    394201.6602    1.6868    119.153    0    1.1835    0       3740.2455      38.6728    0.7722
307.7       123.6374     0      2    392937.5    1.6922    119.1765    0    1.1448    0       3753.8393      38.6806    0.7705
308.56       123.699     0      2    391675.7812    1.6977    119.2001    0    1.1065    0       3767.4845      38.6883    0.7688
309.42       123.7586     0      2    390414.1846    1.7032    119.2237    0    1.0687    0       3781.177      38.6961    0.7671
310.28       123.8164     0      2    389153.595    1.7087    119.2473    0    1.0313    0       3794.9168      38.7038    0.7654
311.14       123.8723     0      2    387892.2119    1.7142    119.2708    0    0.9944    0       3808.7187      38.7115    0.7637
312       123.9263     0      2    386630.4626    1.7198    119.2944    0    0.958    0       3822.5479      38.7192    0.762
312.86       123.9785     0      2    385370.5139    1.7254    119.318    0    0.9219    0       3836.4549      38.7269    0.7602
313.72       124.0288     0      2    384108.7952    1.7311    119.3416    0    0.8864    0       3850.092      38.7344    0.7585
314.56       124.0762     0      2    382876.0681    1.7367    119.3647    0    0.8522    0       3863.7906      38.7419    0.7568
315.4       124.1218     0      2    381641.6016    1.7423    119.3878    0    0.8185    0       3877.5302      38.7494    0.7551
316.24       124.1657     0      2    380408.8745    1.748    119.4108    0    0.7852    0       3891.3159      38.7568    0.7533
317.08       124.2079     0      2    379175.9949    1.7536    119.4339    0    0.7524    0       3905.1755      38.7643    0.7515
317.92       124.2484     0      2    377941.803    1.7594    119.4571    0    0.72    0       3919.0629      38.7717    0.7498
318.76       124.2872     0      2    376708.9844    1.7651    119.4802    0    0.688    0       3932.9771      38.7791    0.748
319.6       124.3244     0      2    375478.6987    1.7709    119.5033    0    0.6563    0       3946.967      38.7865    0.7462
320.44       124.3598     0      2    374246.1548    1.7767    119.5264    0    0.6251    0       3961.0032      38.7939    0.7444
321.28       124.3937     0      2    373014.6484    1.7826    119.5495    0    0.5944    0       3975.086      38.8013    0.7425
322.12       124.4258     0      2    371782.196    1.7885    119.5726    0    0.564    0       3989.2528      38.8087    0.7407
322.96       124.4564     0      2    370548.584    1.7945    119.5958    0    0.5342    0       4003.4276      38.816    0.7388
323.8       124.4853     0      2    369318.1458    1.8004    119.6189    0    0.5046    0       4017.6846      38.8234    0.737
324.64       124.5127     0      2    368085.6323    1.8065    119.6421    0    0.4756    0       4031.9964      38.8307    0.7351
325.48       124.5384     0      2    366852.7832    1.8125    119.6653    0    0.4469    0       4046.3766      38.838    0.7332
326.32       124.5626     0      2    365617.4927    1.8187    119.6885    0    0.4188    0       4060.8136      38.8453    0.7313
327.16       124.5852     0      2    364384.2468    1.8248    119.7117    0    0.3911    0       4075.288      38.8526    0.7294
328       124.6063     0      2    363151.5808    1.831    119.7349    0    0.3637    0       4089.7893      38.8599    0.7274
328.84       124.6258     0      2    361920.6848    1.8372    119.7581    0    0.3366    0       4104.3945      38.8672    0.7255
329.68       124.6438     0      2    360685.8826    1.8435    119.7813    0    0.3101    0       4119.0078      38.8744    0.7235
330.52       124.6603     0      2    359455.5664    1.8498    119.8045    0    0.2839    0       4133.6867      38.8817    0.7215
331.36       124.6753     0      2    358224.4263    1.8562    119.8278    0    0.258    0       4148.4331      38.8889    0.7196
332.2       124.6888     0      2    356990.5701    1.8626    119.851    0    0.2327    0       4163.2723      38.8961    0.7175
333.04       124.7009     0      2    355756.4697    1.8691    119.8743    0    0.2079    0       4178.1099      38.9033    0.7155
333.88       124.7115     0      2    354525.4211    1.8756    119.8976    0    0.1832    0       4193.0016      38.9105    0.7135
334.72       124.7207     0      2    353295.105    1.8821    119.9208    0    0.159    0       4207.981      38.9177    0.7114
335.56       124.7284     0      2    352062.4084    1.8887    119.9441    0    0.1352    0       4223.0174      38.9248    0.7094
336.4       124.7347     0      2    350829.4983    1.8953    119.9675    0    0.1119    0       4238.1189      38.932    0.7073
337.24       124.7396     0      2    349594.9707    1.902    119.9908    0    0.089    0       4253.2982      38.9392    0.7052
338.08       124.7432     0      2    348361.6943    1.9088    120.0142    0    0.0664    0       4268.4584      38.9463    0.7031
338.92       124.7454     0      2    347132.0801    1.9155    120.0375    0    0.0441    0       4283.7258      38.9534    0.701
339.76       124.7462     0      2    345899.8108    1.9223    120.0608    0    0.0223    0       4299.1029      38.9605    0.6988
340.6       124.7457     0      2    344662.8723    1.9292    120.0842    0    0.0011    0       4314.4724      38.9676    0.6966
341.44       124.7438     0      2    343432.373    1.9361    120.1076    0    -0.02    0       4329.9222      38.9747    0.6945
342.28       124.7407     0      2    342198.8831    1.9431    120.131    0    -0.0406    0       4345.4457      38.9818    0.6923
343.12       124.7363     0      2    340965.8203    1.9502    120.1544    0    -0.0608    0       4361.0192      38.9889    0.6901
343.96       124.7305     0      2    339733.0627    1.9572    120.1779    0    -0.0806    0       4376.6228      38.996    0.6878
344.8       124.7236     0      2    338502.2888    1.9643    120.2013    0    -0.1002    0       4392.3152      39.003    0.6856
345.64       124.7153     0      2    337269.7449    1.9715    120.2248    0    -0.1193    0       4408.052      39.01    0.6833
346.48       124.7059     0      2    336039.0625    1.9787    120.2482    0    -0.1381    0       4423.886      39.0171    0.6811
347.32       124.6952     0      2    334803.8025    1.986    120.2717    0    -0.1563    0       4439.7864      39.0241    0.6788
348.16       124.6833     0      2    333571.1365    1.9934    120.2952    0    -0.1743    0       4455.7112      39.0311    0.6765
349       124.6703     0      2    332339.4165    2.0008    120.3188    0    -0.1919    0       4471.7479      39.0381    0.6741
349.84       124.6561     0      2    331104.8889    2.0082    120.3423    0    -0.209    0       4487.7633      39.0451    0.6718
350.68       124.6407     0      2    329876.709    2.0157    120.3658    0    -0.226    0       4503.904      39.0521    0.6694
351.52       124.6242     0      2    328643.9209    2.0233    120.3894    0    -0.2425    0       4520.1084      39.059    0.6671
352.36       124.6066     0      2    327411.0413    2.0309    120.413    0    -0.2585    0       4536.3783      39.066    0.6647
353.2       124.5878     0      2    326177.6123    2.0386    120.4366    0    -0.2742    0       4552.7288      39.073    0.6622
354.04       124.568     0      2    324944.2749    2.0463    120.4602    0    -0.2895    0       4569.1284      39.0799    0.6598
354.88       124.5472     0      2    323711.7004    2.0541    120.4838    0    -0.3045    0       4585.6239      39.0869    0.6573
355.72       124.5253     0      2    322476.8982    2.062    120.5075    0    -0.319    0       4602.1535      39.0938    0.6549
356.56       124.5023     0      2    321244.5374    2.0699    120.5312    0    -0.3333    0       4618.7234      39.1007    0.6524
357.4       124.4783     0      2    320015.4419    2.0778    120.5548    0    -0.3473    0       4635.3855      39.1076    0.6499
358.24       124.4534     0      2    318782.1655    2.0859    120.5785    0    -0.3608    0       4652.1386      39.1145    0.6473
359.08       124.4274     0      2    317549.3164    2.094    120.6023    0    -0.3739    0       4668.918      39.1214    0.6448
359.92       124.4005     0      2    316318.3594    2.1021    120.626    0    -0.3868    0       4685.8259      39.1283    0.6422
360.76       124.3727     0      2    315083.8928    2.1103    120.6498    0    -0.3991    0       4702.7373      39.1346    0.6396
361.62       124.3432     0      2    313821.991    2.1188    120.6735    0    -0.4115    0       4720.1337      39.1432    0.637
362.48       124.3129     0      2    312558.2581    2.1274    120.6997    0    -0.4235    0       4737.625      39.1457    0.6343
363.34       124.2815     0      2    311299.1943    2.136    120.7172    0    -0.4356    0       4755.2126      39.1473    0.6316
364.2       124.2493     0      2    310036.4075    2.1447    120.7344    0    -0.4475    0       4772.9363      39.1504    0.6288
365.06       124.2162     0      2    308773.2849    2.1535    120.7537    0    -0.4592    0       4790.6464      39.1537    0.6261
365.9       124.1829     0      2    307543.8232    2.1621    120.7726    0    -0.4709    0       4808.1456      39.1571    0.6233
366.74       124.1487     0      2    306307.0679    2.1708    120.7918    0    -0.4824    0       4825.6302      39.1609    0.6206
