Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
0.88        0.4021        0        1        2890897.9492    1.1902       100    184.0416    173.473    82.5245    6.988       407.942      28.6447    0.9973
1.38        0.4038        0        1        2883128.6621    1.1917       100    10.5326    1.635    71.9549    16.895       407.8091      28.6447    0.9973
1.88        0.4057        0        1        2876382.0801    1.1952       100    2.6462    1.881    72.3774    16.335       408.2164      28.6446    0.9973
2.38        0.4081        0        1        2869895.5078    1.1973       100    25.7096    20.253    76.892    11.304       408.2909      28.645    0.9973
2.88        0.4109        0        1        2863406.25    1.2008       100    19.8175    13.616    74.2315    14.129       408.4199      28.6456    0.9973
3.38        0.4143        0        1        2856904.0527    1.2047       100    17.4774    15.587    71.7426    17.485       408.5285      28.6463    0.9973
3.88        0.4181        0.01        1        2850416.0156    1.207       100    16.0439    -193.595    70.523    19.039       408.522      28.6462    0.9973
4.38        0.4224        0.01        1        2843928.7109    1.2103       100    15.8965    -181.04    73.2759    15.509       408.4431      28.6456    0.9973
4.88        0.4272        0.01        1        2837441.1621    1.2125       100    16.4431    -179.037    77.4963    11.02       408.3707      28.6452    0.9973
5.76        0.437        0.01        1        2827061.2793    1.2172       100    17.5241    -176.296    82.3437    6.458       408.252      28.6447    0.9973
6.34        0.4443        0.01        1        2819548.3398    1.2196       100    17.9242    -171.867    85.057    4.294       408.2764      28.6447    0.9973
6.92        0.4523        0.01        1        2812027.5879    1.2234       100    19.1978    -164.622    85.9076    3.772       408.3663      28.6447    0.9973
7.5        0.4611        0.01        1        2804502.9297    1.2264       100    20.329    -166.472    85.9355    3.821       408.4395      28.6447    0.9973
8.08        0.4706        0.01        1        2796967.2852    1.2312       100    20.822    -173.241    86.128    3.618       408.4774      28.6447    0.9973
8.64        0.4806        0.01        1        2789414.3066    1.2359       100    20.7604    -176.599    86.589    3.172       408.5052      28.6447    0.9973
9.2        0.4912        0.01        1        2782162.5977    1.238       100    20.481    -177.657    87.0395    2.767       408.545      28.6447    0.9973
9.76        0.5026        0.01        1        2774902.3438    1.242       100    20.3328    -178.147    87.3848    2.471       408.6001      28.6447    0.9973
10.32        0.5147        0.01        1        2767624.0234    1.245       100    20.3041    -179.567    87.6373    2.253       408.6639      28.6446    0.9973
10.88        0.5276        0.01        1        2760353.5156    1.2478       100    20.2871    -182.278    87.8409    2.07       408.7303      28.6446    0.9973
11.44        0.5413        0.01        1        2753104.0039    1.2518       100    20.1351    -184.764    88.0196    1.904       408.8013      28.6446    0.9973
12        0.5557        0.01        1        2745838.623    1.2554       100    19.8639    -186.712    88.1853    1.749       408.8786      28.6446    0.9973
12.56        0.5709        0.01        1        2738572.7539    1.2581       100    19.6198    -189.265    88.3361    1.609       408.9621      28.6446    0.9973
13.12        0.5869        0.01        1        2731311.7676    1.2617       100    19.3269    -191.572    88.4698    1.485       409.0517      28.6446    0.9973
13.68        0.6037        0.02        1        2724060.791    1.2656       100    19.0119    -194.797    88.5866    1.376       409.1508      28.6446    0.9973
14.24        0.6213        0.02        1        2716770.0195    1.271       100    18.7049    -198.368    88.6926    1.277       409.2574      28.6446    0.9973
14.8        0.6398        0.02        1        2709490.2344    1.2745       100    18.3266    -201.357    88.7872    1.186       409.3683      28.6446    0.9973
15.36        0.6591        0.02        1        2702241.4551    1.2785       100    17.93    -204.394    88.8723    1.103       409.4873      28.6446    0.9973
15.92        0.6792        0.02        1        2694977.0508    1.2825       100    17.5043    -206.9    88.9512    1.026       409.6143      28.6446    0.9973
16.48        0.7003        0.02        1        2687711.1816    1.2846       100    17.0386    -211.24    89.0236    0.956       409.7496      28.6446    0.9973
17.04        0.7222        0.02        1        2680445.3125    1.2888       100    16.5891    -218.03    89.0898    0.892       409.8929      28.6446    0.9973
17.6        0.745        0.02        1        2673179.1992    1.2934       100    16.0754    -226.158    89.1498    0.834       410.0448      28.6446    0.9973
18.16        0.7687        0.02        1        2665906.9824    1.2981       100    15.523    -232.319    89.2049    0.779       410.206      28.6446    0.9973
18.72        0.7933        0.02        1        2658627.6855    1.3022       100    14.8165    -231.954    89.2552    0.73       410.3733      28.6446    0.9973
19.28        0.8189        0.02        1        2651378.1738    1.3055       100    14.0884    -225.899    89.3006    0.685       410.5506      28.6446    0.9973
19.84        0.8454        0.02        1        2644115.4785    1.3096       100    13.4017    -224.885    89.3457    0.641       410.738      28.6446    0.9973
20.4        0.8728        0.02        1        2636849.6094    1.313       100    12.6675    -231.459    89.3885    0.6       410.9355      28.6446    0.9973
20.96        0.9012        0.02        1        2629583.7402    1.3173       100    11.905    -238.908    89.4275    0.562       411.1427      28.6446    0.9973
21.52        0.9306        0.02        1        2622317.8711    1.3223       100    11.0136    -238.479    89.4631    0.526       411.36      28.6446    0.9973
22.08        0.961        0.02        1        2615055.6641    1.326       100    10.0273    -230.516    89.4956    0.494       411.5856      28.6446    0.9973
22.64        0.9924        0.02        1        2607805.9082    1.3301       100    8.9996    -229.976    89.5277    0.462       411.8257      28.6446    0.9973
23.2        1.0248        0.02        1        2600525.6348    1.3354       100    7.9306    -239.439    89.5591    0.432       412.0776      28.6446    0.9973
23.76        1.0583        0.02        1        2593254.1504    1.3398       100    6.7543    -250.4    89.5875    0.404       412.3386      28.6446    0.9973
