Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
0.8        0.1512        0        1        2894849.6094    1.1836       100    135.4688    -140.629    73.2228    16.717       407.4115      28.7511    0.9973
1.26        0.152        0        1        2887845.459    1.1852       100    133.1537    -123.277    84.7071    5.167       407.3654      28.7511    0.9973
1.74        0.1532        0        1        2881872.0703    1.1889       100    158.2737    -78.402    86.8835    2.947       407.3615      28.7511    0.9973
2.22        0.1549        0        1        2875614.9902    1.1926       100    74.7622    -127.431    89.2597    0.141       407.3662      28.7511    0.9973
2.7        0.1569        0        1        2869387.9395    1.1939       100    28.4979    -169.627    89.0274    -0.067       407.3303      28.7511    0.9973
3.18        0.1595        0        1        2863189.209    1.1958       100    186.7686    -11.073    88.4475    0.321       407.2728      28.7512    0.9973
3.66        0.1624        0        1        2856964.5996    1.1979       100    193.4559    -4.329    86.3827    2.372       407.2213      28.7512    0.9974
4.14        0.1658        0        1        2850734.6191    1.1991       100    195.9037    -1.355    85.3511    3.439       407.1882      28.7512    0.9974
4.96        0.1727        0        1        2840861.8164    1.2085       100    196.6191    -0.088    84.6365    4.837       407.0165      28.7516    0.9974
5.52        0.1782        0        1        2833572.2656    1.2122       100    197.8953    173.201    81.9103    7.497       407.0454      28.7515    0.9974
6.1        0.1845        0        1        2826052.9785    1.2151       100    198.9778    175.298    83.4087    5.418       407.2203      28.7513    0.9974
6.68        0.1916        0        1        2818523.1934    1.217       100    197.0442    175.652    85.8266    2.938       407.3702      28.7512    0.9974
7.26        0.1996        0        1        2810999.5117    1.2193       100    193.4283    175.921    87.2736    1.545       407.4464      28.7512    0.9973
7.82        0.2078        0        1        2803475.5859    1.2221       100    193.1561    178.798    87.9973    0.96       407.5413      28.7511    0.9973
8.36        0.2161        0        1        2796465.332    1.2256       100    194.543    183.682    89.1005    0.352       407.6041      28.7511    0.9973
8.9        0.2252        0        1        2789463.8672    1.2289       100    215.9737    -119.493    89.7285    0.204       407.6209      28.7511    0.9973
9.44        0.235        0        1        2782451.416    1.232       100    213.9483    2.946    89.5256    0.304       407.6154      28.7511    0.9973
9.98        0.2455        0        1        2775451.416    1.2356       100    207.9889    -0.671    89.0839    0.806       407.6281      28.7511    0.9974
10.52        0.2567        0        1        2768438.4766    1.2386       100    207.3157    182.224    88.8328    1.133       407.6796      28.7511    0.9974
11.06        0.2685        0        1        2761447.5098    1.2415       100    208.2198    178.032    88.8705    1.011       407.762      28.7511    0.9974
11.6        0.281        0        1        2754445.5566    1.2446       100    209.1025    176.17    89.0355    0.858       407.8526      28.7511    0.9974
12.14        0.2942        0.01        1        2747451.416    1.2473       100    209.3419    174.855    89.1743    0.783       407.9341      28.7511    0.9974
12.68        0.3081        0.01        1        2740449.9512    1.2512       100    209.4278    -21.951    89.228    0.759       408.007      28.7511    0.9974
13.22        0.3227        0.01        1        2733412.1094    1.2569       100    210.026    -22.296    89.2201    0.748       408.0787      28.7511    0.9974
13.76        0.3381        0.01        1        2726404.541    1.2597       100    211.0496    -36.237    89.2021    0.776       408.1579      28.7511    0.9974
14.3        0.3542        0.01        1        2719413.0859    1.264       100    212.1433    -97.853    89.2036    0.788       408.2519      28.7511    0.9974
14.84        0.371        0.01        1        2712404.541    1.2675       100    212.8003    208.218    89.2257    0.762       408.3581      28.7511    0.9974
