Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
0.64        0.1497        0        1        2911112.793    1.175       100    194.0849    -107.111    43.9714    45.855       407.1651      28.7512    0.9974
1.1        0.1504        0        1        2904351.5625    1.1789       100    203.1537    -146.799    71.6732    18.077       407.1495      28.7511    0.9974
1.56        0.1514        0        1        2898117.9199    1.1812       100    212.1572    209.9    81.0646    8.797       407.2163      28.7511    0.9973
2.02        0.1528        0        1        2892155.2734    1.1836       100    263.4028    67.642    87.9173    1.648       407.2707      28.7511    0.9973
2.48        0.1546        0        1        2886200.6836    1.1857       100    307.0431    109.681    88.8723    0.196       407.2396      28.7511    0.9973
2.94        0.1567        0        1        2880226.8066    1.1878       100    213.3734    14.633    87.6779    1.162       407.1691      28.7511    0.9974
3.4        0.1593        0        1        2874262.6953    1.1899       100    206.2206    7.408    85.5797    3.214       407.107      28.7512    0.9974
3.86        0.1622        0        1        2868289.5508    1.1938       100    205.756    7.912    84.5628    4.24       407.0706      28.7512    0.9974
4.86        0.1696        0        2        2858207.2754    0.9587       100    204.398    14.075    84.0242    5.048       406.9818      28.7513    0.9974
5.58        0.1747        0        2        2850941.4062    0.9613       100    205.2812    21.211    82.7394    6.257       406.9991      28.7514    0.9974
6.3        0.1797        0        2        2843467.7734    0.9639       100    201.4077    18.893    81.6667    7.26       407.001      28.7515    0.9974
7.02        0.1844        0        2        2835787.5977    0.9663       100    198.3981    16.18    80.1472    8.743       406.9938      28.7516    0.9974
7.74        0.189        0.01        2        2828329.1016    0.9688       100    196.4137    14.35    78.4912    10.377       406.9856      28.7517    0.9974
8.44        0.1934        0.01        2        2821059.5703    0.9711       100    194.9622    13.125    76.8397    12.012       406.9782      28.7518    0.9974
9.14        0.1976        0.01        2        2813787.3535    0.9747       100    193.7498    12.141    75.1174    13.718       406.9724      28.752    0.9974
9.84        0.2016        0.01        2        2806499.7559    0.9774       100    192.7015    11.324    73.4008    15.419       406.967      28.7522    0.9974
10.5        0.2054        0.01        2        2799249.0234    0.9799       100    191.7945    10.693    71.5508    17.497       406.9641      28.7526    0.9974
11.18        0.2091        0.01        2        2792394.5312    0.9832       100    190.0187    10.859    67.8781    21.876       406.9546      28.7527    0.9974
11.84        0.2127        0.01        2        2785532.4707    0.9845       100    189.7917    172.778    66.4827    23.362       406.9628      28.7525    0.9974
12.5        0.2162        0.01        2        2778696.7773    0.9868       100    190.2348    167.816    67.4701    22.405       406.982      28.7524    0.9974
13.16        0.2197        0.02        2        2771638.6719    0.9895       100    190.0827    112.508    67.8558    22.122       406.9863      28.7524    0.9974
13.82        0.223        0.02        2        2764788.0859    0.9915       100    189.8246    50.229    67.2232    22.763       406.9787      28.7525    0.9974
14.48        0.2263        0.02        2        2757950.4395    0.9935       100    189.7839    155.711    66.414    23.552       406.9753      28.7525    0.9974
15.14        0.2296        0.02        2        2751090.332    0.9976       100    189.7697    158.591    66.0002    23.941       406.9794      28.7525    0.9974
15.8        0.2329        0.02        2        2744220.2148    1       100    189.6588    149.675    65.9393    24.005       406.9855      28.7525    0.9974
