Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
0.86        0.4016        0        1        2890904.2969    1.1899       100    41.1824    -48.49    69.8515    19.782       408.0093      28.6446    0.9973
1.36        0.4032        0        1        2883379.6387    1.1931       100    165.2758    35.365    71.5943    17.844       408.0114      28.6443    0.9973
1.86        0.405        0        1        2876634.0332    1.1952       100    160.8046    48.653    87.8945    1.314       408.0022      28.6445    0.9973
2.36        0.4072        0        1        2870142.334    1.1986       100    158.6849    111.906    79.6829    9.314       408.3399      28.6444    0.9973
2.86        0.4098        0        1        2863625    1.2028       100    124.9443    109.514    81.9    6.872       408.5955      28.6443    0.9973
3.36        0.4128        0        1        2857138.4277    1.2046       100    88.7917    -258.293    81.8771    7.081       408.5861      28.6444    0.9973
3.86        0.4163        0        1        2850649.4141    1.2083       100    55.121    -233.565    81.892    7.463       408.3778      28.6446    0.9973
4.36        0.4203        0        1        2844164.7949    1.2095       100    33.2737    -191.393    82.5293    6.471       408.1598      28.6445    0.9973
4.86        0.4248        0        1        2837691.4062    1.211       100    26.5185    -177.846    85.3454    3.308       408.043      28.6444    0.9973
5.74        0.434        0        1        2827302.002    1.2185       100    81.9906    -108.32    89.1987    -0.329       408.0031      28.6444    0.9973
6.32        0.441        0        1        2819768.5547    1.2217       100    167.7561    -14.757    87.7469    1.71       408.0882      28.6444    0.9973
6.88        0.4486        0        1        2812260.498    1.2245       100    164.7365    -13.771    87.4317    2.39       408.1946      28.6444    0.9973
7.48        0.457        0        1        2804737.793    1.2269       100    154.2568    -51.206    87.9982    1.891       408.2455      28.6444    0.9973
8.06        0.4662        0        1        2797229.7363    1.229       100    150.3815    -63.482    88.3784    1.469       408.2608      28.6444    0.9973
8.62        0.4757        0        1        2789685.5469    1.2346       100    156.0102    -52.816    88.504    1.338       408.2788      28.6444    0.9973
9.18        0.486        0        1        2782399.1699    1.2384       100    162.8789    -38.921    88.4932    1.386       408.3217      28.6444    0.9973
9.74        0.497        0        1        2775149.6582    1.2414       100    166.0082    -31.028    88.4783    1.443       408.3842      28.6444    0.9973
10.3        0.5088        0        1        2767887.207    1.2453       100    166.8326    -34.04    88.5077    1.441       408.4512      28.6444    0.9973
10.86        0.5213        0        1        2760636.2305    1.2463       100    167.466    -46.031    88.5584    1.402       408.5182      28.6444    0.9973
11.42        0.5345        0        1        2753371.0938    1.2504       100    168.5913    -53.836    88.6131    1.351       408.5871      28.6444    0.9973
11.98        0.5486        0        1        2746107.9102    1.2542       100    170.1118    -54.408    88.6609    1.307       408.6619      28.6444    0.9973
12.54        0.5634        0        1        2738837.4023    1.2582       100    171.5569    -53.197    88.7005    1.272       408.7443      28.6444    0.9973
13.1        0.579        0        1        2731577.3926    1.2625       100    172.7767    -53.153    88.7353    1.242       408.8351      28.6444    0.9973
13.66        0.5955        0        1        2724289.3066    1.2674       100    173.8259    -56.278    88.7702    1.21       408.9337      28.6444    0.9973
14.22        0.6127        0        1        2717006.1035    1.2715       100    174.8143    -59.505    88.8037    1.179       409.0351      28.6444    0.9973
14.78        0.6308        0        1        2709769.5312    1.2733       100    175.8038    -62.415    88.8348    1.149       409.144      28.6444    0.9973
15.34        0.6497        0.01        1        2702511.2305    1.2778       100    176.7331    -66.006    88.864    1.121       409.2613      28.6444    0.9973
15.9        0.6695        0.01        1        2695244.873    1.2794       100    177.6668    -68.121    88.8925    1.094       409.386      28.6444    0.9973
16.46        0.6901        0.01        1        2687972.9004    1.2847       100    178.5364    -72.354    88.9197    1.068       409.5219      28.6444    0.9973
17.02        0.7117        0.01        1        2680676.7578    1.2908       100    179.3473    -79.669    88.9461    1.043       409.6629      28.6444    0.9973
17.58        0.7341        0.01        1        2673421.3867    1.2934       100    180.123    -82.064    88.9719    1.018       409.8113      28.6444    0.9973
18.14        0.7574        0.01        1        2666164.0625    1.2979       100    180.8641    -81.94    88.9979    0.992       409.9696      28.6444    0.9973
18.7        0.7817        0.01        1        2658888.916    1.3017       100    181.6066    -82.676    89.0215    0.969       410.1382      28.6444    0.9973
19.26        0.8068        0.01        1        2651613.2812    1.3048       100    182.2929    -82.333    89.0437    0.947       410.3132      28.6444    0.9973
19.82        0.833        0.01        1        2644350.8301    1.3103       100    183.0056    -79.73    89.0643    0.927       410.4986      28.6444    0.9973
20.38        0.86        0.01        1        2637084.4727    1.3138       100    183.7219    -73.392    89.0848    0.907       410.6913      28.6444    0.9973
20.94        0.8881        0.01        1        2629833.9844    1.3168       100    184.3967    -74.009    89.1027    0.89       410.8959      28.6445    0.9973
