Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
0.86        0.4019        0        1        2890895.2637    1.1878       100    37.1684    -58.955    71.1504    18.427       408.0437      28.6444    0.9973
1.36        0.4035        0        1        2883366.6992    1.1918       100    152.7031    33.982    78.5656    11.003       407.8581      28.6443    0.9973
1.86        0.4053        0        1        2876603.7598    1.1952       100    268.0372    152.826    80.2498    8.856       407.7186      28.6444    0.9973
2.36        0.4073        0        1        2870125.4883    1.1979       100    185.1008    78.744    84.9425    3.69       408.1789      28.6444    0.9973
2.86        0.4098        0        1        2863648.1934    1.2008       100    131.9084    14.904    82.9662    5.713       408.7156      28.6444    0.9973
3.36        0.4127        0        1        2857164.5508    1.2025       100    107.0798    -44.956    79.9416    8.978       408.9972      28.6444    0.9973
3.86        0.4162        0        1        2850692.8711    1.2044       100    109.3773    -81.162    79.047    9.747       408.9103      28.6445    0.9973
4.36        0.4202        0        1        2844192.1387    1.2096       100    121.3121    -85.947    80.496    8.135       408.6431      28.6446    0.9973
4.86        0.4246        0        1        2837678.9551    1.213       100    138.0306    -71.854    82.1396    6.518       408.4239      28.6447    0.9973
5.74        0.4338        0        1        2827317.1387    1.2154       100    156.83    -44.981    83.2626    5.815       408.2645      28.645    0.9973
6.32        0.4407        0        1        2819794.4336    1.218       100    166.7402    -30.982    82.3    7.404       408.3394      28.6451    0.9973
6.9        0.4483        0.01        1        2812286.6211    1.2216       100    165.5106    -159.882    82.7641    7.182       408.4716      28.6449    0.9973
7.48        0.4567        0.01        1        2804755.8594    1.2261       100    160.7795    -150.521    83.8972    5.969       408.5297      28.6448    0.9973
8.06        0.4658        0.01        1        2797236.8164    1.23       100    159.4799    -126.722    84.6766    5.157       408.5294      28.6448    0.9973
8.62        0.4753        0.01        1        2789705.5664    1.2336       100    161.6159    -119.867    85.1372    4.705       408.5276      28.6449    0.9973
9.18        0.4855        0.01        1        2782443.3594    1.238       100    164.1546    -131.629    85.4346    4.454       408.5511      28.6449    0.9973
9.74        0.4963        0.01        1        2775145.5078    1.2425       100    165.3157    75.332    85.6843    4.068       408.4504      28.6448    0.9973
10.3        0.5077        0.01        1        2767880.3711    1.2451       100    170.1415    75.421    86.1122    3.579       408.8913      28.6449    0.9973
10.86        0.5199        0.01        1        2760645.9961    1.2479       100    156.8888    -178.583    85.8684    4.066       409.0407      28.6449    0.9973
11.42        0.5328        0.01        1        2753375.7324    1.2514       100    155.4317    -141.843    85.9439    3.741       408.9657      28.6449    0.9973
11.98        0.5465        0.01        1        2746115.7227    1.2534       100    160.455    -140.146    86.3659    3.311       408.8935      28.6448    0.9973
12.54        0.5609        0.01        1        2738827.8809    1.2597       100    165.664    -143.093    86.7802    3.039       408.9237      28.6448    0.9973
13.1        0.5762        0.01        1        2731544.4336    1.264       100    167.7445    -167.863    87.0388    2.91       409.037      28.6448    0.9973
13.66        0.5923        0.01        1        2724295.6543    1.2667       100    167.1003    115.591    87.155    2.822       409.1725      28.6448    0.9973
14.22        0.6092        0.02        1        2717031.7383    1.2708       100    166.1659    144.206    87.2205    2.761       409.2921      28.6448    0.9973
14.78        0.6269        0.02        1        2709749.7559    1.2737       100    166.1115    -172.177    87.3075    2.656       409.3966      28.6448    0.9973
15.34        0.6455        0.02        1        2702485.1074    1.2771       100    166.7234    -170.357    87.4224    2.532       409.5013      28.6448    0.9973
