Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
0.92        0.1458        0        1        2889706.0547    1.1862       100    251.6908    225.128    78.0157    11.922       407.8384      28.5844    0.9973
1.42        0.1468        0        1        2881419.4336    1.1877       100    235.5679    -84.123    85.0684    4.813       407.7827      28.5844    0.9973
1.92        0.1481        0        1        2874675.293    1.1905       100    316.3952    77.711    83.3752    6.495       407.6553      28.5844    0.9973
2.42        0.1499        0        1        2868187.7441    1.1929       100    286.645    29.23    84.1713    5.365       407.9475      28.5844    0.9973
2.92        0.152        0        1        2861700.4395    1.1954       100    349.4242    101.52    86.664    2.07       407.5769      28.5844    0.9973
3.42        0.1546        0        1        2855225.3418    1.1979       100    303.0828    68.273    83.9705    4.469       407.0389      28.5844    0.9974
3.92        0.1577        0        1        2848743.8965    1.2011       100    277.952    61.724    80.3517    8.217       406.8041      28.5844    0.9974
4.42        0.1613        0        1        2842228.0273    1.2054       100    264.5578    65.677    79.8524    8.855       406.8662      28.5844    0.9974
4.92        0.1654        0        1        2835732.1777    1.2079       100    253.1204    62.985    81.1565    7.652       406.9924      28.5845    0.9974
5.82        0.174        0        1        2825111.3281    1.2112       100    239.6173    62.616    82.6443    6.76       406.9177      28.5848    0.9974
6.42        0.1807        0.01        1        2817577.1484    1.2158       100    225.0648    187.472    81.0709    8.356       407.0252      28.5848    0.9974
7.02        0.1881        0.01        1        2809782.4707    1.2195       100    222.4656    200.52    82.1693    6.55       407.2047      28.5846    0.9974
7.62        0.1962        0.01        1        2802031.0059    1.2221       100    228.7519    209.273    84.426    4.14       407.3513      28.5844    0.9974
8.2        0.2052        0.01        1        2794245.6055    1.226       100    241.5987    221.186    86.1097    2.591       407.4546      28.5844    0.9974
8.8        0.2146        0.01        1        2786206.543    1.2285       100    251.3745    228.928    86.9064    2.064       407.6293      28.5843    0.9973
