Time     Altitude  Dwnrg Dst    Stage     Mass           TWR     Throt      AZ(cmd)     HOR AOA      Pitch   Vert AOA       Orbvel		   Incl       Ecctr
133       58.9488     66.05      1    790194.1528    0.8513       100    121.066    0    28.4094    0       1852.8139      36.4951    0.9532
133.72       59.4652     67.01      2    746651    0       100    121.0732    0    28.1851    0       1856.8476      36.5094    0.9528
134.42       59.9649     67.95      2    632341.5085    0.5142       100    113.9505    0    22.614    0       1861.2195      36.5238    0.9525
135.32       60.6042     69.15      2    632341.5085    0.5153       100    113.9746    0    22.4837    0       1866.8419      36.5424    0.9521
136.22       61.2401     70.37      2    632341.5085    0.6447       100    114.0124    0    22.2874    0       1872.5212      36.5609    0.9516
137.14       61.8866     71.62      2    632341.5085    0.7494       100    114.0508    0    22.087    0       1878.3753      36.5794    0.9512
138.04       62.5156     72.85      2    632341.5085    0.979       100    114.0877    0    21.8927    0       1884.1436      36.5974    0.9507
138.94       63.1414     74.09      2    632341.5085    1.0269       100    114.1246    0    21.7003    0       1889.9541      36.6154    0.9503
139.84       63.7638     75.33      2    632341.5085    1.0394       100    114.1613    0    21.5095    0       1895.8218      36.6332    0.9499
140.74       64.3829     76.58      2    632341.5085    1.0437       100    114.1978    0    21.3204    0       1901.7034      36.6508    0.9494
141.64       64.9987     77.84      2    632341.5085    1.0466       100    114.2339    0    21.1327    0       1907.6584      36.6684    0.949
142.54       65.6112     79.1      2    632341.5085    1.0487       100    114.27    0    20.9465    0       1913.6264      36.6858    0.9485
143.44       66.2204     80.38      2    632341.5085    1.0501       100    114.3057    0    20.7617    0       1919.6627      36.7032    0.9481
144.3       66.7996     81.6      2    632341.5085    1.0522       100    114.3414    0    20.5784    0       1925.4658      36.7196    0.9476
145.18       67.3892     82.85      2    631435.4248    1.0547       100    114.376    0    20.4006    0       1931.438      36.7363    0.9472
146.04       67.9624     84.09      2    630173.584    1.057       100    114.4097    0    20.2282    0       1937.3094      36.7526    0.9467
146.9       68.5327     85.33      2    628912.2314    1.0587       100    114.4432    0    20.057    0       1943.2073      36.7687    0.9463
147.78       69.1132     86.6      2    627651.3672    1.0608       100    114.4765    0    19.8871    0       1949.2281      36.7855    0.9458
148.64       69.6778     87.85      2    626360.1074    1.0622       100    114.5112    0    19.7234    0       1955.251      36.8015    0.9453
149.5       70.239     89.11      2    625098.2056    1.0642       100    114.5439    0    19.5445    0       1961.3633      36.8142    0.9449
150.36       70.7969     90.38      2    623838.501    1.0666       100    114.5716    0    19.3605    0       1967.5407      36.8277    0.9444
151.2       71.3387     91.65      2    622572.6929    1.0696       100    114.6007    0    19.1797    0       1973.7318      36.8416    0.9439
152.06       71.8901     92.93      2    621313.3545    1.0709       100    114.6305    0    18.9996    0       1979.9647      36.8553    0.9434
152.92       72.4383     94.22      2    620050.8423    1.074       100    114.6598    0    18.8202    0       1986.2699      36.8688    0.9429
153.78       72.9831     95.51      2    618787.0483    1.0764       100    114.6889    0    18.642    0       1992.5957      36.8823    0.9425
154.64       73.5247     96.81      2    617524.8413    1.0775       100    114.7179    0    18.4649    0       1998.9442      36.8957    0.942
155.5       74.063     98.11      2    616264.9536    1.0806       100    114.7468    0    18.2889    0       2005.3487      36.9091    0.9415
156.36       74.598     99.42      2    615003.0518    1.0818       100    114.7757    0    18.1142    0       2011.7832      36.9224    0.941
157.22       75.1298     100.74      2    613742.981    1.0837       100    114.8045    0    17.9407    0       2018.2667      36.9357    0.9405
158.08       75.6583     102.07      2    612480.896    1.086       100    114.8333    0    17.7684    0       2024.7946      36.9489    0.94
158.94       76.1836     103.4      2    611217.4683    1.0894       100    114.862    0    17.5973    0       2031.3785      36.9622    0.9394
159.8       76.7056     104.74      2    609954.3457    1.091       100    114.8906    0    17.4274    0       2037.9535      36.9753    0.9389
160.66       77.2244     106.09      2    608695.5566    1.094       100    114.9191    0    17.2584    0       2044.5966      36.9884    0.9384
161.52       77.74     107.44      2    607433.8989    1.0967       100    114.9476    0    17.0907    0       2051.3099      37.0015    0.9379
162.38       78.2524     108.8      2    606167.5415    1.0982       100    114.9761    0    16.9243    0       2058.0307      37.0145    0.9374
163.24       78.7616     110.17      2    604905.9448    1.1015       100    115.0044    0    16.7588    0       2064.7916      37.0274    0.9368
164.1       79.2676     111.54      2    603644.3481    1.104       100    115.0327    0    16.5944    0       2071.5939      37.0403    0.9363
164.96       79.7704     112.92      2    602382.5684    1.1062       100    115.0609    0    16.4311    0       2078.437      37.0532    0.9358
165.82       80.27     114.31      2    601120.6055    1.1079       100    115.089    0    16.2689    0       2085.3196      37.066    0.9352
166.68       80.7664     115.7      2    599858.3984    1.1094       100    115.1171    0    16.1077    0       2092.24      37.0788    0.9347
167.54       81.2596     117.1      2    598596.2524    1.1113       100    115.1451    0    15.9477    0       2099.1826      37.0914    0.9341
168.4       81.7497     118.51      2    597336.5479    1.1136       100    115.1729    0    15.7886    0       2106.1692      37.1041    0.9336
169.26       82.2365     119.92      2    596076.6602    1.1157       100    115.2008    0    15.6305    0       2113.2208      37.1167    0.933
170.12       82.7203     121.35      2    594811.5234    1.1195       100    115.2286    0    15.4737    0       2120.3025      37.1293    0.9325
170.98       83.2008     122.78      2    593550.2319    1.1216       100    115.2563    0    15.3179    0       2127.4102      37.1418    0.9319
171.84       83.6783     124.21      2    592288.5742    1.1243       100    115.2839    0    15.1631    0       2134.5792      37.1542    0.9314
172.7       84.1525     125.65      2    591025.3906    1.1267       100    115.3115    0    15.0094    0       2141.7398      37.1666    0.9308
173.56       84.6237     127.1      2    589767.334    1.1282       100    115.3389    0    14.8565    0       2148.9728      37.1789    0.9302
174.42       85.0917     128.56      2    588505.5542    1.1309       100    115.3663    0    14.7048    0       2156.2456      37.1913    0.9296
175.28       85.5565     130.02      2    587243.4692    1.1327       100    115.3937    0    14.5541    0       2163.5643      37.2035    0.9291
176.14       86.0183     131.5      2    585979.6753    1.136       100    115.421    0    14.4046    0       2170.912      37.2157    0.9285
177       86.4769     132.97      2    584718.5669    1.1378       100    115.4482    0    14.2559    0       2178.2899      37.2279    0.9279
177.86       86.9324     134.46      2    583456.8481    1.141       100    115.4754    0    14.1083    0       2185.7268      37.24    0.9273
178.72       87.3848     135.95      2    582193.9697    1.1438       100    115.5025    0    13.9618    0       2193.1732      37.2521    0.9267
179.58       87.8341     137.45      2    580934.082    1.1462       100    115.5295    0    13.8161    0       2200.6758      37.2641    0.9261
180.44       88.2803     138.96      2    579672.3022    1.1492       100    115.5565    0    13.6715    0       2208.231      37.2761    0.9255
181.3       88.7234     140.47      2    578408.2031    1.1512       100    115.5834    0    13.5281    0       2215.81      37.288    0.9249
182.16       89.1634     142      2    577146.3013    1.1538       100    115.6103    0    13.3855    0       2223.4265      37.2999    0.9243
183.02       89.6004     143.52      2    575884.3994    1.1561       100    115.6371    0    13.2439    0       2231.0798      37.3117    0.9236
183.88       90.0343     145.06      2    574622.9858    1.1583       100    115.6638    0    13.1033    0       2238.7584      37.3235    0.923
184.74       90.4651     146.6      2    573362.3657    1.1611       100    115.6904    0    12.9636    0       2246.4878      37.3352    0.9224
185.6       90.8928     148.16      2    572100.769    1.164       100    115.717    0    12.825    0       2254.2903      37.347    0.9218
186.46       91.3175     149.71      2    570834.5337    1.1667       100    115.7436    0    12.6876    0       2262.0815      37.3586    0.9211
187.32       91.7391     151.28      2    569574.8901    1.1697       100    115.7701    0    12.5508    0       2269.9351      37.3702    0.9205
188.18       92.1577     152.85      2    568311.3403    1.1726       100    115.7966    0    12.4152    0       2277.8154      37.3818    0.9198
189.04       92.5733     154.43      2    567050.7202    1.1745       100    115.8229    0    12.2804    0       2285.7294      37.3933    0.9192
189.9       92.9858     156.02      2    565789.2456    1.1768       100    115.8493    0    12.1466    0       2293.6878      37.4048    0.9185
190.76       93.3952     157.62      2    564527.5269    1.1793       100    115.8755    0    12.0138    0       2301.6673      37.4162    0.9179
191.62       93.8017     159.22      2    563267.4561    1.1816       100    115.9017    0    11.8818    0       2309.7357      37.4276    0.9172
192.48       94.2051     160.83      2    562001.3428    1.1848       100    115.928    0    11.7511    0       2317.7913      37.439    0.9166
193.34       94.6056     162.45      2    560741.6992    1.1875       100    115.9541    0    11.6211    0       2325.9006      37.4503    0.9159
194.2       95.003     164.07      2    559479.7974    1.1904       100    115.9801    0    11.492    0       2334.0481      37.4616    0.9152
195.06       95.3974     165.7      2    558217.8955    1.1928       100    116.0062    0    11.3639    0       2342.2353      37.4728    0.9145
195.92       95.7888     167.34      2    556955.3833    1.196       100    116.0321    0    11.2368    0       2350.4711      37.484    0.9139
196.78       96.1773     168.99      2    555692.627    1.1982       100    116.0581    0    11.1106    0       2358.7166      37.4951    0.9132
197.64       96.5627     170.65      2    554432.251    1.2008       100    116.0839    0    10.9853    0       2367.0148      37.5063    0.9125
198.5       96.9452     172.31      2    553170.3491    1.2036       100    116.1097    0    10.8609    0       2375.3506      37.5173    0.9118
199.36       97.3247     173.98      2    551908.4473    1.2058       100    116.1355    0    10.7374    0       2383.713      37.5283    0.9111
200.22       97.7012     175.66      2    550648.4375    1.2085       100    116.1612    0    10.6148    0       2392.1293      37.5393    0.9104
201.08       98.0748     177.35      2    549385.0098    1.2117       100    116.1869    0    10.4932    0       2400.5809      37.5503    0.9097
201.94       98.4454     179.04      2    548123.4741    1.214       100    116.2126    0    10.3725    0       2409.0543      37.5612    0.9089
202.8       98.8131     180.74      2    546862.5488    1.2171       100    116.2382    0    10.2526    0       2417.5758      37.5721    0.9082
203.66       99.1778     182.45      2    545600.8911    1.221       100    116.2637    0    10.1336    0       2426.1544      37.5829    0.9075
204.52       99.5396     184.17      2    544337.0972    1.2236       100    116.2892    0    10.0156    0       2434.7689      37.5937    0.9068
205.38       99.8985     185.9      2    543072.998    1.2272       100    116.3147    0    9.8986    0       2443.3794      37.6045    0.906
206.24       100.2545     187.63      2    541815.1855    1.2291       100    116.3401    0    9.7821    0       2452.0582      37.6152    0.9053
207.1       100.6075     189.37      2    540551.6968    1.2318       100    116.3655    0    9.6667    0       2460.7747      37.6259    0.9045
207.96       100.9576     191.12      2    539289.5508    1.2347       100    116.3908    0    9.5522    0       2469.5244      37.6366    0.9038
208.82       101.3048     192.88      2    538027.2827    1.2377       100    116.4161    0    9.4386    0       2478.3276      37.6472    0.903
209.68       101.6491     194.64      2    536763.7939    1.241       100    116.4414    0    9.3258    0       2487.1523      37.6578    0.9023
210.54       101.9906     196.41      2    535501.6479    1.2434       100    116.4666    0    9.2139    0       2495.9959      37.6683    0.9015
211.4       102.3291     198.19      2    534241.9434    1.2463       100    116.4918    0    9.1027    0       2504.9076      37.6788    0.9007
212.26       102.6648     199.98      2    532978.0884    1.2494       100    116.517    0    8.9926    0       2513.8363      37.6893    0.9
213.12       102.9975     201.78      2    531717.9565    1.2523       100    116.5421    0    8.8831    0       2522.8024      37.6997    0.8992
213.98       103.3274     203.58      2    530457.1533    1.2547       100    116.5671    0    8.7745    0       2531.8039      37.7101    0.8984
214.84       103.6545     205.4      2    529195.6177    1.2584       100    116.5921    0    8.6668    0       2540.8674      37.7205    0.8976
215.7       103.9787     207.22      2    527932.4951    1.2609       100    116.6171    0    8.56    0       2549.9545      37.7308    0.8968
216.56       104.3     209.05      2    526670.5933    1.2643       100    116.6421    0    8.4539    0       2559.0792      37.7411    0.896
217.42       104.6185     210.89      2    525408.6914    1.2681       100    116.667    0    8.3487    0       2568.2551      37.7514    0.8952
218.28       104.9342     212.73      2    524144.7754    1.2712       100    116.6919    0    8.2444    0       2577.4373      37.7616    0.8944
219.14       105.247     214.58      2    522886.2915    1.2731       100    116.7168    0    8.1407    0       2586.6669      37.7718    0.8935
220       105.557     216.45      2    521624.5728    1.2759       100    116.7416    0    8.0379    0       2595.9429      37.782    0.8927
220.86       105.8642     218.32      2    520361.8164    1.2802       100    116.7664    0    7.936    0       2605.2859      37.7921    0.8919
221.72       106.1686     220.19      2    519097.4121    1.2825       100    116.7912    0    7.835    0       2614.6384      37.8022    0.891
222.58       106.4702     222.08      2    517835.2051    1.2865       100    116.8159    0    7.7346    0       2624.0087      37.8123    0.8902
223.44       106.769     223.98      2    516575.5005    1.2898       100    116.8406    0    7.635    0       2633.4212      37.8223    0.8894
224.3       107.065     225.88      2    515315.6738    1.2913       100    116.8652    0    7.5361    0       2642.9061      37.8323    0.8885
225.16       107.3582     227.79      2    514050.1709    1.2956       100    116.8899    0    7.4383    0       2652.406      37.8423    0.8876
226.02       107.6486     229.71      2    512790.3442    1.2979       100    116.9145    0    7.3411    0       2661.9318      37.8522    0.8868
226.88       107.9363     231.64      2    511528.4424    1.3022       100    116.939    0    7.2446    0       2671.5391      37.8621    0.8859
227.74       108.2212     233.58      2    510264.3433    1.3056       100    116.9636    0    7.1491    0       2681.1385      37.872    0.885
228.6       108.5033     235.52      2    509004.0894    1.3077       100    116.9881    0    7.0542    0       2690.8116      37.8819    0.8841
229.46       108.7827     237.48      2    507739.9597    1.3122       100    117.0126    0    6.9602    0       2700.4717      37.8916    0.8833
230.32       109.0593     239.44      2    506482.4524    1.3139       100    117.037    0    6.8667    0       2710.214      37.9014    0.8824
231.18       109.3333     241.41      2    505218.5364    1.3179       100    117.0615    0    6.7742    0       2719.9863      37.9112    0.8815
232.04       109.6044     243.39      2    503956.543    1.3213       100    117.0859    0    6.6824    0       2729.7938      37.9209    0.8806
232.9       109.8729     245.38      2    502694.6411    1.3245       100    117.1103    0    6.5913    0       2739.6394      37.9306    0.8796
233.76       110.1386     247.37      2    501432.9224    1.3282       100    117.1347    0    6.501    0       2749.5046      37.9403    0.8787
234.62       110.4017     249.38      2    500172.9126    1.3316       100    117.159    0    6.4114    0       2759.4276      37.9499    0.8778
235.48       110.662     251.39      2    498911.2244    1.3349       100    117.1833    0    6.3225    0       2769.423      37.9595    0.8769
236.34       110.9196     253.42      2    497644.8975    1.3388       100    117.2076    0    6.2346    0       2779.3986      37.9691    0.8759
237.2       111.1746     255.45      2    496386.8713    1.3415       100    117.2318    0    6.1471    0       2789.4448      37.9787    0.875
238.06       111.4269     257.49      2    495122.4365    1.3459       100    117.2561    0    6.0606    0       2799.5345      37.9882    0.874
238.92       111.6765     259.54      2    493860.5042    1.3488       100    117.2803    0    5.9747    0       2809.638      37.9977    0.8731
239.78       111.9234     261.6      2    492599.5178    1.3516       100    117.3045    0    5.8895    0       2819.7925      38.0071    0.8721
240.64       112.1677     263.66      2    491337.6465    1.356       100    117.3287    0    5.805    0       2829.9664      38.0166    0.8711
241.5       112.4093     265.74      2    490077.9724    1.3582       100    117.3528    0    5.7211    0       2840.2177      38.026    0.8702
242.36       112.6483     267.82      2    488813.8428    1.3624       100    117.3769    0    5.6382    0       2850.5016      38.0354    0.8692
243.22       112.8846     269.92      2    487550.0793    1.3667       100    117.4011    0    5.5559    0       2860.806      38.0447    0.8682
244.08       113.1183     272.02      2    486289.7339    1.3699       100    117.4251    0    5.4742    0       2871.1521      38.054    0.8672
244.94       113.3494     274.13      2    485027.4353    1.374       100    117.4492    0    5.3933    0       2881.555      38.0634    0.8662
245.8       113.5779     276.25      2    483764.5874    1.3773       100    117.4733    0    5.3131    0       2891.9856      38.0726    0.8652
246.66       113.8038     278.38      2    482502.3804    1.3797       100    117.4973    0    5.2336    0       2902.4535      38.0819    0.8641
247.52       114.0271     280.52      2    481240.2344    1.3836       100    117.5213    0    5.1547    0       2912.9408      38.0911    0.8631
248.38       114.2478     282.67      2    479980.5908    1.3867       100    117.5453    0    5.0764    0       2923.4871      38.1003    0.8621
249.24       114.4659     284.82      2    478718.689    1.3906       100    117.5692    0    4.9989    0       2934.0653      38.1094    0.861
250.1       114.6814     286.99      2    477458.1909    1.3939       100    117.5932    0    4.922    0       2944.6847      38.1186    0.86
250.96       114.8944     289.16      2    476196.4111    1.3977       100    117.6171    0    4.8458    0       2955.3478      38.1277    0.8589
251.82       115.1047     291.35      2    474934.6313    1.4018       100    117.641    0    4.7703    0       2966.0508      38.1368    0.8579
252.68       115.3126     293.54      2    473672.9736    1.4062       100    117.6649    0    4.6954    0       2976.8159      38.1459    0.8568
253.54       115.5179     295.75      2    472409.2407    1.4109       100    117.6888    0    4.6214    0       2987.6016      38.1549    0.8557
254.4       115.7207     297.96      2    471147.3389    1.4148       100    117.7127    0    4.5478    0       2998.4417      38.1639    0.8547
255.26       115.9209     300.18      2    469883.4534    1.4189       100    117.7366    0    4.4751    0       3009.3077      38.1729    0.8536
256.12       116.1186     302.41      2    468621.8567    1.4226       100    117.7604    0    4.4028    0       3020.2108      38.1819    0.8525
256.98       116.3138     304.65      2    467361.0229    1.4256       100    117.7842    0    4.3312    0       3031.1476      38.1908    0.8514
257.84       116.5065     306.9      2    466099.762    1.4293       100    117.808    0    4.2603    0       3042.1354      38.1998    0.8503
258.7       116.6967     309.16      2    464837.9517    1.4323       100    117.8318    0    4.19    0       3053.1431      38.2086    0.8491
259.56       116.8844     311.43      2    463578.1555    1.436       100    117.8556    0    4.1202    0       3064.2332      38.2175    0.848
260.42       117.0697     313.71      2    462314.0869    1.4407       100    117.8794    0    4.0513    0       3075.3283      38.2264    0.8469
261.28       117.2524     315.99      2    461054.2297    1.4441       100    117.9032    0    3.9828    0       3086.4805      38.2352    0.8457
262.14       117.4327     318.29      2    459792.0532    1.4478       100    117.9269    0    3.9151    0       3097.673      38.244    0.8446
263       117.6106     320.6      2    458529.9377    1.4515       100    117.9506    0    3.848    0       3108.9073      38.2528    0.8434
263.86       117.786     322.91      2    457267.2119    1.4569       100    117.9744    0    3.7815    0       3120.2161      38.2616    0.8422
264.72       117.9589     325.24      2    456002.7771    1.4613       100    117.9981    0    3.7157    0       3131.5344      38.2703    0.8411
265.58       118.1295     327.58      2    454740.6006    1.4656       100    118.0218    0    3.6504    0       3142.8717      38.279    0.8399
266.44       118.2976     329.92      2    453480.835    1.4697       100    118.0455    0    3.5856    0       3154.2881      38.2877    0.8387
267.3       118.4633     332.28      2    452216.8579    1.473       100    118.0692    0    3.5217    0       3165.7181      38.2963    0.8375
268.16       118.6266     334.64      2    450956.9092    1.477       100    118.0929    0    3.4581    0       3177.1928      38.305    0.8363
269.02       118.7875     337.02      2    449696.1975    1.4806       100    118.1165    0    3.3952    0       3188.7116      38.3136    0.8351
269.88       118.946     339.4      2    448433.8074    1.4861       100    118.1402    0    3.3329    0       3200.3128      38.3222    0.8338
270.74       119.1022     341.8      2    447169.7388    1.4893       100    118.1639    0    3.2714    0       3211.9044      38.3308    0.8326
271.6       119.2559     344.2      2    445909.4849    1.4937       100    118.1875    0    3.2102    0       3223.5374      38.3393    0.8314
272.46       119.4073     346.62      2    444649.8413    1.4987       100    118.2111    0    3.1496    0       3235.2366      38.3479    0.8301
273.32       119.5564     349.04      2    443387.8174    1.5012       100    118.2347    0    3.0897    0       3246.9785      38.3564    0.8289
274.18       119.7031     351.47      2    442125.6409    1.5055       100    118.2583    0    3.0303    0       3258.774      38.3649    0.8276
275.04       119.8475     353.92      2    440861.2061    1.5114       100    118.282    0    2.9717    0       3270.614      38.3734    0.8263
275.9       119.9896     356.37      2    439599.6094    1.5147       100    118.3056    0    2.9135    0       3282.451      38.3818    0.825
276.76       120.1293     358.84      2    438339.8743    1.5197       100    118.3291    0    2.8558    0       3294.3611      38.3902    0.8237
277.62       120.2668     361.31      2    437078.2471    1.5252       100    118.3527    0    2.7987    0       3306.3605      38.3987    0.8224
278.48       120.402     363.8      2    435812.0728    1.5282       100    118.3764    0    2.7425    0       3318.3393      38.407    0.8211
279.34       120.5348     366.29      2    434552.4292    1.5339       100    118.3999    0    2.6865    0       3330.3953      38.4154    0.8198
280.2       120.6654     368.8      2    433288.7573    1.5389       100    118.4235    0    2.6312    0       3342.4852      38.4238    0.8185
281.06       120.7938     371.32      2    432027.0691    1.5433       100    118.4471    0    2.5764    0       3354.6161      38.4321    0.8171
281.92       120.9199     373.84      2    430765.8691    1.5468       100    118.4706    0    2.5221    0       3366.7788      38.4404    0.8158
282.78       121.0437     376.38      2    429504.8828    1.5513       100    118.4942    0    2.4684    0       3379      38.4487    0.8144
283.64       121.1653     378.93      2    428243.0115    1.5549       100    118.5177    0    2.4152    0       3391.2436      38.4569    0.813
284.5       121.2847     381.48      2    426983.3374    1.5592       100    118.5413    0    2.3625    0       3403.5956      38.4652    0.8117
285.36       121.4018     384.05      2    425717.0105    1.5652       100    118.5649    0    2.3107    0       3415.9353      38.4734    0.8103
286.22       121.5167     386.63      2    424457.2449    1.5698       100    118.5884    0    2.2591    0       3428.342      38.4817    0.8089
287.08       121.6295     389.22      2    423194.0918    1.5755       100    118.612    0    2.2082    0       3440.7908      38.4899    0.8075
287.94       121.7401     391.82      2    421933.4412    1.5787       100    118.6355    0    2.1577    0       3453.2537      38.498    0.8061
288.8       121.8484     394.43      2    420673.2788    1.5831       100    118.659    0    2.1077    0       3465.7892      38.5062    0.8046
289.66       121.9546     397.05      2    419411.7126    1.5886       100    118.6825    0    2.0583    0       3478.3729      38.5143    0.8032
290.52       122.0587     399.68      2    418150.0549    1.5927       100    118.7061    0    2.0095    0       3491.0261      38.5224    0.8017
291.38       122.1606     402.32      2    416885.9558    1.5991       100    118.7296    0    1.9612    0       3503.7033      38.5305    0.8003
292.24       122.2604     404.98      2    415624.054    1.6038       100    118.7532    0    1.9135    0       3516.4361      38.5386    0.7988
293.1       122.358     407.64      2    414360.7483    1.6092       100    118.7767    0    1.8662    0       3529.214      38.5467    0.7973
293.96       122.4536     410.32      2    413098.7549    1.614       100    118.8003    0    1.8195    0       3542.0325      38.5548    0.7958
294.82       122.547     413      2    411837.3718    1.6175       100    118.8238    0    1.7732    0       3554.8571      38.5628    0.7943
295.68       122.6384     415.7      2    410578.3386    1.6228       100    118.8473    0    1.7273    0       3567.7919      38.5708    0.7928
296.54       122.7276     418.4      2    409314.5752    1.6269       100    118.8708    0    1.6822    0       3580.7303      38.5788    0.7913
297.4       122.8148     421.12      2    408054.9316    1.6316       100    118.8944    0    1.6374    0       3593.7573      38.5868    0.7898
298.26       122.8999     423.85      2    406790.8325    1.6382       100    118.9179    0    1.5933    0       3606.8149      38.5947    0.7882
299.12       122.983     426.59      2    405528.9001    1.643       100    118.9415    0    1.5496    0       3619.9236      38.6027    0.7867
299.98       123.064     429.35      2    404266.1133    1.649       100    118.965    0    1.5064    0       3633.0885      38.6106    0.7851
300.84       123.1431     432.11      2    403004.2725    1.6531       100    118.9886    0    1.4637    0       3646.2501      38.6185    0.7835
301.7       123.2201     434.88      2    401744.9341    1.6588       100    119.0121    0    1.4214    0       3659.5472      38.6264    0.7819
302.56       123.295     437.67      2    400479.1565    1.6638       100    119.0357    0    1.3798    0       3672.8002      38.6343    0.7804
303.42       123.368     440.46      2    399221.6797    1.6679       100    119.0592    0    1.3384    0       3686.1873      38.6422    0.7787
304.28       123.4391     443.27      2    397955.5359    1.6754       100    119.0828    0    1.2978    0       3699.5752      38.65    0.7771
305.14       123.5081     446.09      2    396695.4651    1.6798       100    119.1063    0    1.2575    0       3713.0236      38.6578    0.7755
306       123.5752     448.92      2    395432.8003    1.6861       100    119.1299    0    1.2178    0       3726.5346      38.6656    0.7738
306.86       123.6403     451.76      2    394170.7153    1.691       100    119.1535    0    1.1785    0       3740.0659      38.6734    0.7722
307.72       123.7036     454.62      2    392909.8511    1.6957       100    119.177    0    1.1396    0       3753.69      38.6812    0.7705
308.58       123.7648     457.48      2    391645.9351    1.7012       100    119.2006    0    1.1014    0       3767.3158      38.689    0.7688
309.44       123.8242     460.36      2    390386.1694    1.7058       100    119.2242    0    1.0634    0       3781.0174      38.6967    0.7671
310.3       123.8817     463.25      2    389124.2981    1.7122       100    119.2478    0    1.026    0       3794.7829      38.7045    0.7654
311.16       123.9373     466.15      2    387860.7483    1.7187       100    119.2714    0    0.9892    0       3808.5793      38.7122    0.7637
312.02       123.991     469.06      2    386601.0437    1.7229       100    119.2949    0    0.9527    0       3822.4142      38.7199    0.762
312.88       124.0428     471.98      2    385339.6606    1.7294       100    119.3185    0    0.9166    0       3836.3406      38.7276    0.7602
313.74       124.0929     474.85      2    384076.5686    1.7354       100    119.3422    0    0.8812    0       3850.0015      38.7351    0.7585
314.58       124.1399     477.73      2    382842.041    1.7397       100    119.3652    0    0.847    0       3863.6627      38.7426    0.7568
315.42       124.1852     480.62      2    381611.6028    1.747       100    119.3883    0    0.8131    0       3877.4166      38.7501    0.7551
316.26       124.2289     483.52      2    380377.0752    1.7528       100    119.4114    0    0.7798    0       3891.1935      38.7575    0.7533
317.1       124.2707     486.43      2    379146.2402    1.7575       100    119.4345    0    0.7468    0       3905.0208      38.765    0.7516
317.94       124.3109     489.35      2    377914.7034    1.7625       100    119.4576    0    0.7143    0       3918.8927      38.7724    0.7498
318.78       124.3494     492.29      2    376682.6782    1.7695       100    119.4807    0    0.6822    0       3932.8808      38.7798    0.748
319.62       124.3862     495.23      2    375446.8079    1.7744       100    119.5038    0    0.6508    0       3946.873      38.7872    0.7462
320.46       124.4214     498.19      2    374214.0808    1.7809       100    119.5269    0    0.6196    0       3960.8948      38.7946    0.7444
321.3       124.4549     501.16      2    372983.7646    1.7876       100    119.5501    0    0.5887    0       3974.9912      38.802    0.7425
322.14       124.4867     504.14      2    371751.2512    1.7923       100    119.5732    0    0.5584    0       3989.1417      38.8094    0.7407
322.98       124.5169     507.14      2    370518.6768    1.7985       100    119.5963    0    0.5285    0       4003.3441      38.8167    0.7389
323.82       124.5455     510.14      2    369286.4685    1.8039       100    119.6195    0    0.499    0       4017.5762      38.8241    0.737
324.66       124.5725     513.16      2    368055.5115    1.8106       100    119.6426    0    0.4698    0       4031.9122      38.8314    0.7351
325.5       124.5979     516.19      2    366821.0449    1.8169       100    119.6658    0    0.4412    0       4046.2764      38.8387    0.7332
326.34       124.6217     519.23      2    365588.501    1.823       100    119.689    0    0.413    0       4060.7093      38.846    0.7313
327.18       124.644     522.28      2    364354.248    1.8308       100    119.7122    0    0.3852    0       4075.1793      38.8533    0.7294
328.02       124.6647     525.34      2    363122.9248    1.8357       100    119.7354    0    0.3578    0       4089.6956      38.8606    0.7274
328.86       124.6839     528.42      2    361890.8691    1.8418       100    119.7586    0    0.3307    0       4104.2786      38.8679    0.7255
329.7       124.7016     531.51      2    360658.3252    1.848       100    119.7819    0    0.3041    0       4118.917      38.8751    0.7235
330.54       124.7177     534.61      2    359425.7812    1.8533       100    119.8051    0    0.2779    0       4133.6111      38.8823    0.7216
331.38       124.7323     537.72      2    358193.2373    1.8605       100    119.8283    0    0.2521    0       4148.3446      38.8896    0.7196
332.22       124.7455     540.85      2    356962.5244    1.8661       100    119.8516    0    0.2267    0       4163.1496      38.8968    0.7176
333.06       124.7572     543.98      2    355729.7363    1.8722       100    119.8748    0    0.2017    0       4178.0107      38.904    0.7155
333.9       124.7674     547.13      2    354497.1313    1.879       100    119.8981    0    0.1771    0       4192.9267      38.9112    0.7135
334.74       124.7762     550.29      2    353264.8315    1.8862       100    119.9214    0    0.1529    0       4207.9019      38.9184    0.7114
335.58       124.7835     553.47      2    352032.5928    1.8943       100    119.9447    0    0.1292    0       4222.9904      38.9256    0.7094
336.42       124.7895     556.65      2    350795.6848    1.9018       100    119.9681    0    0.106    0       4238.0801      38.9327    0.7073
337.26       124.794     559.85      2    349563.385    1.909       100    119.9914    0    0.083    0       4253.2079      38.9399    0.7052
338.1       124.7972     563.06      2    348333.9539    1.9133       100    120.0147    0    0.0603    0       4268.4096      38.947    0.7031
338.94       124.799     566.29      2    347100.3723    1.9213       100    120.038    0    0.0381    0       4283.7154      38.9541    0.701
339.78       124.7994     569.53      2    345866.4856    1.9267       100    120.0614    0    0.0164    0       4298.9938      38.9612    0.6988
340.62       124.7985     572.77      2    344637.207    1.9332       100    120.0848    0    -0.0052    0       4314.4384      38.9683    0.6967
