Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
0.9        0.4003        0        1        2890697.2656    1.1878       100    9.5371    -177.105    86.5745    3.307       407.7372      28.6443    0.9973
1.4        0.4013        0        1        2882657.2266    1.192       100    209.3446    25.699    89.3472    0.517       407.7295      28.6443    0.9973
1.9        0.4028        0        1        2875895.0195    1.1954       100    195.446    18.409    88.1797    1.716       407.7296      28.6443    0.9973
2.4        0.4048        0        1        2869407.959    1.1982       100    192.9948    13.335    87.9389    1.915       407.7893      28.6443    0.9973
2.9        0.4071        0        1        2862936.0352    1.2011       100    31.4467    -161.089    89.3565    0.042       407.8178      28.6443    0.9973
3.4        0.41        0        1        2856448.2422    1.2036       100    71.5159    -123.849    89.549    -0.542       407.7843      28.6443    0.9973
3.9        0.4133        0        1        2849961.6699    1.2056       100    183.1555    -13.439    88.2839    0.536       407.7257      28.6444    0.9973
4.4        0.4171        0        1        2843472.4121    1.2093       100    191.5109    -5.366    86.6128    2.175       407.6788      28.6444    0.9973
4.9        0.4214        0        1        2836970.459    1.2133       100    194.0497    -2.412    85.6952    3.11       407.6527      28.6445    0.9973
5.78        0.4304        0        1        2826589.8438    1.2176       100    195.1711    0.492    85.0654    4.029       407.5574      28.6448    0.9973
6.36        0.4371        0        1        2819064.4531    1.2206       100    195.512    8.08    83.4319    6.268       407.5794      28.6449    0.9973
6.92        0.4446        0        1        2811539.0625    1.224       100    195.1516    124.641    83.822    6.11       407.682      28.6447    0.9973
7.52        0.4528        0        1        2804015.3809    1.2271       100    194.1694    142.376    85.079    4.845       407.7663      28.6447    0.9973
8.08        0.4618        0        1        2796507.3242    1.23       100    193.3798    70.459    85.8299    4.141       407.8137      28.6447    0.9973
8.66        0.4712        0.01        1        2788976.3184    1.2338       100    193.4155    27.562    86.0955    3.865       407.8486      28.6447    0.9973
9.22        0.4813        0.01        1        2781716.7969    1.2371       100    193.8281    52.057    86.2132    3.761       407.8972      28.6447    0.9973
9.78        0.4921        0.01        1        2774424.8047    1.2425       100    193.9809    108.226    86.3835    3.589       407.9593      28.6447    0.9973
10.34        0.5037        0.01        1        2767146.4844    1.2462       100    193.9551    127.036    86.5871    3.378       408.028      28.6447    0.9973
10.9        0.5161        0.01        1        2759897.7051    1.249       100    193.8677    127.292    86.7808    3.186       408.1012      28.6447    0.9973
11.46        0.5292        0.01        1        2752632.0801    1.2528       100    193.8299    122.32    86.9494    3.021       408.179      28.6447    0.9973
12.02        0.5431        0.01        1        2745349.1211    1.2554       100    193.8477    118.137    87.0943    2.879       408.261      28.6447    0.9973
12.58        0.5577        0.01        1        2738090.332    1.2585       100    193.8973    116.819    87.2207    2.754       408.3482      28.6447    0.9973
13.14        0.5732        0.01        1        2730835.2051    1.2626       100    193.9465    116.123    87.3363    2.64       408.4424      28.6447    0.9973
13.7        0.5895        0.01        1        2723569.3359    1.2661       100    194.0162    113.836    87.4452    2.532       408.5428      28.6447    0.9973
14.26        0.6066        0.01        1        2716303.4668    1.2691       100    194.1083    109.801    87.5463    2.433       408.6498      28.6447    0.9973
14.82        0.6245        0.01        1        2709049.0723    1.2728       100    194.1773    106.916    87.6385    2.343       408.7636      28.6447    0.9973
15.38        0.6433        0.01        1        2701788.8184    1.2772       100    194.2461    101.868    87.7249    2.259       408.8863      28.6447    0.9973
15.94        0.6629        0.01        1        2694490.7227    1.2823       100    194.3824    95.321    87.8072    2.178       409.0153      28.6447    0.9973
16.5        0.6834        0.02        1        2687225.8301    1.2854       100    194.5116    89.541    87.8826    2.104       409.1498      28.6447    0.9973
17.06        0.7048        0.02        1        2679973.6328    1.2901       100    194.6373    88.287    87.9511    2.037       409.2937      28.6447    0.9973
17.62        0.727        0.02        1        2672707.7637    1.2936       100    194.7622    85.304    88.0176    1.972       409.4452      28.6447    0.9973
18.18        0.7502        0.02        1        2665441.8945    1.2963       100    194.9224    81.002    88.0802    1.91       409.6053      28.6447    0.9973
18.74        0.7743        0.02        1        2658176.0254    1.3011       100    195.0866    75.269    88.1398    1.851       409.774      28.6447    0.9973
19.3        0.7993        0.02        1        2650909.9121    1.3053       100    195.2512    76.732    88.1949    1.796       409.9529      28.6447    0.9973
19.86        0.8252        0.02        1        2643631.1035    1.3104       100    195.4003    78.572    88.2473    1.745       410.1413      28.6447    0.9973
20.42        0.8522        0.02        1        2636361.8164    1.314       100    195.5699    76.701    88.2973    1.695       410.336      28.6447    0.9973
20.98        0.88        0.02        1        2629111.8164    1.3179       100    195.7457    73.912    88.3441    1.649       410.5426      28.6447    0.9973
21.54        0.9089        0.02        1        2621846.1914    1.3221       100    195.9159    62.629    88.3891    1.604       410.76      28.6448    0.9973
22.1        0.9387        0.02        1        2614580.3223    1.3255       100    196.079    52.371    88.432    1.562       410.9865      28.6448    0.9973
22.66        0.9696        0.02        1        2607314.4531    1.3304       100    196.2837    46.501    88.4713    1.524       411.2242      28.6448    0.9973
23.22        1.0015        0.02        1        2600048.584    1.3351       100    196.4995    43.367    88.5103    1.485       411.4721      28.6448    0.9973
23.78        1.0344        0.03        1        2592792.7246    1.3386       100    196.7165    50.646    88.547    1.448       411.731      28.6448    0.9973
24.34        1.0683        0.03        1        2585535.1562    1.3434       100    196.8978    63.519    88.5813    1.415       412.0056      28.6448    0.9973
24.9        1.1033        0.03        1        2578251.9531    1.3484       100    197.11    63.861    88.6152    1.381       412.291      28.6448    0.9973
25.46        1.1394        0.03        1        2570985.8398    1.3528       100    197.3425    49.012    88.6489    1.345       412.5858      28.6448    0.9973
26.14        1.1847        0.03        1        2563477.7832    1.3585       100    197.5614    126.544    88.6792    1.253       412.8229      28.6448    0.9973
26.82        1.2316        0.03        1        2554649.9023    1.3638       100    202.2715    134.214    88.6194    0.613       412.9956      28.6449    0.9974
27.5        1.2802        0.03        1        2545830.5664    1.3694       100    207.8011    139.876    88.5164    -0.398       413.5439      28.6448    0.9974
28.18        1.3304        0.03        1        2536990.7227    1.3755       100    204.7523    136.897    88.6447    -1.625       414.3857      28.6447    0.9973
28.86        1.3823        0.03        1        2528158.4473    1.383       100    192.7496    124.888    88.9052    -2.898       415.3847      28.6445    0.9973
29.56        1.4375        0.03        1        2519329.5898    1.3882       100    169.3706    101.503    89.1115    -4.148       416.5893      28.6443    0.9973
30.3        1.4978        0.03        1        2510022.7051    1.3938       100    133.9208    66.055    89.0773    -4.983       418.3384      28.6441    0.9973
31.02        1.5586        0.03        1        2500662.5977    1.4007       100    100.0938    32.236    88.4666    -4.143       420.0699      28.644    0.9973
31.74        1.6214        0.03        1        2491319.0918    1.4063       100    88.5244    20.702    87.7515    -3.116       421.4358      28.6441    0.9973
32.46        1.6863        0.03        1        2481977.0508    1.4136       100    84.407    16.552    87.3063    -2.656       422.8144      28.6442    0.9973
33.18        1.7532        0.03        1        2472616.6992    1.4215       100    81.6665    13.818    86.8881    -2.319       424.3178      28.6444    0.9973
33.9        1.8222        0.03        1        2463279.541    1.4278       100    79.4922    11.648    86.4252    -1.865       425.885      28.6447    0.9973
34.62        1.8935        0.03        1        2453936.7676    1.4337       100    77.8346    9.995    85.9678    -1.363       427.4461      28.6451    0.9972
35.34        1.9668        0.03        1        2444609.375    1.4407       100    76.6103    8.74    85.5553    -0.904       429.0273      28.6455    0.9972
36.06        2.0425        0.04        1        2435252.4414    1.448       100    75.6724    7.794    85.1797    -0.502       430.6292      28.646    0.9972
36.78        2.1203        0.04        1        2425916.9922    1.4542       100    74.9308    7.064    84.8326    -0.142       432.2593      28.6466    0.9972
37.4        2.1892        0.04        1        2416843.2617    1.4614       100    74.3201    6.445    84.5055    0.173       433.6429      28.6471    0.9972
38.02        2.2598        0.05        1        2408815.1855    1.4668       100    73.8474    5.75    84.2674    0.237       435.0382      28.6476    0.9972
38.64        2.3322        0.06        1        2400765.1367    1.4733       100    73.4689    5.186    84.0492    0.17       436.5689      28.6483    0.9972
39.26        2.4063        0.06        1        2392709.9609    1.4809       100    73.1453    4.819    83.789    0.165       438.1905      28.6491    0.9972
39.88        2.4822        0.07        1        2384665.2832    1.4874       100    72.8491    4.582    83.5063    0.207       439.8593      28.6499    0.9972
40.48        2.5574        0.08        1        2376620.8496    1.495       100    72.5688    4.373    83.2277    0.234       441.5191      28.6509    0.9971
41.08        2.6344        0.09        1        2368835.9375    1.5004       100    72.3033    4.18    82.9614    0.229       443.2433      28.6519    0.9971
41.68        2.713        0.1        1        2361045.8984    1.5077       100    72.0513    3.926    82.6894    0.211       445.0421      28.6532    0.9971
42.28        2.7934        0.11        1        2353246.3379    1.5143       100    71.8022    3.654    82.4098    0.199       446.8997      28.6545    0.9971
42.88        2.8756        0.12        1        2345491.2109    1.519       100    71.5819    3.407    82.1206    0.201       448.8258      28.656    0.9971
43.48        2.9596        0.13        1        2337712.8906    1.5263       100    71.3842    3.2    81.8273    0.203       450.8293      28.6576    0.9971
44.08        3.0454        0.14        1        2329929.9316    1.5317       100    71.2061    3.042    81.5299    0.2       452.9008      28.6594    0.9971
44.68        3.1331        0.16        1        2322129.8828    1.5405       100    71.0391    2.907    81.2291    0.191       455.0595      28.6614    0.997
45.28        3.2226        0.17        1        2314321.5332    1.5493       100    70.8765    2.769    80.9226    0.182       457.2728      28.6636    0.997
45.88        3.314        0.18        1        2306541.748    1.5561       100    70.7199    2.622    80.6103    0.172       459.567      28.6661    0.997
46.48        3.4073        0.2        1        2298755.8594    1.5629       100    70.5739    2.484    80.2933    0.168       461.9278      28.6687    0.997
47.08        3.5026        0.22        1        2290986.5723    1.5679       100    70.4392    2.359    79.9697    0.166       464.3671      28.6716    0.997
47.68        3.5997        0.24        1        2283206.7871    1.5742       100    70.3129    2.244    79.6445    0.159       466.8781      28.6748    0.9969
48.28        3.6988        0.25        1        2275436.7676    1.5811       100    70.1931    2.133    79.3137    0.153       469.4927      28.6783    0.9969
48.88        3.7999        0.27        1        2267622.0703    1.5913       100    70.0797    2.025    78.9784    0.147       472.1815      28.682    0.9969
49.48        3.903        0.29        1        2259832.0312    1.5978       100    69.9738    1.927    78.6399    0.141       474.9229      28.686    0.9969
50.08        4.0081        0.32        1        2252080.3223    1.6051       100    69.8746    1.836    78.2964    0.137       477.768      28.6904    0.9969
50.68        4.1153        0.34        1        2244280.5176    1.6146       100    69.7806    1.75    77.9494    0.131       480.7115      28.6952    0.9968
51.28        4.2245        0.36        1        2236472.4121    1.6202       100    69.6917    1.67    77.5996    0.122       483.7115      28.7003    0.9968
51.88        4.3358        0.39        1        2228704.834    1.6281       100    69.608    1.593    77.2454    0.117       486.8017      28.7058    0.9968
52.48        4.4492        0.42        1        2220921.3867    1.6371       100    69.5284    1.518    76.8876    0.112       489.9901      28.7117    0.9967
53.08        4.5647        0.44        1        2213118.8965    1.6437       100    69.4528    1.445    76.5272    0.105       493.2515      28.718    0.9967
53.68        4.6823        0.47        1        2205348.877    1.6494       100    69.3822    1.378    76.1634    0.099       496.5808      28.7248    0.9967
54.28        4.8021        0.5        1        2197587.1582    1.6582       100    69.316    1.318    75.7964    0.096       500.0308      28.732    0.9967
54.88        4.924        0.54        1        2189784.9121    1.6669       100    69.2534    1.264    75.4265    0.094       503.5623      28.7397    0.9966
55.48        5.0482        0.57        1        2181997.5586    1.6741       100    69.1933    1.208    75.0543    0.093       507.1762      28.7479    0.9966
56.08        5.1745        0.6        1        2174212.6465    1.6844       100    69.136    1.153    74.6802    0.088       510.8782      28.7565    0.9966
56.68        5.3031        0.64        1        2166427.7344    1.6926       100    69.0819    1.099    74.304    0.08       514.67      28.7658    0.9965
57.28        5.4339        0.68        1        2158642.8223    1.7       100    69.0313    1.051    73.9256    0.074       518.5506      28.7755    0.9965
57.88        5.567        0.72        1        2150870.1172    1.7071       100    68.9836    1.009    73.5438    0.071       522.514      28.7858    0.9964
58.48        5.7023        0.76        1        2143089.5996    1.7162       100    68.9379    0.966    73.1618    0.061       526.5828      28.7967    0.9964
59.08        5.8399        0.8        1        2135306.3965    1.724       100    68.8943    0.924    72.7769    0.059       530.7478      28.8082    0.9964
59.68        5.9799        0.85        1        2127506.5918    1.7348       100    68.8532    0.886    72.3895    0.056       535.0219      28.8203    0.9963
60.28        6.1222        0.89        1        2119698.2422    1.7447       100    68.8144    0.853    72.0029    0.05       539.347      28.833    0.9963
60.9        6.2717        0.94        1        2111943.1152    1.7505       100    68.7775    0.82    71.6131    0.048       543.7652      28.8463    0.9962
61.52        6.4237        0.99        1        2103902.832    1.7614       100    68.7404    0.784    71.2101    0.046       548.473      28.8608    0.9962
62.14        6.5783        1.05        1        2095825.1953    1.7692       100    68.7056    0.752    70.8057    0.047       553.2384      28.8759    0.9961
62.76        6.7354        1.11        1        2087793.457    1.7771       100    68.6729    0.722    70.4003    0.046       558.0786      28.8916    0.9961
63.38        6.895        1.16        1        2079755.3711    1.7886       100    68.6417    0.694    69.9954    0.038       563.0161      28.908    0.996
64        7.0572        1.22        1        2071710.9375    1.7967       100    68.6123    0.669    69.5888    0.034       568.037      28.9252    0.996
64.62        7.222        1.29        1        2063669.1895    1.8046       100    68.5839    0.642    69.1811    0.03       573.1173      28.943    0.9959
65.24        7.3893        1.35        1        2055642.0898    1.8151       100    68.557    0.616    68.773    0.028       578.3062      28.9615    0.9958
65.86        7.5592        1.42        1        2047580.9326    1.8257       100    68.5317    0.593    68.3642    0.024       583.5667      28.9806    0.9958
