Time    Altitude    Dwnrg Dst    Stage    Mass    TWR    Throt    AZ(cmd)    HAOA    Pitch    VAOA    Surfvel    Orbvel    Incl    Ecctr    
288.559724807739    166.689514414747    388.616096518146    3    526284.423828125    0.990778302039118    100    88.7055670089833    1.10098371615192    8.60576545071504    13.0030081349988    3063.41772847342    3475.94851865102    28.789432293084    0.806729954420279    
289.3597240448    167.09101512966    390.913861883243    3    525326.049804688    0.994722427897147    100    88.7163844138733    1.0972290824765    8.53870711926858    13.0301306782042    3069.65358806716    3482.29251283782    28.7895163139959    0.805938665967641    
290.119723320007    167.490120367766    393.216679782945    3    524365.966796875    0.995937487163978    100    88.7272261627311    1.09227206914949    8.47204085706778    13.0557517632158    3075.87626273324    3488.62229023032    28.7895988403662    0.805147821751336    
290.899722576141    167.886835451929    395.524561918904    3    523409.606933594    0.997255990043031    100    88.7381083524199    1.08912755329206    8.4055712174161    13.0816079458142    3082.14537809507    3494.9972370922    28.7896802395989    0.804351048037934    
291.679721832275    168.281169129645    397.837529889565    3    522450.073242188    1.00093482382629    100    88.7490278323444    1.0857719106734    8.33948385786204    13.1076714079567    3088.42296053946    3501.37953036047    28.7897611811842    0.803552401202827    
292.479721069336    168.673120177869    400.155581002264    3    521493.103027344    1.0008768275382    100    88.7599756007139    1.08036343855164    8.27367302203396    13.1323479254873    3094.72144576343    3507.78157542925    28.7898408543602    0.802750529167007    
293.239720344543    169.062699511685    402.478740998337    3    520535.461425781    1.00347829693334    100    88.7709495581826    1.07583316891807    8.20816183105377    13.1573830880392    3101.06226948485    3514.22473373996    28.7899193080756    0.801943101396993    
294.019719600677    169.449909950631    404.807016657327    3    519575.866699219    1.00512835144007    100    88.7819746843998    1.07331196335794    8.14302078159004    13.1825647317058    3107.39659742129    3520.66037038024    28.7899966623965    0.801135375654111    
294.799718856812    169.834754351959    407.140415514676    3    518619.689941406    1.00629763616354    100    88.793021889561    1.06948686150987    8.07809578157223    13.20661247345    3113.76771105683    3527.13160354666    28.7900735277533    0.800322661334729    
295.599718093872    170.217240540856    409.478955864635    3    517661.743164063    1.00882484903218    100    88.804100993913    1.06490057749041    8.01351998991576    13.2308688101365    3120.16355582645    3533.626440563    28.7901492044865    0.799506240452972    
296.35971736908    170.597376612268    411.822657427313    3    516703.308105469    1.0109482300141    100    88.8152155617821    1.06144686116532    7.94927360648516    13.2549411962131    3126.59176790197    3540.15249169667    28.790223840387    0.798685268290597    
297.139716625214    170.975161290147    414.171517152786    3    515744.262695313    1.01240275957598    100    88.8263671009556    1.05771104720603    7.88536401664301    13.2780253150106    3133.00205502789    3546.65967689078    28.7902974958367    0.797865208199247    
297.919715881348    171.350600914362    416.525550101271    3    514789.672851563    1.01428148778351    100    88.8375472187116    1.05301298734976    7.82161439823437    13.3008956006514    3139.47701764305    3553.23028552478    28.7903702454966    0.79703702710925    
298.719715118408    171.723706224965    418.884782422897    3    513829.895019531    1.01638088159522    100    88.8487507901426    1.04928714540783    7.75831111804592    13.3244124460641    3145.96644937054    3559.81430326019    28.7904419742593    0.796206202242924    
299.479714393616    172.094482459588    421.249227635473    3    512871.032714844    1.01845430735261    100    88.8600004446436    1.04538056837329    7.69531453775026    13.3463741627561    3152.47986743109    3566.42123002071    28.7905128500389    0.795371664227743    
300.25971364975    172.462929662094    423.618884288903    3    511912.689208984    1.02028058121434    100    88.8712802372306    1.04091831365615    7.6326016335172    13.3689556995471    3158.99712458571    3573.03101089828    28.7905825398013    0.79453561235328    
301.039712905884    172.829055618852    425.993772408342    3    510955.902099609    1.02228826868114    100    88.8825975057875    1.03670120264358    7.57014306055233    13.3905263012624    3165.56191233554    3579.68716155201    28.7906513360488    0.793693232572933    
301.839712142944    173.192867139149    428.373908561952    3    509996.124267578    1.0243438590223    100    88.89393420143    1.03328622221719    7.50807219095803    13.4116169432379    3172.12520025575    3586.34087203672    28.7907190287891    0.792849896519146    
302.599711418152    173.554364835476    430.759293106757    3    509039.794921875    1.02513339636169    100    88.9053306741064    1.02963154769041    7.4462155069947    13.4330811937563    3178.71671214184    3593.02174647123    28.7907859402583    0.792002320026001    
303.379710674286    173.913554062343    433.149939106969    3    508082.489013672    1.0271851196547    100    88.9167422149921    1.02561873542277    7.38467590848506    13.4547109296191    3185.32442421555    3599.71781125108    28.7908517380263    0.791151827164558    
304.15970993042    174.270446685124    435.545876852175    3    507125.457763672    1.02982560647117    100    88.9281962989207    1.02221206695809    7.32343806743739    13.4755014199359    3191.99482582363    3606.4753965787    28.7909170075633    0.79029320837765    
304.95970916748    174.625047660661    437.947117725625    3    506164.123535156    1.03144855302893    100    88.9396719198562    1.01803646644731    7.26264601846952    13.4960015805335    3198.6561939028    3613.22305400649    28.7909810718045    0.789434446008976    
305.719708442688    174.977359075089    440.353667221568    3    505206.390380859    1.03422875859662    100    88.9511758788853    1.01398816292986    7.20203305653794    13.5150861360329    3205.33592447954    3619.98809313412    28.7910441461049    0.788572466173867    
306.499707698822    175.327383503926    442.765530204493    3    504249.664306641    1.03617752874469    100    88.9627292395908    1.00953322085113    7.14170383854282    13.5346691189393    3212.04037749598    3626.77686250334    28.7911062647914    0.787706536197278    
307.279706954956    175.675129422173    445.182727780951    3    503292.083740234    1.03743942732333    100    88.9743176567182    1.00543503500145    7.08168947537946    13.5545151004613    3218.77252096038    3633.5923174312    28.79116736766    0.786836315618025    
308.079706192017    176.0206023302    447.605273703351    3    502334.136962891    1.03940713696321    100    88.9859413665817    1.00235961347448    7.02198883062638    13.5738485230044    3225.52728028345    3640.42941184851    28.7912276319124    0.785962354599397    
308.839705467224    176.36380723432    450.033179950985    3    501376.129150391    1.04098422200876    100    88.997592979928    0.998239466933882    6.96259331966141    13.5930135702436    3232.29610566988    3647.27964066222    28.7912869827423    0.78508559857413    
309.619704723358    176.70474696431    452.466453317811    3    500419.494628906    1.04286835704855    100    89.0092808213335    0.994236226335957    6.90346265347308    13.6115575956227    3239.09680582312    3654.16074987173    28.7913454047995    0.784204024056531    
310.399703979492    177.043433300637    454.905123306862    3    499460.876464844    1.04562340954623    100    89.0209956194101    0.990450563121939    6.84467364653543    13.6297465444166    3245.92764112614    3661.07102453774    28.7914029220126    0.783317793568486    
311.199703216553    177.379869129345    457.349196467238    3    498502.227783203    1.047636331317    100    89.0327479852808    0.9877630145713    6.78620122289875    13.6477600234912    3252.77314449691    3667.99505426787    28.7914594858918    0.782428656216328    
311.95970249176    177.714060274569    459.798687617579    3    497544.250488281    1.04966022793165    100    89.0445360809979    0.983238666729932    6.72800398572844    13.6647200602701    3259.65338913373    3674.95285086435    28.7915155169151    0.781534302943381    
312.739701747894    178.046014044682    462.253614261388    3    496584.564208984    1.05297217020195    100    89.0563480500108    0.979044048172199    6.67016054133805    13.6818313508291    3266.53707473917    3681.91324132805    28.7915701639521    0.780638287374612    
313.519701004028    178.375730358199    464.713975107791    3    495627.960205078    1.05366337675735    100    89.0682123317235    0.975264836684701    6.61251925990982    13.699207511208    3273.44624051184    3688.89818792437    28.7916239503559    0.779738082313064    
314.319700241089    178.703217546962    467.179791713134    3    494670.318603516    1.0557074512216    100    89.0801097794526    0.972096205945277    6.55519671590267    13.7157762580559    3280.38276651052    3695.90956788635    28.7916769907221    0.778833456897267    
315.079699516296    179.028481582291    469.651078359592    3    493712.310791016    1.05775929203208    100    89.0920178561194    0.967199803920565    6.49817869175138    13.7324357480983    3287.34216597826    3702.94292850527    28.7917291994975    0.77792489604366    
315.85969877243    179.351527936427    472.127848692901    3    492754.364013672    1.05926937567891    100    89.1039858200652    0.963605766679692    6.44147086997073    13.7484158694332    3294.32435301057    3709.99818672429    28.7917801045014    0.777012401097095    
316.639698028564    179.672362261934    474.61011626328    3    491796.356201172    1.06193126766758    100    89.1159938131043    0.960687999168655    6.38505485100403    13.7640705027415    3301.32610144835    3717.07213486366    28.7918305568132    0.776096325166417    
317.439697265625    179.990987261869    477.097886930989    3    490839.050292969    1.06332194535196    100    89.1280091065181    0.955847847818305    6.32890800652926    13.7799987676987    3308.34350690734    3724.16089557414    28.7918799079358    0.775177102907395    
318.199696540833    180.307411466392    479.591182370727    3    489881.927490234    1.06582442753301    100    89.1400791394487    0.951560433989329    6.2730465105474    13.7954358944042    3315.3924110485    3731.2802587059    28.7919284091527    0.774252883180085    
318.979695796967    180.62164080847    482.090016979627    3    488924.31640625    1.06801645312437    100    89.1521774890453    0.947368030746375    6.21750435279739    13.8110748924972    3322.46853539154    3738.42597188535    28.7919758612887    0.773324137659057    
319.759695053101    180.933680606317    484.594404081419    3    487966.217041016    1.06971948844386    100    89.1643148823375    0.944624321446909    6.16227033763518    13.8256230798204    3329.56770611063    3745.59388119712    28.7920226210146    0.772391334324336    
320.559694290161    181.243536874295    487.104358430424    3    487007.843017578    1.0722883740117    100    89.1764822994065    0.94107166524681    6.10732792812169    13.839635032461    3336.68879095478    3752.78286861317    28.7920686045687    0.77145458517645    
321.319693565369    181.55122123609    489.61990962129    3    486049.133300781    1.07527480317503    100    89.1886835111939    0.937029515797207    6.05269175050965    13.8535706192411    3343.8557664607    3760.01684227374    28.7921138719159    0.770511049829857    
322.099692821503    181.856734910236    492.141059839483    3    485088.836669922    1.07693671580963    100    89.2009169740065    0.933052014777246    5.99841391781975    13.8669658982276    3351.02113185494    3767.24846044541    28.7921578866699    0.769566299815696    
322.879692077637    182.160081161417    494.667816589721    3    484130.676269531    1.07964846403966    100    89.2131837710877    0.929530307417281    5.94434012670557    13.8798812150078    3358.18622550367    3774.47906425273    28.7922011527843    0.768620175636477    
323.679691314697    182.461261454459    497.200182143889    3    483175.964355469    1.08101196389452    100    89.2254949783309    0.924742152999983    5.89045577501038    13.8930699482282    3365.40307185389    3781.76052572389    28.792243692258    0.767666504836577    
324.439690589905    182.760293441191    499.738203135244    3    482216.461181641    1.0833318781078    100    89.2378315826376    0.921116704219074    5.83699144844944    13.9063180833695    3372.65395122341    3789.07518252708    28.792285139653    0.766707362180512    
325.219689846039    183.057172353004    502.28186555804    3    481257.415771484    1.08487383802132    100    89.2502185183866    0.91805187574451    5.78384240220392    13.9186408966101    3379.88287629585    3796.36722617451    28.7923257971141    0.765749390643976    
325.999689102173    183.351908293504    504.831195014505    3    480302.490234375    1.08703081376118    100    89.2626351209423    0.914061507770441    5.73083437897176    13.9304696859233    3387.19287129891    3803.73938425085    28.7923658853606    0.764780288298725    
326.799688339233    183.644512194566    507.386219066919    3    479340.911865234    1.0907806023248    100    89.2750777728101    0.910177726809607    5.67831819072553    13.9431650644178    3394.49495358776    3811.10294255798    28.792404844579    0.763810658495643    
327.559687614441    183.934984592998    509.946939175133    3    478383.30078125    1.09177017653332    100    89.287568726598    0.907664659861325    5.62597435790637    13.9542737608126    3401.82150224479    3818.4901927097    28.7924430883999    0.762836615631287    
328.339686870575    184.223328848423    512.513361405108    3    477425.811767578    1.0941430158936    100    89.3000872366631    0.903064318466932    5.5739129068136    13.9661009381165    3409.16180869416    3825.89046131994    28.792480553324    0.761859433701394    
329.119686126709    184.509552922436    515.085506940484    3    476468.719482422    1.09618059970219    100    89.3126337077363    0.898068223668744    5.52211834327264    13.9772404957534    3416.53565442924    3833.32348966989    28.792517062633    0.760876702873934    
329.91968536377    184.793663886865    517.663392280157    3    475510.772705078    1.09783446308257    100    89.3252382988127    0.89442704708145    5.47065362287147    13.9888730990927    3423.93266356301    3840.7789275102    28.7925526562095    0.759889666013282    
330.679684638977    185.07566738606    520.247032497882    3    474552.795410156    1.09977980743001    100    89.3378662363441    0.891497698596325    5.41946254978097    13.9992959629936    3431.3573306886    3848.26126849127    28.7925876232044    0.758897751880115    
331.459683895111    185.355572493971    522.836450742056    3    473594.024658203    1.10358476415083    100    89.3505269485875    0.887067353597686    5.36858420249881    14.0091609258592    3438.80913189807    3855.7700018778    28.792621746616    0.757900997103059    
332.239683151245    185.633377575415    525.431640012471    3    472635.7421875    1.10474705708697    100    89.3632177433401    0.883397924528921    5.31798517348767    14.0191940065257    3446.24747814163    3863.26465636749    28.7926548248035    0.756904328856146    
333.039682388306    185.909092535333    528.032625939855    3    471680.6640625    1.10722182700528    100    89.3759620316969    0.880082330710948    5.26755523034814    14.0296433322018    3453.75390139527    3870.82654531644    28.7926873831891    0.755897797427833    
333.799681663513    186.182726106612    530.639431728726    3    470720.886230469    1.10954201032587    100    89.3887333395286    0.875951737812045    5.21756575378056    14.0387990897048    3461.26795616519    3878.39538926347    28.7927190361961    0.754888759426522    
334.579680919647    186.454282375235    533.252066500983    3    469762.908935547    1.11104126133314    100    89.4015276917726    0.872329453110027    5.16780133968319    14.0474590095894    3468.80749262027    3885.98901147892    28.7927498668951    0.753874997396922    
335.359680175781    186.723770546899    535.870553388662    3    468804.443359375    1.11500299274447    100    89.4143742323592    0.868427167476142    5.11833322118858    14.0563949975112    3476.3814400607    3893.61631587801    28.7927799897078    0.752855402636129    
336.159679412842    186.99119197797    538.494895070141    3    467845.367431641    1.11650636739999    100    89.4272490290663    0.865210413605539    5.06917680715988    14.0645467157313    3483.95056107897    3901.23817640106    28.7928091285743    0.751834786757243    
336.919678688049    187.256552196329    541.125104344214    3    466888.946533203    1.11873459238539    100    89.4401674275369    0.861492335140326    5.02019894360735    14.0730377376605    3491.54687663544    3908.8865384893    28.7928376197211    0.750809189894707    
337.699677944183    187.519857125556    543.761195959182    3    465932.556152344    1.12037391607908    100    89.4531121965096    0.85752510267416    4.97151984349375    14.0819298580535    3499.18899003247    3916.57996126555    28.7928653504298    0.749776288497098    
338.479677200317    187.781121761531    546.403210316074    3    464972.595214844    1.12358250429816    100    89.4660984315152    0.853335584320092    4.92321522588189    14.0896846112465    3506.85796140461    3924.29955944938    28.7928922833132    0.748738399893805    
339.279676437378    188.040343763499    549.051138369259    3    464013.824462891    1.12568209774551    100    89.4791193077594    0.849513085101918    4.87518586056649    14.0966189985158    3514.52404456077    3932.01567590218    28.7929183934435    0.747699196428983    
340.039675712585    188.297529261743    551.704995147526    3    463057.037353516    1.12799111910766    100    89.4921792574089    0.845730134697533    4.82734343718606    14.1039728895654    3522.2119035913    3939.7529162861    28.7929436224627    0.746655605042166    
340.819674968719    188.552684547282    554.364796140408    3    462100.891113281    1.13063291449994    100    89.5052838286206    0.842299068579024    4.77977647615464    14.111518213684    3529.94133352382    3947.53103105248    28.792968181626    0.745605131877132    
341.599674224854    188.805818254864    557.030563325679    3    461142.547607422    1.13111502658431    100    89.5184177538719    0.839204468568511    4.73254590415469    14.1189552593678    3537.69630445185    3955.33403300197    28.792992035657    0.744549758418715    
342.399673461914    189.056942401371    559.702329685311    3    460183.349609375    1.1357502115641    100    89.5315839504785    0.834765944106962    4.68562495024797    14.1242160602906    3545.49203372747    3963.17711579339    28.7930151899037    0.743487540387734    
343.159672737122    189.306056405098    562.38009020018    3    459223.602294922    1.13752711474725    100    89.5447805350797    0.830895094157086    4.63902073725963    14.1297668938631    3553.27470148136    3971.00660016958    28.7930373951087    0.742425222328307    
343.939671993256    189.553167132418    565.063862186598    3    458267.150878906    1.14029161180064    100    89.5580169900253    0.826980559939813    4.59255464644069    14.1355412113691    3561.10891842584    3978.88694339947    28.7930589826223    0.741354656579238    
