Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
0.9        0.4005        0        1        2890737.3047    1.1893       100    7.8147    -177.312    86.6492    3.234       407.7368      28.6443    0.9973
1.38        0.4015        0        1        2882919.4336    1.1937       100    214.631    32.697    89.4117    0.454       407.7303      28.6443    0.9973
1.88        0.403        0        1        2876170.6543    1.1957       100    195.3814    20.169    88.247    1.648       407.7315      28.6443    0.9973
2.38        0.405        0        1        2869698.4863    1.1987       100    192.3173    6.407    87.9773    1.612       407.8344      28.6444    0.9973
2.88        0.4074        0        1        2863210.9375    1.2013       100    12.0778    -179.133    85.9546    2.509       407.8024      28.6443    0.9973
3.38        0.4102        0        1        2856708.4961    1.2037       100    167.1859    -26.006    89.0553    -1.16       407.7027      28.6445    0.9973
3.88        0.4136        0        1        2850221.9238    1.2063       100    188.3154    -6.496    84.0089    3.973       407.5742      28.6448    0.9973
4.38        0.4175        0        1        2843764.4043    1.2083       100    191.2544    -5.006    80.464    7.944       407.5058      28.645    0.9973
4.88        0.4219        0        1        2837278.5645    1.2115       100    192.6992    -4.358    79.9015    8.859       407.4924      28.645    0.9973
5.76        0.4308        0        1        2826901.8555    1.2168       100    193.9712    -1.76    81.0168    8.256       407.4239      28.6454    0.9973
6.34        0.4376        0        1        2819371.0938    1.2194       100    194.5693    10.788    80.353    9.491       407.4627      28.6454    0.9973
6.9        0.4452        0.01        1        2811848.1445    1.2237       100    194.3348    160.077    81.3152    8.536       407.5634      28.6452    0.9973
7.48        0.4534        0.01        1        2804306.1523    1.2278       100    193.6424    161.803    82.7796    7.073       407.6466      28.6451    0.9973
8.06        0.4624        0.01        1        2796783.2031    1.2309       100    193.1941    153.133    83.7328    6.191       407.692      28.6451    0.9973
8.64        0.4719        0.01        1        2789274.9023    1.2343       100    193.2814    145.235    84.1615    5.781       407.7332      28.6451    0.9973
9.2        0.482        0.01        1        2781995.3613    1.238       100    193.4595    149.457    84.4605    5.46       407.7868      28.6451    0.9973
9.76        0.4929        0.01        1        2774723.1445    1.2412       100    193.4956    151.878    84.7846    5.114       407.8541      28.6451    0.9973
10.32        0.5045        0.01        1        2767468.75    1.2442       100    193.374    151.334    85.1241    4.77       407.9287      28.6451    0.9973
10.88        0.5169        0.01        1        2760208.9844    1.2485       100    193.2104    149.064    85.4345    4.467       408.0063      28.6451    0.9973
11.44        0.53        0.01        1        2752941.8945    1.2506       100    193.1272    145.328    85.7046    4.208       408.0872      28.6451    0.9973
12        0.5439        0.01        1        2745673.0957    1.255       100    193.0647    141.528    85.9338    3.988       408.1744      28.6451    0.9973
12.56        0.5586        0.02        1        2738393.5547    1.2597       100    193.0178    137.865    86.1401    3.788       408.2667      28.6451    0.9973
13.12        0.5741        0.02        1        2731127.4414    1.2629       100    192.9712    134.589    86.3253    3.61       408.3658      28.6451    0.9973
13.68        0.5904        0.02        1        2723861.5723    1.2671       100    192.9143    130.833    86.495    3.447       408.4706      28.6451    0.9973
14.24        0.6075        0.02        1        2716595.7031    1.27       100    192.8799    126.486    86.6494    3.299       408.5813      28.6451    0.9973
14.8        0.6255        0.02        1        2709329.834    1.2737       100    192.8669    123.083    86.7899    3.165       408.6986      28.6451    0.9973
15.36        0.6443        0.02        1        2702076.9043    1.2765       100    192.8524    118.235    86.9188    3.041       408.8216      28.6451    0.9973
15.92        0.664        0.02        1        2694814.9414    1.2809       100    192.873    112.962    87.0379    2.926       408.9536      28.6451    0.9973
16.48        0.6845        0.02        1        2687549.3164    1.2842       100    192.881    108.374    87.1495    2.819       409.0921      28.6451    0.9973
17.04        0.7059        0.02        1        2680275.8789    1.2894       100    192.9151    104.182    87.2531    2.72       409.2418      28.6451    0.9973
17.6        0.7282        0.02        1        2672980.7129    1.2949       100    192.9448    100.783    87.3512    2.626       409.3944      28.6451    0.9973
18.16        0.7514        0.03        1        2665726.3184    1.2975       100    193.0365    98.099    87.4402    2.539       409.5548      28.6451    0.9973
18.72        0.7755        0.03        1        2658468.2617    1.302       100    193.134    94.911    87.5245    2.457       409.7263      28.6451    0.9973
19.28        0.8005        0.03        1        2651192.1387    1.3058       100    193.2097    92.82    87.6044    2.38       409.9063      28.6451    0.9973
19.84        0.8265        0.03        1        2643917.7246    1.309       100    193.346    87.966    87.6807    2.306       410.0917      28.6451    0.9973
20.4        0.8535        0.03        1        2636668.9453    1.3136       100    193.4905    82.387    87.7508    2.237       410.2882      28.6451    0.9973
20.96        0.8814        0.03        1        2629404.541    1.3178       100    193.6401    80.413    87.8175    2.171       410.4952      28.6451    0.9973
