Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
0.58        0.1885        0        1        2845596.9238        1.2011        100        106.8842        0        52.1857        0        408.0763        28.6084        0.9973
1.04        0.1892        0        1        2839616.2109        1.2064        100        124.1908        0        78.335        0        408.1423        28.6084        0.9973
1.48        0.1902        0        1        2833882.0801        1.2096        100        92.874        0        82.71        0        408.2522        28.6084        0.9973
1.94        0.1918        0        1        2827915.7715        1.2127        100        54.8397        0        81.2918        0        408.3268        28.6084        0.9973
2.4        0.1938        0        1        2821946.5332        1.2161        100        51.864        0        82.0682        0        408.293        28.6084        0.9973
2.86        0.1962        0        1        2815977.5391        1.2168        100        68.917        0        85.2261        0        408.2089        28.6084        0.9973
3.32        0.1991        0        1        2810024.1699        1.2181        100        105.1525        0        87.1078        0        408.137        28.6084        0.9973
3.78        0.2024        0        1        2804057.6172        1.2212        100        140.4349        0        87.3433        0        408.0999        28.6084        0.9973
4.24        0.2062        0        1        2798089.3555        1.2234        100        157.5546        0        87.1311        0        408.0872        28.6085        0.9973
5        0.2135        0        1        2788749.0234        1.2287        100        169.3711        0        86.7044        0        408.0195        28.6086        0.9973
5.52        0.2194        0        1        2782018.5547        1.2311        100        179.5459        0        85.4012        0        407.9883        28.6087        0.9973
6.04        0.2258        0        1        2775268.3105        1.2346        100        183.1377        0        85.3491        0        408.0398        28.6086        0.9973
6.56        0.2327        0        1        2768525.3906        1.2373        100        182.3865        0        86.2731        0        408.1113        28.6085        0.9973
7.08        0.24        0        1        2761767.0898        1.2422        100        180.3544        0        86.9599        0        408.1615        28.6085        0.9973
7.6        0.2483        0        1        2754993.1641        1.2466        100        180.1262        0        87.262        0        408.1893        28.6085        0.9973
8.12        0.2572        0        1        2748260.9863        1.2478        100        181.6848        0        87.3746        0        408.2175        28.6086        0.9973
8.64        0.2667        0        1        2741538.5742        1.2512        100        183.3466        0        87.4583        0        408.2581        28.6086        0.9973
9.16        0.2769        0        1        2734785.4004        1.2533        100        184.5169        0        87.5721        0        408.3089        28.6086        0.9973
9.68        0.2878        0        1        2728044.9219        1.2559        100        185.3032        0        87.6943        0        408.3661        28.6086        0.9973
10.2        0.2994        0.01        1        2721277.3438        1.2625        100        186.0404        0        87.8085        0        408.4288        28.6086        0.9973
10.72        0.3117        0.01        1        2714511.2305        1.2663        100        186.8003        0        87.9021        0        408.494        28.6086        0.9973
11.24        0.3247        0.01        1        2707770.5078        1.2695        100        187.5655        0        87.976        0        408.5653        28.6086        0.9973
11.76        0.3384        0.01        1        2701017.5781        1.2731        100        188.2801        0        88.0395        0        408.6425        28.6086        0.9973
12.28        0.3528        0.01        1        2694276.3672        1.275        100        188.9013        0        88.0947        0        408.7269        28.6086        0.9973
12.8        0.3679        0.01        1        2687524.1699        1.2782        100        189.4631        0        88.1464        0        408.8173        28.6086        0.9973
13.32        0.3838        0.01        1        2680781.9824        1.282        100        189.9608        0        88.1919        0        408.9153        28.6086        0.9973
13.84        0.4005        0.01        1        2674030.7617        1.2853        100        190.4148        0        88.2364        0        409.0188        28.6086        0.9973
14.36        0.4179        0.01        1        2667287.3535        1.2891        100        190.868        0        88.2773        0        409.1302        28.6086        0.9973
14.88        0.4361        0.01        1        2660537.5977        1.2926        100        191.295        0        88.3153        0        409.247        28.6086        0.9973
15.4        0.455        0.01        1        2653792.7246        1.2965        100        191.7136        0        88.3504        0        409.3732        28.6086        0.9973
15.92        0.4748        0.01        1        2647045.166        1.2999        100        192.0578        0        88.3826        0        409.5047        28.6086        0.9973
16.44        0.4953        0.01        1        2640313.9648        1.3029        100        192.3915        0        88.4117        0        409.6445        28.6087        0.9973
16.96        0.5167        0.01        1        2633568.8477        1.3069        100        192.7439        0        88.4421        0        409.792        28.6087        0.9973
17.48        0.5389        0.01        1        2626837.8906        1.3095        100        193.0497        0        88.4715        0        409.9498        28.6087        0.9973
18        0.5619        0.01        1        2620086.1816        1.3151        100        193.2614        0        88.5        0        410.118        28.6087        0.9973
18.52        0.5857        0.01        1        2613309.082        1.3203        100        193.5689        0        88.5275        0        410.2901        28.6087        0.9973
19.04        0.6104        0.01        1        2606567.627        1.3236        100        193.9157        0        88.5492        0        410.4709        28.6087        0.9973
19.56        0.636        0.01        1        2599833.0078        1.3283        100        194.1657        0        88.5726        0        410.6628        28.6087        0.9973
20.08        0.6624        0.02        1        2593082.7637        1.3317        100        194.4124        0        88.5947        0        410.8648        28.6087        0.9973
20.6        0.6898        0.02        1        2586319.8242        1.3353        100        194.7037        0        88.6171        0        411.0748        28.6087        0.9973
21.12        0.718        0.02        1        2579587.4023        1.3387        100        194.9469        0        88.6382        0        411.2921        28.6087        0.9973
21.64        0.7471        0.02        1        2572865.2344        1.3426        100        195.1584        0        88.6593        0        411.5215        28.6087        0.9973
22.16        0.7771        0.02        1        2566111.8164        1.3464        100        195.4586        0        88.6779        0        411.7601        28.6088        0.9973
22.68        0.8081        0.02        1        2559371.582        1.35        100        195.7426        0        88.6959        0        412.0122        28.6088        0.9973
23.2        0.84        0.02        1        2552617.9199        1.356        100        195.9458        0        88.7134        0        412.2744        28.6088        0.9973
23.72        0.8728        0.02        1        2545877.4414        1.3606        100        196.1612        0        88.7321        0        412.5496        28.6088        0.9973
24.34        0.9133        0.02        1        2539115.7227        1.3663        100        196.3985        0        88.7491        0        412.7549        28.6088        0.9973
24.94        0.9537        0.02        1        2531325.6836        1.3715        100        201.892        0        88.7164        0        412.9688        28.6088        0.9973
25.54        0.9955        0.02        1        2523556.3965        1.3755        100        206.1017        0        88.685        0        413.4337        28.6088        0.9973
26.14        1.0385        0.02        1        2515768.0664        1.3817        100        202.6343        0        88.7502        0        414.1061        28.6088        0.9973
26.74        1.0829        0.02        1        2507970.9473        1.386        100        192.2558        0        88.8603        0        414.915        28.6088        0.9973
27.36        1.1302        0.03        1        2500194.3359        1.3905        100        175.7954        0        88.9302        0        415.926        28.6088        0.9973
28.02        1.1822        0.03        1        2491899.9023        1.3978        100        153.6707        0        88.8724        0        417.3118        28.6087        0.9973
28.66        1.2342        0.03        1        2483596.1914        1.4019        100        128.7978        0        88.5128        0        418.734        28.6086        0.9973
29.3        1.2879        0.03        1        2475281.9824        1.4087        100        115.7407        0        88.0244        0        420.0687        28.6086        0.9973
29.94        1.3431        0.03        1        2466970.2148        1.4156        100        109.1491        0        87.5776        0        421.4059        28.6085        0.9973
30.56        1.3983        0.03        1        2458666.2598        1.4211        100        104.921        0        87.1468        0        422.7869        28.6085        0.9973
31.2        1.4569        0.03        1        2450362.3047        1.4278        100        101.9234        0        86.7174        0        424.1953        28.6084        0.9973
31.84        1.5172        0.03        1        2442058.3496        1.4329        100        99.6741        0        86.3045        0        425.6209        28.6084        0.9973
32.48        1.5792        0.04        1        2433767.5781        1.438        100        97.9941        0        85.9134        0        427.0657        28.6084        0.9972
33.12        1.6429        0.04        1        2425466.0645        1.4448        100        96.6745        0        85.546        0        428.5335        28.6083        0.9972
33.76        1.7085        0.04        1        2417166.5039        1.4509        100        95.6379        0        85.2002        0        430.0249        28.6083        0.9972
34.4        1.7758        0.05        1        2408836.6699        1.4592        100        94.7795        0        84.8781        0        431.5474        28.6083        0.9972
34.96        1.8363        0.05        1        2400522.4609        1.4655        100        94.0777        0        84.5711        0        432.7906        28.6082        0.9972
35.52        1.8981        0.06        1        2393272.4609        1.4705        100        93.6327        0        84.3458        0        434.1189        28.6082        0.9972
36.06        1.9591        0.06        1        2386264.4043        1.4769        100        93.1816        0        84.1314        0        435.4863        28.6082        0.9972
36.6        2.0215        0.07        1        2379241.2109        1.4814        100        92.6928        0        83.8956        0        436.9096        28.6082        0.9972
37.14        2.0852        0.08        1        2372243.4082        1.4867        100        92.229        0        83.6494        0        438.3731        28.6081        0.9972
37.68        2.1503        0.08        1        2365247.0703        1.4926        100        91.823        0        83.4021        0        439.8868        28.6081        0.9971
38.22        2.2168        0.09        1        2358240.7227        1.4981        100        91.4455        0        83.1547        0        441.46        28.6081        0.9971
38.76        2.2847        0.1        1        2351234.1309        1.5032        100        91.0938        0        82.8997        0        443.0865        28.6081        0.9971
39.3        2.354        0.11        1        2344237.0605        1.5092        100        90.766        0        82.6397        0        444.7687        28.6081        0.9971
39.84        2.4247        0.12        1        2337240.4785        1.5155        100        90.4572        0        82.3736        0        446.5274        28.6081        0.9971
40.38        2.497        0.13        1        2330204.834        1.5234        100        90.174        0        82.1027        0        448.3409        28.6081        0.9971
40.92        2.5706        0.14        1        2323190.918        1.529        100        89.8924        0        81.828        0        450.1923        28.6081        0.9971
41.46        2.6458        0.15        1        2316200.9277        1.5357        100        89.6409        0        81.5508        0        452.1165        28.6081        0.997
42        2.7225        0.16        1        2309195.5566        1.5416        100        89.4143        0        81.2672        0        454.1077        28.6081        0.997
42.54        2.8006        0.17        1        2302188.9648        1.546        100        89.1995        0        80.9778        0        456.1608        28.6081        0.997
43.08        2.8803        0.18        1        2295182.6172        1.5529        100        88.9917        0        80.6847        0        458.2764        28.6082        0.997
43.62        2.9616        0.2        1        2288176.2695        1.5598        100        88.7944        0        80.3881        0        460.4582        28.6082        0.997
44.16        3.0444        0.21        1        2281165.2832        1.567        100        88.6098        0        80.0873        0        462.7149        28.6082        0.997
44.7        3.1287        0.23        1        2274143.3105        1.5738        100        88.4367        0        79.7824        0        465.0236        28.6083        0.9969
45.24        3.2147        0.24        1        2267150.3906        1.5793        100        88.2747        0        79.4735        0        467.3987        28.6084        0.9969
45.78        3.3022        0.26        1        2260150.3906        1.5859        100        88.1218        0        79.1609        0        469.8484        28.6085        0.9969
46.32        3.3914        0.28        1        2253144.043        1.5918        100        87.9772        0        78.8445        0        472.3671        28.6085        0.9969
46.86        3.4821        0.3        1        2246137.6953        1.5982        100        87.8403        0        78.5246        0        474.9557        28.6086        0.9969
47.4        3.5746        0.31        1        2239131.1035        1.6061        100        87.711        0        78.2012        0        477.6148        28.6088        0.9968
47.94        3.6686        0.34        1        2232125.2441        1.6128        100        87.5887        0        77.8745        0        480.337        28.6089        0.9968
48.48        3.7644        0.36        1        2225134.0332        1.6186        100        87.4731        0        77.5446        0        483.1355        28.609        0.9968
49.02        3.8618        0.38        1        2218126.2207        1.6266        100        87.3636        0        77.2116        0        486.0216        28.6092        0.9968
49.56        3.9609        0.4        1        2211105.4688        1.6339        100        87.2596        0        76.8757        0        488.9695        28.6094        0.9967
50.1        4.0617        0.43        1        2204101.5625        1.6405        100        87.1613        0        76.5368        0        491.9789        28.6096        0.9967
50.64        4.1643        0.45        1        2197111.8164        1.6481        100        87.0681        0        76.1952        0        495.0768        28.6098        0.9967
