Time     Altitude  Dwnrg Dst    Stage     Mass           TWR     Throt      AZ(cmd)     HOR AOA      Pitch   Vert AOA       Orbvel		   Incl       Ecctr
129.94       56.7347     62.03      2    653304.0771    0.9617       100    121.0369    0    29.2791    0       1844.8447      36.4532    0.9541
130.64       57.2503     62.95      2    638241.5966    1.0173       100    113.8277    0    23.5463    0       1849.0457      36.4679    0.9538
131.54       57.91     64.14      2    638241.5966    1.0207       100    113.8532    0    23.4067    0       1854.4907      36.4868    0.9534
132.44       58.5661     65.34      2    638241.5966    1.0231       100    113.8915    0    23.1993    0       1859.9855      36.5055    0.9529
133.36       59.2331     66.57      2    638241.5966    1.0254       100    113.9303    0    22.9896    0       1865.6501      36.5245    0.9525
134.26       59.8821     67.78      2    638241.5966    1.0278       100    113.9681    0    22.7863    0       1871.2373      36.5429    0.9521
135.16       60.5275     69      2    638241.5966    1.0311       100    114.0055    0    22.5849    0       1876.8853      36.5612    0.9516
136.06       61.1695     70.22      2    638241.5966    1.0334       100    114.0428    0    22.3855    0       1882.5482      36.5793    0.9512
136.96       61.808     71.45      2    638241.5966    1.0354       100    114.0798    0    22.1877    0       1888.2855      36.5974    0.9507
137.86       62.4431     72.69      2    638241.5966    1.0373       100    114.1166    0    21.9918    0       1894.0399      36.6152    0.9503
138.76       63.0748     73.93      2    638241.5966    1.0385       100    114.1532    0    21.7974    0       1899.8587      36.633    0.9499
139.66       63.703     75.18      2    638241.5966    1.0408       100    114.1896    0    21.6048    0       1905.7193      36.6506    0.9494
140.52       64.3003     76.38      2    638241.5966    1.0434       100    114.2257    0    21.4139    0       1911.3564      36.6674    0.949
141.38       64.8944     77.59      2    636985.5957    1.0455       100    114.2601    0    21.2328    0       1917.0289      36.684    0.9485
142.24       65.4855     78.81      2    635723.877    1.0474       100    114.2943    0    21.0532    0       1922.7264      36.7005    0.9481
143.12       66.0872     80.05      2    634463.2568    1.0493       100    114.3283    0    20.8749    0       1928.5591      36.7177    0.9477
143.98       66.6723     81.28      2    633171.9971    1.0507       100    114.3638    0    20.7017    0       1934.3771      36.7342    0.9472
144.84       67.254     82.51      2    631910.0342    1.0527       100    114.3972    0    20.5155    0       1940.2702      36.7472    0.9467
145.7       67.8323     83.75      2    630650.1465    1.0549       100    114.4254    0    20.3262    0       1946.2236      36.761    0.9463
146.54       68.394     85      2    629384.8267    1.058       100    114.455    0    20.1401    0       1952.2017      36.7753    0.9458
147.4       68.9658     86.25      2    628124.6948    1.0592       100    114.4854    0    19.9548    0       1958.2094      36.7893    0.9453
148.26       69.5342     87.51      2    626863.0371    1.0622       100    114.5153    0    19.7704    0       1964.299      36.8032    0.9449
149.12       70.0994     88.78      2    625598.5718    1.0646       100    114.5449    0    19.5872    0       1970.4058      36.817    0.9444
149.98       70.6612     90.05      2    624336.3647    1.0657       100    114.5744    0    19.4051    0       1976.5367      36.8307    0.9439
150.84       71.2197     91.33      2    623076.5991    1.0687       100    114.6039    0    19.2241    0       1982.7243      36.8444    0.9434
151.7       71.7749     92.62      2    621814.6362    1.0701       100    114.6333    0    19.0444    0       1988.9447      36.8581    0.943
152.56       72.3268     93.91      2    620554.3823    1.0718       100    114.6626    0    18.8658    0       1995.211      36.8717    0.9425
153.42       72.8754     95.21      2    619292.3584    1.0741       100    114.6919    0    18.6884    0       2001.5218      36.8853    0.942
154.28       73.4208     96.51      2    618029.4189    1.0774       100    114.7211    0    18.5121    0       2007.896      36.8988    0.9415
155.14       73.9628     97.83      2    616765.4419    1.0791       100    114.7503    0    18.3371    0       2014.2562      36.9122    0.941
156       74.5016     99.15      2    615507.1411    1.082       100    114.7793    0    18.163    0       2020.6877      36.9257    0.9405
156.86       75.0372     100.47      2    614245.3613    1.0844       100    114.8083    0    17.9901    0       2027.1864      36.9391    0.94
157.72       75.5695     101.8      2    612979.0649    1.0861       100    114.8372    0    17.8185    0       2033.6969      36.9524    0.9395
158.58       76.0986     103.14      2    611717.4072    1.0892       100    114.8661    0    17.6479    0       2040.2476      36.9657    0.939
159.44       76.6244     104.49      2    610455.7495    1.0915       100    114.8948    0    17.4783    0       2046.8402      36.9789    0.9384
160.3       77.147     105.84      2    609193.9087    1.0937       100    114.9235    0    17.3098    0       2053.4737      36.992    0.9379
161.16       77.6663     107.2      2    607931.7627    1.0951       100    114.9521    0    17.1424    0       2060.1463      37.0052    0.9374
162.02       78.1825     108.57      2    606669.5557    1.0967       100    114.9807    0    16.9761    0       2066.8568      37.0182    0.9369
162.88       78.6954     109.94      2    605407.4097    1.0987       100    115.0091    0    16.8109    0       2073.5918      37.0312    0.9363
163.74       79.2051     111.32      2    604147.7661    1.1011       100    115.0374    0    16.6466    0       2080.3718      37.0441    0.9358
164.6       79.7116     112.71      2    602887.6343    1.1032       100    115.0657    0    16.4835    0       2087.2103      37.057    0.9353
165.46       80.2149     114.1      2    601623.0469    1.1069       100    115.094    0    16.3215    0       2094.0899      37.0699    0.9347
166.32       80.715     115.5      2    600361.084    1.1088       100    115.1221    0    16.1605    0       2100.9884      37.0827    0.9342
167.18       81.2119     116.91      2    599099.8535    1.1114       100    115.1502    0    16.0005    0       2107.952      37.0954    0.9336
168.04       81.7056     118.32      2    597836.1816    1.114       100    115.1782    0    15.8417    0       2114.9063      37.108    0.9331
168.9       82.1961     119.75      2    596578.4912    1.1152       100    115.206    0    15.6837    0       2121.9342      37.1207    0.9325
169.76       82.6834     121.17      2    595316.5283    1.1178       100    115.2339    0    15.5269    0       2129.0015      37.1333    0.932
170.62       83.1676     122.61      2    594054.3213    1.1196       100    115.2616    0    15.3711    0       2136.1126      37.1458    0.9314
171.48       83.6487     124.05      2    592790.8325    1.1227       100    115.2894    0    15.2164    0       2143.2586      37.1583    0.9308
172.34       84.1265     125.5      2    591529.2969    1.1247       100    115.317    0    15.0627    0       2150.4293      37.1707    0.9303
173.2       84.6012     126.96      2    590268.0664    1.128       100    115.3445    0    14.91    0       2157.6638      37.1831    0.9297
174.06       85.0728     128.42      2    589004.7607    1.1308       100    115.3721    0    14.7583    0       2164.9068      37.1954    0.9291
174.92       85.5412     129.89      2    587745.0562    1.1329       100    115.3994    0    14.6076    0       2172.2068      37.2077    0.9285
175.78       86.0065     131.37      2    586483.0933    1.1356       100    115.4268    0    14.458    0       2179.5571      37.2199    0.9279
176.64       86.4686     132.86      2    585219.0552    1.1377       100    115.4541    0    14.3094    0       2186.9343      37.2321    0.9273
177.5       86.9276     134.35      2    583957.0312    1.1401       100    115.4813    0    14.1618    0       2194.3484      37.2443    0.9268
178.36       87.3835     135.85      2    582695.1294    1.1425       100    115.5085    0    14.0152    0       2201.8004      37.2563    0.9262
179.22       87.8363     137.35      2    581433.5327    1.1449       100    115.5356    0    13.8696    0       2209.2758      37.2684    0.9255
180.08       88.286     138.87      2    580173.2178    1.1475       100    115.5626    0    13.725    0       2216.8046      37.2804    0.9249
180.94       88.7325     140.39      2    578911.5601    1.1502       100    115.5896    0    13.5813    0       2224.4045      37.2923    0.9243
181.8       89.176     141.92      2    577645.2026    1.153       100    115.6165    0    13.4389    0       2231.9966      37.3042    0.9237
182.66       89.6164     143.45      2    576385.498    1.1557       100    115.6433    0    13.2972    0       2239.6469      37.3161    0.9231
183.52       90.0536     145      2    575122.1924    1.1587       100    115.6701    0    13.1565    0       2247.3306      37.3279    0.9225
184.38       90.4878     146.55      2    573861.084    1.1605       100    115.6969    0    13.0169    0       2255.0426      37.3396    0.9218
185.24       90.9189     148.1      2    572599.7925    1.1627       100    115.7235    0    12.8781    0       2262.8012      37.3514    0.9212
186.1       91.347     149.67      2    571337.9517    1.1652       100    115.7501    0    12.7404    0       2270.5808      37.363    0.9206
186.96       91.772     151.24      2    570078.125    1.1673       100    115.7766    0    12.6035    0       2278.4486      37.3747    0.9199
187.82       92.1939     152.82      2    568811.8286    1.1706       100    115.8032    0    12.4679    0       2286.3066      37.3862    0.9193
188.68       92.6127     154.41      2    567552.124    1.1732       100    115.8296    0    12.333    0       2294.2162      37.3978    0.9186
189.54       93.0285     156      2    566290.2222    1.176       100    115.856    0    12.1991    0       2302.1648      37.4093    0.918
190.4       93.4413     157.6      2    565028.3203    1.1785       100    115.8823    0    12.0662    0       2310.1524      37.4207    0.9173
191.26       93.851     159.21      2    563765.9302    1.1813       100    115.9086    0    11.9342    0       2318.1916      37.4322    0.9167
192.12       94.2577     160.83      2    562502.7466    1.1836       100    115.9348    0    11.8032    0       2326.2377      37.4435    0.916
192.98       94.6614     162.45      2    561242.5537    1.1862       100    115.9609    0    11.673    0       2334.3376      37.4548    0.9153
193.84       95.062     164.09      2    559980.6519    1.1889       100    115.9871    0    11.5438    0       2342.4754      37.4661    0.9146
194.7       95.4597     165.73      2    558718.75    1.1911       100    116.0131    0    11.4156    0       2350.642      37.4773    0.914
195.56       95.8543     167.37      2    557458.4351    1.1936       100    116.0391    0    11.2882    0       2358.8565      37.4885    0.9133
196.42       96.2459     169.03      2    556195.3735    1.1969       100    116.0651    0    11.1618    0       2367.1134      37.4997    0.9126
197.28       96.6345     170.69      2    554933.4717    1.1993       100    116.091    0    11.0364    0       2375.3873      37.5108    0.9119
198.14       97.0201     172.36      2    553672.8516    1.2023       100    116.1168    0    10.9118    0       2383.712      37.5219    0.9112
199       97.4027     174.04      2    552411.2549    1.2061       100    116.1426    0    10.7881    0       2392.0935      37.5329    0.9105
199.86       97.7823     175.72      2    551147.2168    1.2084       100    116.1684    0    10.6654    0       2400.509      37.544    0.9098
200.72       98.159     177.42      2    549883.1787    1.212       100    116.1942    0    10.5437    0       2408.9274      37.5549    0.9091
201.58       98.5327     179.12      2    548625    1.2136       100    116.2198    0    10.4226    0       2417.404      37.5658    0.9083
202.44       98.9034     180.82      2    547361.9385    1.2165       100    116.2454    0    10.3026    0       2425.9253      37.5767    0.9076
203.3       99.2712     182.54      2    546099.5483    1.2193       100    116.271    0    10.1834    0       2434.4775      37.5875    0.9069
204.16       99.636     184.26      2    544837.4634    1.222       100    116.2966    0    10.0652    0       2443.0846      37.5984    0.9062
205.02       99.9979     186      2    543573.6694    1.2255       100    116.3221    0    9.9479    0       2451.7114      37.6091    0.9054
205.88       100.3568     187.74      2    542311.5234    1.2279       100    116.3476    0    9.8314    0       2460.3592      37.6198    0.9047
206.74       100.7128     189.48      2    541051.8799    1.2306       100    116.3729    0    9.7156    0       2469.0715      37.6305    0.9039
207.6       101.0659     191.24      2    539788.208    1.2339       100    116.3983    0    9.6009    0       2477.8074      37.6412    0.9032
208.46       101.4161     193      2    538527.71    1.2366       100    116.4236    0    9.4869    0       2486.5763      37.6518    0.9024
209.32       101.7633     194.77      2    537266.7847    1.2389       100    116.4489    0    9.3738    0       2495.3782      37.6623    0.9016
210.18       102.1076     196.55      2    536005.7373    1.2424       100    116.4741    0    9.2616    0       2504.2464      37.6729    0.9009
211.04       102.449     198.34      2    534742.3096    1.2448       100    116.4994    0    9.1503    0       2513.1367      37.6834    0.9001
211.9       102.7875     200.14      2    533480.4077    1.2482       100    116.5245    0    9.0398    0       2522.0646      37.6939    0.8993
212.76       103.1232     201.94      2    532218.5059    1.2518       100    116.5497    0    8.9302    0       2531.0415      37.7043    0.8985
213.62       103.4559     203.75      2    530954.7119    1.2549       100    116.5748    0    8.8214    0       2540.0327      37.7147    0.8978
214.48       103.7858     205.57      2    529695.6177    1.2566       100    116.5998    0    8.7133    0       2549.061      37.7251    0.897
215.34       104.1127     207.4      2    528434.2651    1.2595       100    116.6248    0    8.6061    0       2558.1382      37.7354    0.8962
216.2       104.4369     209.23      2    527171.936    1.2635       100    116.6498    0    8.4998    0       2567.2871      37.7457    0.8953
217.06       104.7581     211.08      2    525906.9214    1.2658       100    116.6748    0    8.3945    0       2576.4413      37.756    0.8945
217.92       105.0765     212.93      2    524644.7754    1.2699       100    116.6997    0    8.2898    0       2585.6149      37.7662    0.8937
218.78       105.3921     214.79      2    523385.0708    1.273       100    116.7245    0    8.1858    0       2594.832      37.7764    0.8929
219.64       105.7048     216.66      2    522125.061    1.2744       100    116.7493    0    8.0827    0       2604.1134      37.7865    0.8921
220.5       106.0147     218.53      2    520860.1074    1.2788       100    116.7742    0    7.9805    0       2613.4234      37.7967    0.8912
221.36       106.3217     220.42      2    519599.4263    1.2809       100    116.7989    0    7.8791    0       2622.7452      37.8067    0.8904
222.22       106.6259     222.31      2    518338.3789    1.285       100    116.8237    0    7.7783    0       2632.1581      37.8168    0.8895
223.08       106.9274     224.21      2    517073.6084    1.2884       100    116.8484    0    7.6786    0       2641.5586      37.8268    0.8887
223.94       107.226     226.12      2    515813.5986    1.2904       100    116.8731    0    7.5795    0       2651.0323      37.8369    0.8878
224.8       107.5218     228.04      2    514549.4385    1.2949       100    116.8977    0    7.4813    0       2660.4982      37.8468    0.887
225.66       107.8148     229.97      2    513291.687    1.2965       100    116.9223    0    7.3836    0       2670.0375      37.8567    0.8861
226.52       108.105     231.9      2    512028.0762    1.3004       100    116.9469    0    7.2869    0       2679.6128      37.8666    0.8852
227.38       108.3924     233.85      2    510765.8997    1.3037       100    116.9715    0    7.191    0       2689.2214      37.8765    0.8844
228.24       108.6771     235.8      2    509503.9673    1.3067       100    116.996    0    7.0958    0       2698.8682      37.8863    0.8835
229.1       108.9589     237.76      2    508242.157    1.3106       100    117.0205    0    7.0014    0       2708.534      37.8961    0.8826
229.96       109.2381     239.73      2    506982.3303    1.3137       100    117.0449    0    6.9076    0       2718.2585      37.9059    0.8817
230.82       109.5144     241.71      2    505720.4895    1.3167       100    117.0694    0    6.8147    0       2728.0504      37.9157    0.8808
231.68       109.788     243.69      2    504454.3152    1.3207       100    117.0938    0    6.7227    0       2737.8326      37.9254    0.8799
232.54       110.0589     245.69      2    503195.7703    1.3231       100    117.1182    0    6.6312    0       2747.6708      37.935    0.879
233.4       110.3271     247.69      2    501932.0984    1.3275       100    117.1425    0    6.5406    0       2757.566      37.9447    0.878
234.26       110.5925     249.7      2    500669.4336    1.3305       100    117.1669    0    6.4508    0       2767.4668      37.9543    0.8771
235.12       110.8552     251.72      2    499408.6609    1.333       100    117.1912    0    6.3615    0       2777.4203      37.9639    0.8762
235.98       111.1151     253.75      2    498146.759    1.3375       100    117.2155    0    6.2731    0       2787.394      37.9735    0.8752
236.84       111.3724     255.79      2    496887.085    1.3395       100    117.2397    0    6.1852    0       2797.4421      37.983    0.8743
237.7       111.627     257.84      2    495622.9248    1.3435       100    117.264    0    6.0983    0       2807.5223      37.9925    0.8733
238.56       111.8789     259.89      2    494359.3445    1.3479       100    117.2882    0    6.0122    0       2817.629      38.002    0.8724
239.42       112.128     261.96      2    493098.5718    1.3508       100    117.3124    0    5.9266    0       2827.7692      38.0114    0.8714
240.28       112.3746     264.03      2    491836.6699    1.3549       100    117.3365    0    5.8417    0       2837.9715      38.0209    0.8704
241.14       112.6184     266.11      2    490573.4558    1.3579       100    117.3607    0    5.7577    0       2848.1981      38.0303    0.8694
242       112.8596     268.2      2    489311.2183    1.3603       100    117.3848    0    5.6743    0       2858.4614      38.0396    0.8684
242.86       113.0981     270.3      2    488049.1638    1.3644       100    117.4089    0    5.5915    0       2868.7461      38.0489    0.8675
243.72       113.334     272.41      2    486789.4897    1.3674       100    117.433    0    5.5094    0       2879.0876      38.0583    0.8665
244.58       113.5672     274.53      2    485527.5879    1.3713       100    117.457    0    5.4281    0       2889.4634      38.0675    0.8654
245.44       113.7978     276.66      2    484266.8152    1.3744       100    117.4811    0    5.3474    0       2899.8748      38.0768    0.8644
246.3       114.0258     278.79      2    483005.2795    1.3781       100    117.5051    0    5.2674    0       2910.3322      38.086    0.8634
247.16       114.2511     280.94      2    481743.5913    1.3822       100    117.5291    0    5.1882    0       2920.8298      38.0952    0.8624
248.02       114.4738     283.09      2    480481.9641    1.3864       100    117.5531    0    5.1096    0       2931.3891      38.1044    0.8614
248.88       114.6939     285.26      2    479218.0176    1.3909       100    117.577    0    5.0318    0       2941.968      38.1135    0.8603
249.74       114.9115     287.43      2    477956.0852    1.3945       100    117.601    0    4.9546    0       2952.5985      38.1227    0.8593
250.6       115.1264     289.61      2    476692.3828    1.3985       100    117.6249    0    4.8781    0       2963.2589      38.1318    0.8582
251.46       115.3388     291.8      2    475430.6641    1.4021       100    117.6488    0    4.8022    0       2973.9563      38.1408    0.8571
252.32       115.5486     294      2    474169.4641    1.405       100    117.6727    0    4.7269    0       2984.6823      38.1499    0.8561
253.18       115.7558     296.21      2    472908.4473    1.4086       100    117.6966    0    4.6523    0       2995.461      38.1589    0.855
254.04       115.9605     298.43      2    471646.5454    1.4115       100    117.7204    0    4.5784    0       3006.2597      38.1679    0.8539
254.9       116.1626     300.66      2    470386.8408    1.415       100    117.7443    0    4.505    0       3017.1387      38.1768    0.8528
255.76       116.3621     302.89      2    469122.6807    1.4196       100    117.7681    0    4.4325    0       3028.026      38.1858    0.8517
256.62       116.5592     305.14      2    467862.6404    1.4229       100    117.7919    0    4.3605    0       3038.965      38.1947    0.8506
257.48       116.7537     307.4      2    466600.4944    1.4265       100    117.8157    0    4.2891    0       3049.9447      38.2036    0.8495
258.34       116.9457     309.66      2    465338.4705    1.4304       100    117.8395    0    4.2184    0       3060.9647      38.2125    0.8484
259.2       117.1351     311.94      2    464076.1414    1.4354       100    117.8633    0    4.1484    0       3072.0639      38.2213    0.8472
260.06       117.3221     314.22      2    462811.1572    1.4399       100    117.8871    0    4.0791    0       3083.1677      38.2301    0.8461
260.92       117.5066     316.52      2    461548.9807    1.4441       100    117.9108    0    4.0104    0       3094.2916      38.2389    0.8449
261.78       117.6886     318.82      2    460289.2761    1.448       100    117.9345    0    3.9421    0       3105.4908      38.2477    0.8438
262.64       117.8681     321.13      2    459025.4517    1.4515       100    117.9583    0    3.8746    0       3116.7099      38.2565    0.8426
263.5       118.0452     323.46      2    457765.1978    1.4552       100    117.9819    0    3.8076    0       3127.9687      38.2652    0.8415
264.36       118.2198     325.79      2    456504.3335    1.4585       100    118.0056    0    3.7413    0       3139.2662      38.2739    0.8403
265.22       118.3919     328.13      2    455242.6147    1.4637       100    118.0293    0    3.6755    0       3150.6541      38.2826    0.8391
266.08       118.5616     330.48      2    453977.8442    1.4668       100    118.053    0    3.6106    0       3162.027      38.2912    0.8379
266.94       118.7289     332.84      2    452717.804    1.4712       100    118.0767    0    3.546    0       3173.443      38.2998    0.8367
267.8       118.8937     335.22      2    451458.1299    1.4759       100    118.1003    0    3.482    0       3184.9231      38.3085    0.8355
268.66       119.0561     337.6      2    450195.9839    1.4784       100    118.1239    0    3.4187    0       3196.4444      38.317    0.8343
269.52       119.2161     339.99      2    448933.7463    1.4825       100    118.1476    0    3.3561    0       3208.0142      38.3256    0.833
270.38       119.3737     342.39      2    447669.8914    1.4883       100    118.1712    0    3.294    0       3219.6404      38.3342    0.8318
271.24       119.5289     344.8      2    446407.3792    1.4917       100    118.1948    0    3.2326    0       3231.2514      38.3427    0.8306
272.1       119.6818     347.22      2    445148.1934    1.4968       100    118.2184    0    3.1715    0       3242.9398      38.3512    0.8293
272.96       119.8322     349.65      2    443886.5662    1.5018       100    118.242    0    3.1112    0       3254.7139      38.3597    0.828
273.82       119.9803     352.09      2    442620.2393    1.5048       100    118.2656    0    3.0516    0       3266.4707      38.3681    0.8268
274.68       120.1261     354.54      2    441360.5347    1.5101       100    118.2892    0    2.9924    0       3278.2982      38.3766    0.8255
275.54       120.2694     357      2    440097.0764    1.515       100    118.3128    0    2.9338    0       3290.165      38.385    0.8242
276.4       120.4105     359.48      2    438835.2051    1.5193       100    118.3363    0    2.8758    0       3302.0713      38.3934    0.8229
277.26       120.5492     361.96      2    437573.7    1.5225       100    118.3599    0    2.8183    0       3314.0043      38.4018    0.8216
278.12       120.6856     364.45      2    436312.8967    1.5269       100    118.3834    0    2.7614    0       3325.9972      38.4101    0.8203
278.98       120.8197     366.95      2    435050.9949    1.5304       100    118.407    0    2.705    0       3338.0129      38.4184    0.819
279.84       120.9515     369.46      2    433791.3513    1.5345       100    118.4305    0    2.6491    0       3350.1305      38.4268    0.8176
280.7       121.0811     371.98      2    432525.0854    1.5405       100    118.4541    0    2.5941    0       3362.244      38.4351    0.8163
281.56       121.2083     374.52      2    431265.1062    1.5449       100    118.4776    0    2.5394    0       3374.4148      38.4433    0.8149
282.42       121.3333     377.06      2    430002.2888    1.5503       100    118.5011    0    2.4853    0       3386.637      38.4516    0.8136
283.28       121.4559     379.61      2    428740.8752    1.5537       100    118.5247    0    2.4317    0       3398.8614      38.4598    0.8122
284.14       121.5764     382.18      2    427481.2927    1.5578       100    118.5482    0    2.3786    0       3411.1632      38.468    0.8108
285       121.6946     384.75      2    426219.696    1.5631       100    118.5717    0    2.3261    0       3423.5128      38.4762    0.8094
285.86       121.8106     387.34      2    424957.9468    1.5669       100    118.5952    0    2.2742    0       3435.9278      38.4844    0.808
286.72       121.9243     389.93      2    423693.7866    1.5731       100    118.6187    0    2.2229    0       3448.3682      38.4926    0.8066
287.58       122.0358     392.54      2    422431.8542    1.5776       100    118.6422    0    2.172    0       3460.8599      38.5007    0.8052
288.44       122.1452     395.15      2    421168.7927    1.5829       100    118.6657    0    2.1218    0       3473.4018      38.5088    0.8038
289.3       122.2523     397.78      2    419906.4941    1.5876       100    118.6893    0    2.072    0       3485.9814      38.5169    0.8023
290.16       122.3573     400.42      2    418644.7449    1.5912       100    118.7128    0    2.0227    0       3498.5618      38.525    0.8009
291.02       122.4601     403.07      2    417386.2305    1.5962       100    118.7362    0    1.9738    0       3511.2545      38.5331    0.7994
291.88       122.5607     405.73      2    416122.2839    1.6001       100    118.7597    0    1.9257    0       3523.9516      38.5411    0.7979
292.74       122.6592     408.4      2    414862.5183    1.6046       100    118.7832    0    1.8779    0       3536.7305      38.5491    0.7965
293.6       122.7555     411.08      2    413598.5413    1.6109       100    118.8067    0    1.8308    0       3549.5438      38.5572    0.795
294.46       122.8497     413.77      2    412336.5479    1.6157       100    118.8302    0    1.7841    0       3562.4038      38.5651    0.7935
295.32       122.9418     416.47      2    411073.9746    1.6214       100    118.8537    0    1.738    0       3575.3252      38.5731    0.7919
296.18       123.0318     419.19      2    409811.4624    1.6258       100    118.8772    0    1.6924    0       3588.2345      38.5811    0.7904
297.04       123.1197     421.91      2    408552.7344    1.631       100    118.9007    0    1.6471    0       3601.2812      38.589    0.7889
297.9       123.2055     424.65      2    407286.6211    1.636       100    118.9242    0    1.6027    0       3614.2861      38.5969    0.7873
298.76       123.2892     427.39      2    406029.1748    1.6398       100    118.9477    0    1.5584    0       3627.4141      38.6048    0.7858
299.62       123.3709     430.15      2    404763.2446    1.6471       100    118.9712    0    1.5149    0       3640.5546      38.6127    0.7842
300.48       123.4505     432.92      2    403502.8076    1.6514       100    118.9947    0    1.4717    0       3653.7438      38.6206    0.7826
301.34       123.528     435.7      2    402240.509    1.6573       100    119.0182    0    1.4291    0       3667.0025      38.6285    0.7811
302.2       123.6036     438.49      2    400977.9053    1.6622       100    119.0418    0    1.387    0       3680.2741      38.6363    0.7795
303.06       123.6771     441.29      2    399717.3462    1.6664       100    119.0653    0    1.3453    0       3693.6391      38.6441    0.7778
303.92       123.7486     444.11      2    398453.2471    1.6721       100    119.0888    0    1.3042    0       3707.0058      38.6519    0.7762
304.78       123.8181     446.93      2    397193.573    1.6766       100    119.1123    0    1.2634    0       3720.4457      38.6597    0.7746
305.64       123.8856     449.77      2    395931.6406    1.6828       100    119.1358    0    1.2232    0       3733.9457      38.6675    0.7729
306.5       123.9512     452.62      2    394668.335    1.6892       100    119.1593    0    1.1836    0       3747.486      38.6752    0.7713
307.36       124.0147     455.48      2    393407.8979    1.6931       100    119.1829    0    1.1443    0       3761.0484      38.6829    0.7696
308.22       124.0764     458.35      2    392147.2168    1.6993       100    119.2064    0    1.1055    0       3774.7101      38.6907    0.7679
309.08       124.1361     461.23      2    390883.9417    1.7051       100    119.2299    0    1.0673    0       3788.4279      38.6984    0.7662
309.94       124.1939     464.13      2    389619.873    1.7095       100    119.2535    0    1.0296    0       3802.1477      38.7061    0.7645
310.8       124.2497     467.03      2    388360.1685    1.7166       100    119.277    0    0.9922    0       3815.9608      38.7138    0.7628
311.66       124.3037     469.95      2    387096.283    1.7224       100    119.3006    0    0.9554    0       3829.7977      38.7214    0.7611
312.52       124.3558     472.88      2    385836.1206    1.7273       100    119.3241    0    0.9189    0       3843.6864      38.7291    0.7593
313.38       124.4059     475.82      2    384575.3174    1.7321       100    119.3477    0    0.8829    0       3857.6257      38.7367    0.7576
314.24       124.4543     478.7      2    383313.3545    1.7391       100    119.3712    0    0.8474    0       3871.3467      38.7441    0.7558
315.08       124.4997     481.6      2    382078.0334    1.7437       100    119.3943    0    0.8134    0       3885.0767      38.7516    0.7541
315.92       124.5434     484.51      2    380845.1538    1.7496       100    119.4173    0    0.7796    0       3898.8316      38.759    0.7523
316.76       124.5853     487.43      2    379614.8071    1.7563       100    119.4404    0    0.7462    0       3912.6615      38.7664    0.7506
317.6       124.6255     490.35      2    378382.2327    1.7606       100    119.4634    0    0.7134    0       3926.5432      38.7738    0.7488
318.44       124.664     493.3      2    377149.6887    1.7666       100    119.4865    0    0.6809    0       3940.4744      38.7811    0.747
319.28       124.7007     496.25      2    375917.6025    1.7719       100    119.5095    0    0.6489    0       3954.4376      38.7885    0.7452
320.12       124.7358     499.21      2    374686.2488    1.7785       100    119.5326    0    0.6173    0       3968.4986      38.7959    0.7434
320.96       124.7692     502.19      2    373451.9653    1.7845       100    119.5557    0    0.5862    0       3982.5879      38.8032    0.7416
321.8       124.8009     505.18      2    372219.4214    1.7905       100    119.5788    0    0.5555    0       3996.7471      38.8105    0.7397
322.64       124.831     508.18      2    370984.9243    1.798       100    119.6019    0    0.5253    0       4010.9334      38.8178    0.7379
323.48       124.8594     511.19      2    369753.9673    1.8028       100    119.625    0    0.4954    0       4025.1732      38.8251    0.736
324.32       124.8863     514.21      2    368521.698    1.8086       100    119.6482    0    0.4659    0       4039.475      38.8324    0.7341
325.16       124.9114     517.24      2    367289.1541    1.8146       100    119.6713    0    0.4369    0       4053.8305      38.8397    0.7322
326       124.935     520.29      2    366056.5796    1.8198       100    119.6944    0    0.4082    0       4068.2401      38.8469    0.7303
326.84       124.957     523.35      2    364824.0051    1.8266       100    119.7176    0    0.38    0       4082.6848      38.8542    0.7284
327.68       124.9774     526.42      2    363593.4753    1.8321       100    119.7407    0    0.3522    0       4097.2046      38.8614    0.7264
328.52       124.9963     529.5      2    362360.5957    1.8379       100    119.7639    0    0.3248    0       4111.7775      38.8686    0.7245
329.36       125.0136     532.6      2    361127.8381    1.8442       100    119.7871    0    0.2978    0       4126.4026      38.8758    0.7225
330.2       125.0293     535.7      2    359895.4163    1.851       100    119.8102    0    0.2713    0       4141.0837      38.883    0.7205
331.04       125.0435     538.82      2    358663.1165    1.859       100    119.8334    0    0.2451    0       4155.8773      38.8902    0.7185
331.88       125.0563     541.95      2    357426.3611    1.8662       100    119.8567    0    0.2196    0       4170.6704      38.8974    0.7165
332.72       125.0675     545.09      2    356193.9087    1.8732       100    119.8799    0    0.1942    0       4185.493      38.9046    0.7145
333.56       125.0773     548.25      2    354964.9658    1.8777       100    119.9031    0    0.1691    0       4200.4053      38.9117    0.7125
334.4       125.0855     551.42      2    353730.5298    1.8852       100    119.9264    0    0.1447    0       4215.3994      38.9189    0.7104
335.24       125.0924     554.6      2    352497.4976    1.8902       100    119.9496    0    0.1206    0       4230.3787      38.926    0.7083
336.08       125.0977     557.79      2    351267.5781    1.8969       100    119.9729    0    0.0967    0       4245.5162      38.9331    0.7063
336.92       125.1017     560.99      2    350030.9753    1.9052       100    119.9962    0    0.0735    0       4260.6547      38.9402    0.7042
337.76       125.1043     564.21      2    348798.4314    1.9107       100    120.0195    0    0.0506    0       4275.8349      38.9473    0.702
