Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
0.62        0.1497        0        1        2911120.3613    1.1761       100    192.133    -142.012    35.5758    54.238       407.1689      28.7512    0.9974
1.08        0.1504        0        1        2904632.3242    1.1785       100    199.8859    193.014    68.9816    20.702       407.1765      28.7511    0.9974
1.52        0.1513        0        1        2898651.3672    1.1818       100    204.8335    186.553    80.1321    9.646       407.2596      28.7511    0.9973
1.98        0.1527        0        1        2892677.2461    1.184       100    238.6405    47.281    88.6032    1.033       407.3189      28.7511    0.9973
2.44        0.1544        0        1        2886723.6328    1.1857       100    342.8625    146.282    89.586    -0.476       407.2862      28.7511    0.9973
2.9        0.1565        0        1        2880759.0332    1.1881       100    196.9502    -1.571    87.6755    1.183       407.2124      28.7512    0.9973
3.36        0.159        0        1        2874783.4473    1.1905       100    199.4071    0.696    85.4929    3.308       407.1484      28.7512    0.9974
3.82        0.162        0        1        2868802.2461    1.1935       100    201.1212    3.359    84.4741    4.332       407.1115      28.7512    0.9974
4.28        0.1653        0        1        2862844.4824    1.1959       100    201.4653    4.761    84.1148    4.689       407.0937      28.7513    0.9974
5.14        0.1726        0        1        2853511.7188    1.1997       100    200.4691    6.896    83.8171    5.109       407.0356      28.7514    0.9974
5.78        0.1789        0        1        2845208.0078    1.2041       100    201.5711    11.396    83.6498    5.229       407.0488      28.7515    0.9974
6.4        0.1859        0        1        2837167.4805    1.2072       100    200.1377    11.15    83.7134    5.103       407.0594      28.7516    0.9974
7.02        0.1936        0        1        2829139.1602    1.2107       100    198.7836    10.011    83.6051    5.162       407.0686      28.7517    0.9974
7.64        0.2021        0.01        1        2821089.3555    1.214       100    197.8736    9.079    83.4968    5.23       407.0792      28.7519    0.9974
8.24        0.2112        0.01        1        2813046.3867    1.218       100    197.2257    7.952    83.3985    5.501       407.0728      28.7523    0.9974
8.82        0.2206        0.01        1        2805264.1602    1.2216       100    195.6711    2.373    82.5962    6.964       407.07      28.7525    0.9974
9.42        0.2311        0.01        1        2797473.877    1.2255       100    195.886    -147.623    82.5786    7.379       407.1213      28.7523    0.9974
10.02        0.2425        0.01        1        2789695.0684    1.2294       100    197.1199    191.2    83.5541    6.34       407.1994      28.7522    0.9974
10.62        0.2546        0.01        1        2781892.5781    1.2332       100    197.568    -148.559    84.273    5.68       407.2636      28.7521    0.9974
11.22        0.2676        0.01        1        2774106.6895    1.2372       100    197.7522    -105.101    84.6339    5.333       407.3161      28.7522    0.9974
11.8        0.281        0.01        1        2766598.6328    1.24       100    198.0925    -116.591    84.8642    5.095       407.3735      28.7522    0.9974
12.38        0.2951        0.02        1        2759063.9648    1.2445       100    198.4941    -133.137    85.0997    4.85       407.4432      28.7522    0.9974
12.96        0.3101        0.02        1        2751529.2969    1.2476       100    198.8332    -135.203    85.3433    4.603       407.5195      28.7522    0.9974
13.54        0.3258        0.02        1        2744013.916    1.2507       100    199.1568    -129.634    85.5671    4.383       407.6001      28.7522    0.9974
14.12        0.3424        0.02        1        2736496.3379    1.2555       100    199.4759    -122.512    85.7621    4.193       407.6882      28.7522    0.9974
14.7        0.3599        0.02        1        2728953.6133    1.2588       100    199.7839    -115.783    85.9373    4.022       407.7831      28.7522    0.9974
15.28        0.3782        0.02        1        2721425.5371    1.263       100    200.0485    -109.079    86.0935    3.87       407.8867      28.7522    0.9974
15.86        0.3974        0.02        1        2713882.5684    1.2682       100    200.2759    -103.471    86.2372    3.73       407.9965      28.7522    0.9974
16.44        0.4175        0.02        1        2706363.2812    1.2716       100    200.48    -96.917    86.3669    3.604       408.1157      28.7522    0.9974
17.02        0.4385        0.03        1        2698831.543    1.2751       100    200.6393    -89.966    86.4866    3.488       408.2426      28.7522    0.9974
17.6        0.4604        0.03        1        2691323.2422    1.2781       100    200.7478    -82.045    86.5954    3.382       408.3784      28.7523    0.9974
18.18        0.4832        0.03        1        2683800.293    1.2817       100    200.835    -73.396    86.698    3.283       408.5245      28.7523    0.9974
18.76        0.5069        0.03        1        2676274.9023    1.286       100    200.8753    -67.747    86.7925    3.191       408.6807      28.7523    0.9974
19.34        0.5316        0.03        1        2668749.5117    1.2902       100    200.8813    -65.565    86.881    3.104       408.8448      28.7523    0.9974
19.92        0.5573        0.03        1        2661224.1211    1.295       100    200.9214    -67.896    86.9651    3.023       409.0199      28.7524    0.9974
20.5        0.5839        0.03        1        2653707.0312    1.2984       100    200.9158    -72.429    87.0459    2.943       409.2031      28.7524    0.9974
21.08        0.6115        0.03        1        2646191.8945    1.303       100    200.9192    -71.39    87.1219    2.868       409.3997      28.7524    0.9974
