Time    Altitude  Dwnrg Dst    Stag                Mass           TWR      Throt         AZ(cmd)     HAOA          Pitch     VAOA          Orbvel            Incl        Ecctr
1.02        0.1948        0        1        2844847.168    1.2052       100    334.9158    4.845    71.4621    17.814       408.3939      28.4648    0
1.52        0.1958        0        1        2836012.6953    1.2091       100    356.2742    29.541    73.4222    15.512       408.1008      28.4652    0
2.02        0.1972        0        1        2829518.0664    1.2113       100    344.262    3.689    64.8659    22.747       407.0251      28.466    0
2.52        0.1988        0        1        2823058.1055    1.2126       100    324.2869    -12.054    52.9253    32.173       407.3957      28.4667    0
3.02        0.2004        0.01        1        2816580.8105    1.2156       100    337.0211    10.71    53.122    29.063       407.0938      28.4687    0
3.52        0.2024        0.01        1        2810088.8672    1.2174       100    338.7311    20.5    50.0439    29.852       406.5019      28.4721    0
4.02        0.2049        0.01        1        2803605.957    1.2208       100    337.2797    25.739    46.1708    32.191       405.2966      28.4759    0
4.52        0.208        0.01        1        2797090.8203    1.2268       100    330.9552    23.288    43.1625    34.43       403.8557      28.4795    0
5.02        0.2118        0.02        1        2790593.2617    1.2292       100    324.8607    18.869    41.0464    36.555       402.3522      28.4835    0
6        0.2208        0.03        1        2779952.8809    1.2343       100    318.4128    11.728    38.1795    41.971       399.6212      28.4933    0
6.66        0.2282        0.04        1        2771146.9727    1.2379       100    315.49    7.313    36.7892    47.36       398.3239      28.5016    0
7.32        0.2362        0.05        1        2762587.6465    1.2414       100    315.2341    20.971    36.7559    52.173       398.1685      28.5037    0
7.98        0.2448        0.06        1        2754042.7246    1.2445       100    315.4345    174.166    39.7282    47.331       398.6441      28.4997    0
8.62        0.254        0.07        1        2745452.1484    1.2498       100    315.0772    180.197    44.4283    40.117       399.3937      28.4935    0
9.28        0.2644        0.08        1        2736882.0801    1.2538       100    314.3601    183.682    49.8559    33.161       400.3795      28.4879    0
9.94        0.2759        0.08        1        2728352.2949    1.2577       100    314.3185    185.95    55.3448    27.329       401.7181      28.4827    0
10.6        0.289        0.09        1        2719763.1836    1.264       100    315.4538    187.56    61.2706    22.423       403.0625      28.4784    0
11.26        0.3025        0.09        1        2711189.9414    1.2659       100    317.0573    188.361    66.8464    19.241       404.1334      28.4753    0
11.92        0.3173        0.1        1        2702642.334    1.271       100    318.4037    185.085    71.2411    17.715       404.3515      28.4746    0
12.58        0.3331        0.1        1        2694069.8242    1.2767       100    317.9983    13.92    72.8991    16.415       403.9087      28.4758    0
13.24        0.3506        0.11        1        2685499.7559    1.2787       100    316.5983    6.149    72.6807    16.371       403.5496      28.4771    0
13.9        0.3687        0.11        1        2676971.4355    1.2831       100    315.7784    0.41    72.6905    16.647       403.5595      28.4775    0.0001
14.56        0.3881        0.12        1        2668393.7988    1.2886       100    315.6413    -0.864    73.4943    16.01       403.7355      28.4772    0.0001
15.22        0.4087        0.13        1        2659825.4395    1.2923       100    315.4598    -0.102    74.6101    14.715       403.8875      28.4771    0.0001
15.88        0.4305        0.13        1        2651261.9629    1.2976       100    315.3186    3.873    75.4878    13.652       403.9477      28.4774    0.0001
16.54        0.4536        0.14        1        2642698.4863    1.3029       100    315.1265    8.068    76.08    12.997       403.9617      28.4776    0.0001
17.2        0.4779        0.14        1        2634135.498    1.3067       100    314.6227    7.242    76.5662    12.582       403.9764      28.4778    0.0001
17.86        0.5036        0.15        1        2625590.0879    1.3108       100    314.0252    2.941    77.0307    12.26       404.0607      28.478    0.0001
18.52        0.5305        0.15        1        2617021.7285    1.3158       100    313.6692    -0.125    77.5252    11.892       404.2199      28.478    0.0001
19.18        0.5588        0.16        1        2608462.6465    1.3212       100    313.4054    -2.524    78.0793    11.345       404.4219      28.4779    0.0001
19.84        0.5885        0.17        1        2599863.5254    1.3272       100    313.2509    -0.661    78.6175    10.794       404.5995      28.4781    0.0001
20.5        0.6196        0.17        1        2591317.3828    1.3312       100    313.0948    3.073    79.0473    10.4       404.7707      28.4781    0.0001
21.16        0.652        0.18        1        2582772.9492    1.3365       100    312.8009    6.168    79.4435    10.066       404.978      28.4781    0.0001
21.82        0.686        0.18        1        2574173.8281    1.3424       100    312.4638    8.845    79.8554    9.709       405.2146      28.478    0.0001
22.48        0.7214        0.19        1        2565619.873    1.3456       100    312.1133    10.649    80.2601    9.335       405.4733      28.4779    0.0001
23.14        0.7582        0.2        1        2557064.209    1.3526       100    311.7653    12.24    80.6458    8.969       405.7494      28.4778    0.0001
23.8        0.7966        0.2        1        2548500.9766    1.3577       100    311.4356    14.701    81.0054    8.635       406.043      28.4777    0.0001
24.46        0.8364        0.21        1        2539942.3828    1.3613       100    311.0788    16.934    81.3462    8.324       406.3601      28.4775    0.0001
25.12        0.8779        0.21        1        2531393.3105    1.3679       100    310.7036    18.946    81.6775    8.019       406.7055      28.4773    0.0002
25.78        0.9196        0.22        1        2523070.8008    1.3739       100    310.3443    37.025    81.9961    7.67       407.2189      28.4777    0.0002
26.42        0.9627        0.23        1        2514762.9395    1.38       100    311.4578    69.237    82.2986    6.388       407.9654      28.4777    0.0002
27.06        1.0073        0.23        1        2506442.3828    1.3862       100    312.8975    61.242    82.7852    4.225       408.317      28.4759    0.0002
27.7        1.0534        0.24        1        2498156.25    1.391       100    310.0235    48.337    83.244    2.512       407.7268      28.4748    0.0002
28.34        1.1011        0.24        1        2489852.7832    1.3965       100    304.1369    37.157    82.9718    2.849       406.9678      28.4746    0.0002
28.98        1.1505        0.25        1        2481530.7617    1.402       100    299.9413    31.296    82.4423    4.203       406.7688      28.4748    0.0002
29.62        1.2014        0.25        1        2473232.666    1.4079       100    298.2937    30.514    82.2654    5.06       406.9592      28.4746    0.0002
30.26        1.2539        0.26        1        2464925.5371    1.4139       100    297.1808    29.012    82.3419    5.43       407.1642      28.4742    0.0002
30.9        1.3081        0.27        1        2456619.873    1.42       100    295.7595    23.384    82.4189    5.883       407.3383      28.4739    0.0002
31.54        1.3639        0.28        1        2448328.3691    1.4247       100    294.4712    11.686    82.4521    6.552       407.6645      28.4739    0.0003
32.18        1.4215        0.28        1        2440030.7617    1.4306       100    293.9466    -42.285    82.539    7.131       408.1502      28.4738    0.0003
32.82        1.4807        0.29        1        2431726.8066    1.4373       100    293.6261    233.117    82.7068    6.454       408.8752      28.4738    0.0003
33.46        1.5417        0.3        1        2423427.2461    1.4423       100    293.8077    221.572    82.9805    5.365       409.7448      28.4739    0.0003
34.1        1.6045        0.3        1        2415138.6719    1.4497       100    294.3746    217.558    83.2994    4.156       410.7658      28.474    0.0003
34.74        1.669        0.31        1        2406830.8105    1.4556       100    295.2629    216.173    83.667    2.809       411.9745      28.474    0.0003
35.38        1.7353        0.32        1        2398525.8789    1.4626       100    296.6078    216.363    84.1015    1.334       413.3897      28.4742    0.0003
36.02        1.8035        0.32        1        2390227.2949    1.4696       100    298.6773    217.851    84.595    -0.244       415.0182      28.4743    0.0004
36.66        1.8735        0.33        1        2381906.0059    1.477       100    301.74    220.507    85.1392    -1.911       416.8549      28.4746    0.0004
37.3        1.9453        0.33        1        2373599.3652    1.4841       100    306.3083    224.72    85.7107    -3.64       418.9088      28.475    0.0004
37.94        2.019        0.34        1        2365295.4102    1.4904       100    313.0859    231.215    86.2917    -5.401       421.1878      28.4754    0.0004
38.56        2.0945        0.34        1        2356982.9102    1.4985       100    323.2789    241.222    86.8365    -7.133       423.7083      28.4759    0.0004
39.22        2.1719        0.34        1        2348669.6777    1.5041       100    338.5378    256.315    87.2585    -8.72       426.4439      28.4765    0.0004
39.84        2.2511        0.35        1        2340365.4785    1.5117       100    358.7918    276.442    87.4214    -9.957       429.4304      28.4771    0.0005
40.48        2.3323        0.35        1        2332072.0215    1.5176       100    20.2619    -62.164    87.214    -10.615       432.6287      28.4779    0.0005
41.12        2.4153        0.35        1        2323775.8789    1.5238       100    37.4348    -44.995    86.6553    -10.645       435.987      28.4787    0.0005
