alt,ve,vi
95.00250108,1739.580239,2144.134018
95.1168935,1742.012874,2146.641457
95.2310232,1744.451333,2149.154539
95.3448902,1746.892757,2151.669867
95.45849746,1749.337423,2154.188012
95.57184508,1751.786041,2156.709452
95.68493483,1754.237592,2159.233599
95.79776449,1756.693202,2161.761386
95.91033484,1759.154436,2164.294558
96.02264368,1761.619941,2166.831629
96.13469182,1764.090055,2169.372963
96.24647844,1766.564246,2171.917883
96.35800507,1769.042379,2174.466386
96.46927123,1771.523547,2177.017414
96.58027828,1774.009011,2179.57242
96.69102527,1776.498687,2182.131157
96.80151345,1778.992812,2184.694074
96.91174007,1781.49275,2187.262633
97.02170502,1783.995034,2189.832915
97.1314109,1786.50252,2192.407977
97.2408582,1789.012677,2194.985131
97.35004819,1791.52739,2197.566588
97.4589801,1794.044721,2200.150101
97.56765579,1796.567501,2202.738852
97.67607221,1799.094211,2205.331299
97.78422876,1801.626958,2207.929557
97.89212465,1804.163346,2210.530946
97.999762,1806.704987,2213.137218
98.10714019,1809.247965,2215.744368
98.21426062,1811.795121,2218.355395
98.32112237,1814.347013,2220.970718
98.42772669,1816.903947,2223.590804
98.53407201,1819.463505,2226.213135
98.64015949,1822.026892,2228.839017
98.74598641,1824.594579,2231.469059
98.85155316,1827.167846,2234.104009
98.95686321,1829.745466,2236.742925
99.06191664,1832.326192,2239.384388
99.16671522,1834.911238,2242.029974
99.27125667,1837.499176,2244.678097
99.37554168,1840.091239,2247.330151
99.47956797,1842.689236,2249.987817
99.58333626,1845.290693,2252.64866
99.68684582,1847.897556,2255.314477
99.79009834,1850.507616,2257.983167
99.89309324,1853.121718,2260.655475
99.99583184,1855.740135,2263.331817
100.0983134,1858.361777,2266.010966
100.2005391,1860.987414,2268.693873
100.3025064,1863.618398,2271.381989
100.404215,1866.252736,2274.07292
100.5056675,1868.892337,2276.76875
100.6068645,1871.535789,2279.467931
100.7078074,1874.184521,2282.172159
100.8084955,1876.834785,2284.877425
100.9089309,1879.490382,2287.587848
101.0091103,1882.150432,2290.302542
101.1090329,1884.814734,2293.021329
101.2086973,1887.483484,2295.744145
101.3081056,1890.155513,2298.46991
101.4072579,1892.831467,2301.199152
101.5061559,1895.512691,2303.933394
101.6047986,1898.196332,2306.669719
101.7031866,1900.884989,2309.410843
101.8013175,1903.579032,2312.157205
101.8991913,1906.274627,2314.904598
101.9968111,1908.974717,2317.656161
102.0941766,1911.678596,2320.411092
102.1912891,1914.387434,2323.170767
102.2881479,1917.099459,2325.933177
102.384755,1919.816493,2328.700418
102.4811073,1922.53753,2331.471484
102.5772043,1925.264285,2334.248095
102.6730448,1927.993973,2337.027242
102.768631,1930.727321,2339.809748
102.8639626,1933.464376,2342.595571
102.9590412,1936.206488,2345.386204
103.0538657,1938.952073,2348.17997
103.1484371,1941.701589,2350.977454
103.2427545,1944.454709,2353.77819
103.3368191,1947.212506,2356.583388
103.4306287,1949.977232,2359.395384
103.524183,1952.743799,2362.208762
103.6174845,1955.513678,2365.025163
103.7105337,1958.285705,2367.843279
103.8033322,1961.062694,2370.666172
103.8958784,1963.844966,2373.494019
103.9881734,1966.632409,2376.326875
104.0802146,1969.424117,2379.163769
104.1720027,1972.220965,2382.005573
104.263537,1975.021117,2384.850331
104.3548192,1977.825918,2387.699474
104.4458488,1980.632839,2390.550418
104.536627,1983.444658,2393.406047
104.6271526,1986.259719,2396.2646
104.717427,1989.079651,2399.127817
104.8074478,1991.905332,2401.996662
104.8972148,1994.732705,2404.866779
104.986731,1997.566227,2407.742746
105.0759966,2000.401477,2410.620074
105.1650126,2003.241411,2413.50191
105.2537787,2006.084853,2416.386839
105.342297,2008.932037,2419.275377
105.4305641,2011.784236,2422.168785
105.5185792,2014.641199,2425.066819
105.6063412,2017.501642,2427.968004
105.6938522,2020.366759,2430.873591
105.7811121,2023.234311,2433.781296
105.8681223,2026.107441,2436.694369
105.9548817,2028.983745,2439.610333
106.0413916,2031.865674,2442.531724
106.1276495,2034.75244,2445.457849
106.2136553,2037.641422,2448.385795
106.299412,2040.535698,2451.318759
106.3849194,2043.431451,2454.252897
106.4701788,2046.333317,2457.192947
106.55519,2049.237935,2460.13536
106.6399553,2052.14641,2463.081505
106.7244711,2055.059138,2466.031776
106.8087367,2057.977199,2468.987256
106.8927508,2060.899482,2471.946669
106.9765154,2063.825239,2474.909296
107.0600305,2066.754208,2477.87483
107.1432975,2069.688973,2480.845958
107.2263162,2072.629899,2483.822948
107.3090875,2075.574878,2486.803831
107.3916091,2078.525425,2489.790186
107.4738804,2081.477289,2492.777509
107.5559042,2084.433148,2495.768589
107.6376805,2087.390873,2498.761219
107.7192109,2090.352647,2501.757732
107.8004948,2093.316674,2504.756158
107.8815344,2096.285617,2507.759387
107.9623262,2099.261007,2510.768943
108.0428691,2102.241142,2513.78314
108.1231619,2105.224967,2516.800742
108.203207,2108.213948,2519.823238
108.2830046,2111.205923,2522.848451
108.3625562,2114.203219,2525.878797
108.4418609,2117.202686,2528.911074
108.5209198,2120.207294,2531.948336
108.5997304,2123.217409,2534.990993
108.678293,2126.229185,2538.034961
108.7566105,2129.24619,2541.083934
108.8346828,2132.267006,2544.136461
108.9125108,2135.293179,2547.194201
108.9900938,2138.323089,2550.255357
109.0674345,2141.358399,2553.321782
109.1445297,2144.396953,2556.391339
109.2213786,2147.440382,2559.465664
109.2979796,2150.486682,2562.542625
109.3743348,2153.538932,2565.625297
109.4504445,2156.591537,2568.708072
109.52631,2159.650276,2571.796808
109.6019306,2162.712906,2574.889206
109.6773073,2165.779648,2577.985572
109.7524376,2168.851311,2581.086772
109.8273214,2171.926211,2584.19089
109.9019616,2175.005591,2587.29928
109.9763585,2178.086406,2590.408844
110.0505132,2181.173056,2593.52411
110.1244251,2184.26284,2596.642222
110.1980964,2187.357195,2599.764802
110.2715238,2190.458098,2602.893813
110.3447066,2193.563241,2606.026973
110.4176436,2196.670745,2609.162245
110.4903371,2199.783944,2612.303011
110.5627868,2202.898517,2615.444929
110.634994,2206.018436,2618.592036
110.7069581,2209.140881,2621.741449
110.7786802,2212.268838,2624.896229
110.850158,2215.403005,2628.057136
110.9213916,2218.540573,2631.221151
110.9923838,2221.682876,2634.389706
111.0631348,2224.828121,2637.560965
111.1336457,2227.978044,2640.736781
111.2039159,2231.129983,2643.914355
111.2739477,2234.287899,2647.097802
111.3437376,2237.45014,2650.285474
111.4132851,2240.618982,2653.479647
111.482589,2243.7894,2656.675187
111.5516513,2246.965884,2659.8766
111.6204721,2250.145056,2663.080485
111.6890527,2253.327239,2666.287246
111.7573921,2256.513817,2669.498206
111.8254916,2259.705515,2672.714151
111.8933489,2262.902775,2675.935576
111.9609641,2266.102305,2679.15899
112.0283405,2269.305169,2682.385573
112.0954773,2272.511966,2685.615893
112.1623756,2275.724498,2688.851828
112.2290351,2278.938904,2692.089367
112.2954587,2282.158564,2695.33206
112.361643,2285.382746,2698.579197
112.4275868,2288.614395,2701.833723
112.4932889,2291.849571,2705.091583
112.5587513,2295.088391,2708.352905
112.6239743,2298.328309,2711.615124
112.6889597,2301.574541,2714.883519
112.7537064,2304.824302,2718.155264
112.8182154,2308.077751,2721.430586
112.8824845,2311.338251,2724.712876
112.9465135,2314.600811,2727.99699
113.0103052,2317.868274,2731.285843
113.0738597,2321.137213,2734.575973
113.1371783,2324.411131,2737.870966
113.20026,2327.687157,2741.167878
113.2631066,2330.970016,2744.471513
113.3257165,2334.257448,2747.779561
113.3880907,2337.552011,2751.094641
113.450227,2340.851751,2754.414781
113.5121255,2344.156734,2757.740064
113.5737857,2347.465424,2761.068852
113.6352098,2350.776639,2764.40003
113.6963974,2354.091189,2767.734365
113.7573496,2357.408511,2771.071362
113.8180659,2360.731144,2774.413499
113.878547,2364.057771,2777.759521
113.938791,2367.390335,2781.111407
113.9987979,2370.725789,2784.465951
114.0585709,2374.06663,2787.825731
114.1181099,2377.409285,2791.187155
114.1774158,2380.757037,2794.553576
114.2364881,2384.105513,2797.920525
114.2953288,2387.459134,2801.292543
114.3539347,2390.819346,2804.671077
114.4123047,2394.183816,2808.053801
114.4704378,2397.553292,2811.441351
114.5283365,2400.926609,2814.832598
114.5860008,2404.305312,2818.229063
114.6434321,2407.689115,2821.630514
114.70063,2411.075271,2825.034167
114.7575956,2414.467735,2828.444024
114.8143277,2417.862852,2831.856395
114.8708277,2421.2645,2835.275182
114.9270935,2424.67114,2838.698903
114.9831247,2428.079681,2842.124331
115.0389241,2431.491746,2845.553155
115.0944922,2434.90691,2848.984876
115.1498312,2438.326245,2852.420688
115.2049391,2441.748485,2855.859278
115.2598167,2445.177236,2859.304301
115.3144614,2448.611131,2862.754367
115.3688737,2452.051081,2866.210395
115.4230526,2455.494284,2869.669539
115.4769998,2458.940997,2873.132068
115.5307154,2462.390701,2876.597434
115.5842011,2465.845608,2880.067897
115.6374562,2469.303795,2883.541506
115.690482,2472.76705,2887.020095
115.7432759,2476.236624,2890.504946
115.7958377,2479.710347,2893.993765
115.8481704,2483.188352,2897.486742
115.9002742,2486.668718,2900.981925
115.9521504,2490.155841,2904.483769
116.0037989,2493.645057,2907.987536
116.0552221,2497.139483,2911.496442
116.1064163,2500.638575,2915.009964
116.1573802,2504.143889,2918.529647
116.2081127,2507.651207,2922.051194
116.2586163,2511.163659,2925.57775
116.3088911,2514.678682,2929.106741
116.3589386,2518.199692,2932.641624
116.4087581,2521.723672,2936.179361
116.4583506,2525.252215,2939.721577
116.507714,2528.788167,2943.271143
116.5568482,2532.327052,2946.823475
116.6057561,2535.870719,2950.380475
116.654438,2539.416686,2953.939634
116.7028952,2542.96754,2957.503602
116.7511271,2546.522199,2961.071219
116.799136,2550.08121,2964.643128
116.8469184,2553.647183,2968.221938
116.8944733,2557.218133,2971.805671
116.9417998,2560.794021,2975.394202
116.9889005,2564.372231,2978.984951
117.0357754,2567.954119,2982.579247
117.0824262,2571.542063,2986.179516
117.1288521,2575.134317,2989.783976
117.1750545,2578.730785,2993.392581
117.221032,2582.332742,2997.006567
117.2667855,2585.938589,3000.624367
117.312313,2589.552208,3004.249881
117.3576146,2593.165975,3007.875398
117.4026931,2596.785403,3011.506467
117.4475493,2600.406956,3015.139518
117.4921851,2604.03305,3018.777049
117.5365985,2607.664652,3022.419988
117.5807902,2611.300676,3026.067291
117.6247578,2614.941641,3029.719456
117.668502,2618.587961,3033.376896
117.7120219,2622.239073,3037.039028
117.755319,2625.8933,3040.704183
117.7983935,2629.552481,3044.374177
117.8412469,2633.216279,3048.048709
117.8838787,2636.884866,3051.727927
117.92629,2640.558168,3055.411793
117.9684787,2644.237474,3059.101613
118.0104445,2647.919148,3062.793668
118.0521905,2651.604715,3066.489521
118.0937166,2655.29428,3070.189265
118.1350241,2658.988482,3073.893577
118.1761127,2662.685222,3077.600291
118.2169855,2666.388626,3081.313612
118.2576388,2670.098626,3085.033481
118.2980714,2673.816425,3088.761099
118.3382821,2677.536683,3092.49108
118.3782728,2681.260911,3096.224942
118.4180439,2684.98923,3099.962782
118.4575975,2688.720179,3103.703181
118.4969327,2692.453692,3107.446057
118.5360502,2696.194337,3111.196005
118.5749478,2699.93954,3114.950468
118.6136257,2703.688581,3118.708645
118.6520869,2707.44193,3122.471042
118.6903315,2711.200918,3126.238972
118.7283609,2714.963984,3130.010923
118.7661747,2718.731124,3133.786828
118.8037757,2722.50369,3137.568108
118.8411602,2726.282669,3141.355757
118.8783269,2730.067429,3145.14914
118.9152749,2733.856062,3148.946299
118.9520066,2737.647906,3152.746585
118.9885222,2741.443381,3156.550406
119.0248237,2745.243552,3160.358858
119.06091,2749.0484,3164.171909
119.0967818,2752.857654,3167.989309
119.1324371,2756.67285,3171.81261
119.167876,2760.491088,3175.638838
119.203102,2764.3149,3179.470564
119.2381151,2768.142745,3183.306228
119.2729163,2771.976552,3187.147802
119.3075052,2775.813716,3190.992628
119.3418843,2779.65649,3194.843018
119.3760503,2783.506629,3198.700733
119.4100017,2787.362577,3202.564211
119.4437382,2791.22106,3206.430131
119.4772622,2795.08383,3210.300261
119.5105739,2798.949688,3214.173394
119.5436748,2802.821044,3218.051964
119.576564,2806.69628,3221.934339
119.6092424,2810.576119,3225.821263
119.6417083,2814.463148,3229.715335
119.6739618,2818.354434,3233.613559
119.706006,2822.24808,3237.514081
119.7378403,2826.146794,3241.419598
119.7694658,2830.050206,3245.329764
119.8008823,2833.954242,3249.24046
119.8320929,2837.865548,3253.158379
119.8630937,2841.78433,3257.083742
119.8938833,2845.710842,3261.016792
119.9244613,2849.641953,3264.954356
119.9548301,2853.576273,3268.895059
119.9849901,2857.513721,3272.838807
120.014943,2861.455182,3276.786512
120.0446878,2865.401384,3280.738888
120.0742258,2869.353368,3284.696996
120.103555,2873.312409,3288.662124
120.1326752,2877.273866,3292.629581
120.1615895,2881.241727,3296.603376
120.1902982,2885.2131,3300.58061
120.2188024,2889.188069,3304.561398
120.2471016,2893.167229,3308.546294
120.2751986,2897.151606,3312.536371
120.3030895,2901.143303,3316.533738
120.3307729,2905.142012,3320.538075
120.3582488,2909.144565,3324.546174
120.38552,2913.152512,3328.559606
120.4125868,2917.164898,3332.577405
120.4394508,2921.180072,3336.597945
120.4661107,2925.200221,3340.623397
120.4925678,2929.22337,3344.651804
120.5188195,2933.257153,3348.690807
120.5448659,2937.29244,3352.731237
120.5707098,2941.332575,3356.776459
120.5963522,2945.377726,3360.826612
120.6217962,2949.428314,3364.882163
120.6470383,2953.484801,3368.943582
120.6720773,2957.547935,3373.011613
120.6969124,2961.614222,3377.082735
120.7215461,2965.685432,3381.158728
120.745978,2969.759349,3385.237371
120.7702096,2973.840677,3389.323376
120.7942393,2977.927503,3393.414842
120.8180673,2982.018069,3397.509974
120.8416968,2986.114227,3401.610644
120.8651283,2990.210732,3405.711589
120.8883645,2994.313755,3409.819013
120.9114019,2998.422755,3413.932382
120.9342387,3002.537549,3418.051511
120.956874,3006.65662,3422.174858
120.9793103,3010.779847,3426.30231
121.0015478,3014.907842,3430.434469
121.0235887,3019.042392,3434.573141
121.0454309,3023.185706,3438.720541
121.0670749,3027.331356,3442.870216
121.088523,3031.480906,3447.023749
121.1097761,3035.633646,3451.180401
121.130837,3039.792641,3455.343277
121.1517022,3043.957956,3459.512445
121.1723699,3048.130198,3463.68851
121.1928394,3052.307645,3467.869722
121.2131134,3056.489717,3472.055508
121.233192,3060.67463,3476.244085
121.2530766,3064.866487,3480.439561
121.2727656,3069.06453,3484.641188
121.2922593,3073.266279,3488.846457
121.3115607,3077.472545,3493.056199
121.3306701,3081.681522,3497.268596
121.3495898,3085.898368,3501.488829
121.3683179,3090.118733,3505.712535
121.3868556,3094.345959,3509.943075
121.4052,3098.580545,3514.180946
121.4233505,3102.821033,3518.424688
121.4413071,3107.066984,3522.673842
121.459072,3111.315465,3526.925484
121.4766443,3115.568867,3531.182013
121.4940247,3119.826014,3535.442227
121.5112163,3124.088436,3539.707676
121.5282193,3128.352977,3543.97519
121.5450358,3132.623059,3548.248212
121.561664,3136.900911,3552.528957
121.5781051,3141.184005,3556.814915
121.5943562,3145.474765,3561.108508
121.6104169,3149.771403,3565.407949
121.6262871,3154.07302,3569.712319
121.6419697,3158.380298,3574.022313
121.6574636,3162.692079,3578.33678
121.6727689,3167.00901,3582.656347
121.6878884,3171.329908,3586.979847
121.7028223,3175.654213,3591.306712
121.717572,3179.98519,3595.640219
121.7321374,3184.321524,3599.979035
121.7465214,3188.665513,3604.325477
121.7607203,3193.014573,3608.676969
121.7747323,3197.371822,3613.03662
121.7885571,3201.732484,3617.399642
121.8021973,3206.097405,3621.766884
121.8156532,3210.465357,3626.137114
121.8289264,3214.838157,3630.512157
121.8420149,3219.216142,3634.892359
121.8549189,3223.600012,3639.278398
121.8676416,3227.990584,3643.671106
121.8801837,3232.385292,3648.067905
121.8925478,3236.786151,3652.47083
121.9047307,3241.195252,3656.881975
121.9167309,3245.611038,3661.29978
121.928548,3250.033253,3665.72398
121.9401842,3254.460249,3670.15293
121.9516398,3258.89019,3674.584789
121.9629166,3263.323964,3679.020452
121.9740124,3267.765629,3683.463979
121.9849276,3272.209233,3687.909404
121.995665,3276.657345,3692.359307
122.0062254,3281.107658,3696.811368
122.0166118,3285.566021,3701.271453
122.0268206,3290.031773,3705.738902
122.0368499,3294.505707,3710.214505
122.0466992,3298.987016,3714.697449
122.0563714,3303.4733,3719.185336
122.0658672,3307.965352,3723.678958
122.0751883,3312.463517,3728.178665
122.0843331,3316.969125,3732.685793
122.0933014,3321.47705,3737.195204
122.1020959,3325.990691,3741.710305
122.1107176,3330.504847,3746.225887
122.11917,3335.025293,3750.747739
122.1274492,3339.553852,3755.277683
122.135553,3344.089167,3759.814358
122.1434808,3348.628875,3764.355396
122.1512352,3353.173501,3768.901322
122.1588168,3357.724394,3773.453485
122.166227,3362.283112,3778.013445
122.1734645,3366.847242,3782.578792
122.1805294,3371.4165,3787.14923
122.1874249,3375.991872,3791.725757
122.1941521,3380.569908,3796.304916
122.2007141,3385.155271,3800.891379
122.2071068,3389.746685,3805.483876
122.2133285,3394.346029,3810.084282
122.2193785,3398.95186,3814.691148
122.2252598,3403.562857,3819.303156
122.2309727,3408.179934,3823.92122
122.2365192,3412.80428,3828.546532
122.2418975,3417.435383,3833.178581
122.2471076,3422.067969,3837.812084
122.2521517,3426.705083,3842.450091
122.2570307,3431.346318,3847.092191
122.2617473,3435.993126,3851.739842
122.2662999,3440.645933,3856.393465
122.2706898,3445.305023,3861.053349
122.274914,3449.972451,3865.721546
122.2789715,3454.648755,3870.398597
122.2828627,3459.326852,3875.077416
122.2865902,3464.012385,3879.76365
122.2901538,3468.706343,3884.458288
122.2935537,3473.403504,3889.156105
122.2967927,3478.10568,3893.858918
122.2998713,3482.813304,3898.567158
122.3027912,3487.52866,3903.283115
122.3055523,3492.248243,3908.003278
122.3081574,3496.97321,3912.728807
122.3106021,3501.707589,3917.463727
122.3128841,3506.448825,3922.205485
122.3150035,3511.193775,3926.950933
122.3169633,3515.943721,3931.701357
122.3187644,3520.699655,3936.457746
122.3204084,3525.463605,3941.222131
122.3218939,3530.23401,3945.992948
122.323221,3535.009873,3950.769199
122.3243927,3539.789162,3955.548855
122.325403,3544.558354,3960.317889
122.3262568,3549.230987,3964.989659
122.3269504,3554.005382,3969.764571
122.3274765,3558.772154,3974.532966
122.3278496,3563.551942,3979.313964
122.3280885,3568.317695,3984.08107
122.3281957,3573.095253,3988.859652
122.3281734,3577.872046,3993.63638
122.3280191,3582.686834,3998.451401
122.3277192,3587.496701,4003.260969
122.3272683,3592.3321,4008.09637
122.3266571,3597.17028,4012.934111
122.3258915,3602.015189,4017.779007
122.3249688,3606.866305,4022.629812
122.3238953,3611.718255,4027.48196
122.3226723,3616.573002,4032.336644
122.3213138,3621.419049,4037.183105
122.3198138,3626.265293,4042.02981
122.3181801,3631.118869,4046.883068
122.316424,3635.985624,4051.75013
122.3145435,3640.861733,4056.626548
122.3125504,3645.723655,4061.488874
122.3104362,3650.61348,4066.378582
122.3081988,3655.503684,4071.268913
122.3058261,3660.415499,4076.180468
122.3033184,3665.326318,4081.091226
122.3006632,3670.257599,4086.022128
122.2978656,3675.183953,4090.948347
122.2949056,3680.113727,4095.877969
122.2917917,3685.057928,4100.821525
122.2885418,3690.005927,4105.769378
122.2851615,3694.955365,4110.718735
122.281673,3699.877894,4115.641244
122.2780728,3704.829532,4120.592603
122.2743681,3709.771109,4125.534028
122.2705472,3714.742478,4130.505039
122.2666146,3719.702586,4135.464859
122.2625383,3724.678179,4140.440077
122.2583166,3729.684978,4145.446206
122.2539579,3734.694821,4150.455675
122.2494632,3739.710574,4155.471067
122.2448476,3744.704274,4160.464327
122.2401023,3749.729833,4165.489346
122.2352396,3754.743743,4170.502721
122.2302509,3759.78303,4175.541455
122.2251443,3764.80927,4180.567075
122.2199045,3769.866352,4185.623559
122.2145396,3774.915054,4190.671585
122.2090235,3779.974357,4195.730149
122.2033588,3785.056549,4200.811691
122.1975563,3790.136951,4205.891501
122.1916245,3795.223491,4210.977431
122.1855769,3800.294112,4216.047185
122.1794005,3805.39272,4221.145049
122.1731028,3810.490917,4226.242288
122.1666735,3815.611976,4231.362573
122.1601183,3820.727203,4236.476782
122.1534224,3825.86467,4241.613485
122.1465918,3831.0049,4246.752693
122.139603,3836.156371,4251.903102
122.1324561,3841.318045,4257.064183
122.1251603,3846.484949,4262.23028
122.1177288,3851.659798,4267.4043
122.1101698,3856.830998,4272.574269
122.1024695,3862.019841,4277.762219
122.0946329,3867.213996,4282.955049
122.0866545,3872.418128,4288.158225
122.0785388,3877.624998,4293.363733
122.0702658,3882.848426,4298.585799
122.0618342,3888.076851,4303.813534
122.053251,3893.32208,4309.057645
122.0445174,3898.556382,4314.291261
122.0356406,3903.806811,4319.540491
122.0266167,3909.059052,4324.791857
122.0174456,3914.332054,4330.063466
122.0081157,3919.606259,4335.336739
121.9986268,3924.904168,4340.633223
121.9889744,3930.22107,4345.948919
121.9791607,3935.545034,4351.27156
121.9691841,3940.878729,4356.604031
121.9590484,3946.220553,4361.944789
121.9487594,3951.570661,4367.29392
121.9383196,3956.926116,4372.648445
121.9277325,3962.292768,4378.014171
121.916998,3967.667261,4383.387718
121.9061187,3973.049333,4388.768803
121.8950917,3978.440375,4394.158818
121.8839154,3983.838981,4399.55637
121.8725898,3989.243241,4404.959573
121.8611179,3994.653819,4410.369108
121.8494997,4000.071709,4415.785988
121.8377369,4005.494274,4421.207585
121.8258321,4010.924509,4426.636898
121.813787,4016.356437,4432.06795
121.8016065,4021.795069,4437.505736
121.7892871,4027.24621,4442.956044
121.7768264,4032.705314,4448.414315
121.7642245,4038.169112,4453.877278
121.7514844,4043.642706,4459.350029
121.738607,4049.124827,4464.831292
121.7255939,4054.611092,4470.316685
121.7124475,4060.104766,4475.809475
121.6991687,4065.602273,4481.306094
121.6857601,4071.108985,4486.811917
121.6722222,4076.61854,4492.320591
121.6585578,4082.13802,4497.839194
121.6447635,4087.668173,4503.368468
121.6308371,4093.20565,4508.90507
121.6167794,4098.748432,4514.446991
121.6025941,4104.296866,4519.994567
121.5882814,4109.853465,4525.55031
121.5738432,4115.41723,4531.113218
121.5592821,4120.988792,4536.683918
121.5445987,4126.566248,4542.260513
121.5297956,4132.151511,4547.844903
121.5148733,4137.743988,4553.436505
121.4998352,4143.342954,4559.034584
121.4846775,4148.95145,4564.642177
121.4693979,4154.569991,4570.259809
121.4539973,4160.195459,4575.884374
121.4384794,4165.829535,4581.517548
121.4228445,4171.471265,4587.158375
121.4070944,4177.11746,4592.803673
121.3912323,4182.77048,4598.455799
121.3752582,4188.428608,4604.113037
121.3591743,4194.097805,4609.781343
121.3429814,4199.772061,4615.454711
121.3266826,4205.455002,4621.136755
121.3102742,4211.150321,4626.831162
121.2937538,4216.856099,4632.53602
121.2771227,4222.566619,4638.245622
121.2603847,4228.283194,4643.961273
121.2435399,4234.007329,4649.684477
121.22659,4239.73666,4655.412879
121.2095375,4245.474519,4661.149809
121.1923831,4251.218115,4666.89248
121.1751297,4256.97151,4672.644946
121.1577777,4262.730598,4678.403113
121.1403303,4268.499431,4684.171018
121.1227837,4274.277454,4689.948099
121.1051357,4280.06663,4695.736327
121.0873872,4285.862171,4701.530929
121.0695417,4291.662817,4707.330639
121.0516006,4297.474101,4713.140993
121.0335666,4303.294569,4718.960531
121.0154389,4309.119132,4724.78416
120.9972192,4314.953767,4730.617865
120.97891,4320.792871,4736.456036
120.9605122,4326.63865,4742.300889
120.9420293,4332.4946,4748.155906
120.9234581,4338.361995,4754.022356
120.9047966,4344.236563,4759.895967
120.8860456,4350.118234,4765.776681
120.867208,4356.010634,4771.668125
120.8482857,4361.90949,4777.566034
120.8292816,4367.817876,4783.473474
120.8101951,4373.73365,4789.388299
120.791027,4379.662675,4795.31638
120.7717793,4385.59697,4801.249734
120.7524543,4391.536244,4807.188083
120.7330567,4397.484714,4813.135632
120.7135826,4403.441668,4819.09165
120.694029,4409.406544,4825.055581
120.6743963,4415.37938,4831.027479
120.654688,4421.359231,4837.006395
120.6349056,4427.350078,4842.996315
120.6150517,4433.348821,4848.994131
120.595126,4439.35716,4855.001542
120.5751302,4445.371243,4861.014705
120.555067,4451.394412,4867.036952
120.5349365,4457.422882,4873.064505
120.5147405,4463.460277,4879.10098
120.49448,4469.503962,4885.143753
120.4741586,4475.559859,4891.19873
120.4537724,4481.629375,4897.267309
120.4333189,4487.706854,4903.343847
120.4127993,4493.794392,4909.430457
120.392218,4499.888246,4915.523387
120.3715765,4505.98999,4921.62422
120.3508784,4512.098969,4927.73229
120.3301225,4518.219748,4933.852159
120.3093096,4524.34863,4939.980138
120.2884413,4530.485792,4946.116405
120.26752,4536.630338,4952.260076
120.2465488,4542.787586,4958.416438
120.2255207,4548.955879,4964.583833
120.2044386,4555.129722,4970.756801
120.1833097,4561.310447,4976.936662
120.1621338,4567.501156,4983.126503
120.140912,4573.696488,4989.32098
120.1196476,4579.903209,4995.526845
120.0983396,4586.116569,5001.739348
120.0769884,4592.339843,5007.961762
120.0555922,4598.575109,5014.196164
120.0341523,4604.816977,5020.437178
120.0126744,4611.071205,5026.69056
119.9911585,4617.331182,5032.949695
119.9696068,4623.602825,5039.22049
119.9480155,4629.884013,5045.500825
119.926386,4636.170162,5051.786136
119.9047233,4642.464884,5058.080026
119.8830264,4648.772503,5064.386812
119.8612961,4655.088437,5070.701928
119.8395372,4661.414648,5077.027327
119.8177488,4667.749948,5083.361819
119.7959316,4674.094825,5089.705887
119.7740838,4680.449262,5096.059515
119.7522075,4686.810299,5102.419766
119.7303078,4693.17661,5108.7853
119.7083838,4699.558409,5115.166323
119.6864362,4705.946739,5121.553886
119.664468,4712.347353,5127.953735
119.6424787,4718.760404,5134.366026
119.6204697,4725.184011,5140.788874
119.5984397,4731.620126,5147.224227
119.5763899,4738.063906,5153.667262
119.5543261,4744.513276,5160.115891
119.5322478,4750.971161,5166.573035
119.5101561,4757.444343,5173.045473
119.488049,4763.925167,5179.525551
119.4659286,4770.412269,5186.011925
119.4438001,4776.908158,5192.507092
119.4216619,4783.414358,5199.012566
119.3995145,4789.931477,5205.528975
119.3773626,4796.459022,5212.055817
119.3552052,4802.994229,5218.590321
119.3330427,4809.545384,5225.140779
119.3108741,4816.107687,5231.702382
119.2887009,4822.679098,5238.273115
119.2665289,4829.257953,5244.851299
119.2443578,4835.845358,5251.438039
119.2221885,4842.446041,5258.038058
119.2000192,4849.054766,5264.646119
119.1778522,4855.673529,5271.26424
119.1556932,4862.304486,5277.894565
119.1335406,4868.95018,5284.539625
119.1113948,4875.600846,5291.189677
119.0892607,4882.262903,5297.851131
119.0671371,4888.93549,5304.523116
119.0450244,4895.61756,5311.204585
119.0229211,4902.311368,5317.897789
119.0008288,4909.011253,5324.59709
118.9787535,4915.72253,5331.307792
118.956694,4922.442619,5338.027302
118.9346509,4929.17289,5344.757009
118.9126289,4935.916909,5351.50047
118.8906274,4942.672216,5358.255222
118.868647,4949.437733,5365.02018
118.8466863,4956.21683,5371.798711
118.8247463,4963.003859,5378.585194
118.8028335,4969.803297,5385.384098
118.780947,4976.614928,5392.195198
118.7590879,4983.435262,5399.015006
118.737255,4990.266879,5405.846097
118.7154496,4997.107908,5412.686621
118.6936772,5003.957711,5419.535928
118.6719371,5010.817288,5426.395013
118.6502309,5017.686734,5433.263989
118.6285622,5024.571614,5440.148412
118.60693,5031.46558,5447.041926
118.5853354,5038.371821,5453.947718
118.5637769,5045.292453,5460.867901
118.5422564,5052.220065,5467.795082
118.5207795,5059.156393,5474.730989
118.4993462,5066.107485,5481.681666
118.4779582,5073.068816,5488.642584
118.4566142,5080.044698,5495.618049
118.4353149,5087.02836,5502.601306
118.4140666,5094.025071,5509.597623
118.392868,5101.031242,5516.603397
118.37172,5108.048442,5523.620215
